item_id	path	line	channel	source_text	language_flag	classification	context
VISIBLE-01989	js/campaign/summer_mission/CampaignSummerMissionTopView.js	224	js-literal	e	latin	technical-excluded	"entMissionList() } })) }, allReservCheck: function() { b.removeClass(b.doc.getElementById(""allReserve""), ""hide""); var a = k.split(""_""); <STRING> === a[0] ? (a = f.findWhere(g.limitedChallengeGroupList, { id: Number(a[1]) }), b.addClass(b.doc.ge"
VISIBLE-01990	js/campaign/summer_mission/CampaignSummerMissionTopView.js	227	js-literal	allReserve	latin	context-review	"""hide""); var a = k.split(""_""); ""e"" === a[0] ? (a = f.findWhere(g.limitedChallengeGroupList, { id: Number(a[1]) }), b.addClass(b.doc.getElementById(<STRING>), ""off""), ""剧情"" === a.viewType && b.addClass(b.doc.getElementById(""allReserve""), ""hide"")) : b.addClass(b.doc.getElementB"
VISIBLE-01991	js/campaign/summer_mission/CampaignSummerMissionTopView.js	227	js-literal	off	latin	formal-retained-review	"var a = k.split(""_""); ""e"" === a[0] ? (a = f.findWhere(g.limitedChallengeGroupList, { id: Number(a[1]) }), b.addClass(b.doc.getElementById(""allReserve""), <STRING>), ""剧情"" === a.viewType && b.addClass(b.doc.getElementById(""allReserve""), ""hide"")) : b.addClass(b.doc.getElementById(""all"
VISIBLE-01992	js/campaign/summer_mission/CampaignSummerMissionTopView.js	227	js-literal	hide	latin	technical-excluded	"eGroupList, { id: Number(a[1]) }), b.addClass(b.doc.getElementById(""allReserve""), ""off""), ""剧情"" === a.viewType && b.addClass(b.doc.getElementById(""allReserve""), <STRING>)) : b.addClass(b.doc.getElementById(""allReserve""), ""off""); this.allReserveCheckAdvance() }, allReserveChe"
VISIBLE-01993	js/campaign/summer_mission/CampaignSummerMissionTopView.js	240	js-literal	allReserve	latin	context-review	"0; a ? (f.each(a.missionList, function(a, b) { a.receivedAt || a.clearedCount >= a.challenge.count && c++ }), 0 < c ? b.removeClass(b.doc.getElementById(<STRING>), ""off"") : b.addClass(b.doc.getElementById(""allReserve""), ""off"")) : b.addClass(b.doc.getElementById(""allReserve""), ""off"
VISIBLE-01994	js/campaign/summer_mission/CampaignSummerMissionTopView.js	240	js-literal	off	latin	formal-retained-review	"f.each(a.missionList, function(a, b) { a.receivedAt || a.clearedCount >= a.challenge.count && c++ }), 0 < c ? b.removeClass(b.doc.getElementById(""allReserve""), <STRING>) : b.addClass(b.doc.getElementById(""allReserve""), ""off"")) : b.addClass(b.doc.getElementById(""allReserve""), ""off"") }"
VISIBLE-01995	js/campaign/summer_mission/CampaignSummerMissionTopView.js	244	js-literal	removeChildView	latin	context-review	"""off"") : b.addClass(b.doc.getElementById(""allReserve""), ""off"")) : b.addClass(b.doc.getElementById(""allReserve""), ""off"") }, removeView: function() { this.trigger(<STRING>); this.off(); this.remove() } }) });"
VISIBLE-01996	js/card/CardPopup.js	1	js-literal	underscore	latin	technical-excluded	"define([<STRING>,""backbone"",""backboneCommon"",""js/view/chara/CharaDetailView"",""command""],function(k,l,c,m,g){var a,n=l.Model.extend();c.u"
VISIBLE-01997	js/card/CardPopup.js	1	js-literal	backbone	latin	technical-excluded	"define([""underscore"",<STRING>,""backboneCommon"",""js/view/chara/CharaDetailView"",""command""],function(k,l,c,m,g){var a,n=l.Model.extend();c.ua.android&&"
VISIBLE-01998	js/card/CardPopup.js	1	js-literal	backboneCommon	latin	context-review	"define([""underscore"",""backbone"",<STRING>,""js/view/chara/CharaDetailView"",""command""],function(k,l,c,m,g){var a,n=l.Model.extend();c.ua.android&&c.doc.addEventLis"
VISIBLE-01999	js/card/CardPopup.js	1	js-literal	command	latin	technical-excluded	"define([""underscore"",""backbone"",""backboneCommon"",""js/view/chara/CharaDetailView"",<STRING>],function(k,l,c,m,g){var a,n=l.Model.extend();c.ua.android&&c.doc.addEventListener(""touchmove"",function(){clearTimeout("
VISIBLE-02000	js/card/CardPopup.js	1	js-literal	touchmove	latin	technical-excluded	"define([""underscore"",""backbone"",""backboneCommon"",""js/view/chara/CharaDetailView"",""command""],function(k,l,c,m,g){var a,n=l.Model.extend();c.ua.android&&c.doc.addEventListener(<STRING>,function(){clearTimeout(c.popupTimerObj)},!0);var h=function(){a.cardArr=[];a.cardArr.push({attributeId:a.card.attribut"
VISIBLE-02001	js/card/CardPopup.js	2	js-literal	evolutionCardId	latin	context-review	"ltCardId?!0:!1,currentCommandFlag:a.commandVisualId== a.chara.defaultCardId?!0:!1,illustrator:a.card.illustrator});for(var d=0,b=Number(a.card.rank.split(""_"")[1]);5>d;){if(a.chara[<STRING>+(d+1)]){var f=Number(a.chara[""evolutionCard""+(d+1)].rank.split(""_"")[1]),e={};e.attributeId=a.card.attributeId;e.cardId="
VISIBLE-02002	js/card/CardPopup.js	2	js-literal	evolutionCard	latin	context-review	"alId== a.chara.defaultCardId?!0:!1,illustrator:a.card.illustrator});for(var d=0,b=Number(a.card.rank.split(""_"")[1]);5>d;){if(a.chara[""evolutionCardId""+(d+1)]){var f=Number(a.chara[<STRING>+(d+1)].rank.split(""_"")[1]),e={};e.attributeId=a.card.attributeId;e.cardId=a.chara[""evolutionCardId""+(d+1)];e.rank=a.cha"
VISIBLE-02003	js/card/CardPopup.js	3	js-literal	evolutionCardId	latin	context-review	"ionCard""+(d+1)].rank.split(""_"")[1];e.openFlag=f<=b?!0:!1;e.currentCardFlag=a.displayCardId==a.chara[""evolutionCardId""+(d+1)]?!0:!1;e.currentCommandFlag= a.commandVisualId==a.chara[<STRING>+(d+1)]?!0:!1;e.illustrator=a.card.illustrator;a.cardArr.push(e)}d=d+1|0}k.each(a.cardArr,function(b){b.currentCardFlag&"
VISIBLE-02004	js/card/CardPopup.js	3	js-literal	#baseContainer	latin	context-review	"lustrator=a.card.illustrator;a.cardArr.push(e)}d=d+1|0}k.each(a.cardArr,function(b){b.currentCardFlag&&(a.illustrator=b.illustrator)});g.hideMiniChara();k.each(c.doc.querySelector(<STRING>).children,function(a){c.addClass(a,""hide"")});c.detailView=new m({model:new n(a)});c.doc.querySelector(""#baseContainer"")"
VISIBLE-02005	js/card/CardPopup.js	3	js-literal	hide	latin	technical-excluded	"|0}k.each(a.cardArr,function(b){b.currentCardFlag&&(a.illustrator=b.illustrator)});g.hideMiniChara();k.each(c.doc.querySelector(""#baseContainer"").children,function(a){c.addClass(a,<STRING>)});c.detailView=new m({model:new n(a)});c.doc.querySelector(""#baseContainer"").appendChild(c.detailView.render().el);c.s"
VISIBLE-02006	js/card/CardPopup.js	3	js-literal	hiddenWrap	latin	context-review	"ontainer"").children,function(a){c.addClass(a,""hide"")});c.detailView=new m({model:new n(a)});c.doc.querySelector(""#baseContainer"").appendChild(c.detailView.render().el);c.scrollSet(<STRING>,""scrollInner"");g.startSe(1002);g.getBaseData(c.getNativeObj())}; return{cardDetailPopup:function(d,b,f){!b.rentalMemori"
VISIBLE-02007	js/card/CardPopup.js	3	js-literal	scrollInner	latin	context-review	"ildren,function(a){c.addClass(a,""hide"")});c.detailView=new m({model:new n(a)});c.doc.querySelector(""#baseContainer"").appendChild(c.detailView.render().el);c.scrollSet(""hiddenWrap"",<STRING>);g.startSe(1002);g.getBaseData(c.getNativeObj())}; return{cardDetailPopup:function(d,b,f){!b.rentalMemoriaUse&&b.isNpc|"
VISIBLE-02008	js/card/CardPopup.js	5	js-literal	Magia	latin	formal-retained-review	".stopPropagation();b.isShop=!0;b.customizeBonus={HP:""+0%"",ATTACK:""+0%"",DEFENSE:""+0%"",ACCEL:""+0%"",BLAST:""+0%"",CHARGE:""+0%""};b.charaType={BALANCE:""均衡"",ATTACK:""攻击"",DEFENSE:""防御"",MAGIA:<STRING>,HEAL:""治疗"",SUPPORT:""辅助"",ULTIMATE:""究极"",CIRCLE_MAGIA:""圆环Magia"",CIRCLE_SUPPORT:""圆环辅助"",EXCEED:""极限"",AKUMA:""恶魔"",ARUTEMETTO:""究极"
VISIBLE-02009	js/card/CardPopup.js	5	js-literal	圆环Magia	latin	context-review	"ATTACK:""+0%"",DEFENSE:""+0%"",ACCEL:""+0%"",BLAST:""+0%"",CHARGE:""+0%""};b.charaType={BALANCE:""均衡"",ATTACK:""攻击"",DEFENSE:""防御"",MAGIA:""Magia"",HEAL:""治疗"",SUPPORT:""辅助"",ULTIMATE:""究极"",CIRCLE_MAGIA:<STRING>,CIRCLE_SUPPORT:""圆环辅助"",EXCEED:""极限"",AKUMA:""恶魔"",ARUTEMETTO:""究极"",INFINITE:""无限"",MUGENDAI:""无限大"",MYSTIC:""神秘"",DEVIL:""恶魔"",LASTCO"
VISIBLE-02010	js/card/CardPopup.js	6	js-literal	\x3cbr\x3e	latin	context-review	.card.cardId;b.level=b.maxLevel;b.hp=b.maxStatus.hp;b.attack=b.maxStatus.attack;b.defense=b.maxStatus.defense;b.episodeLevel=5;b.chara.description=b.chara.description.replace(/＠/g,<STRING>);b.revision=0;b.magiaLevel=1;a=b;a.closeEvent=f?f:null;g.endL2d();h()}},800)},popupTimerStop:function(a){clearTimeout(c
VISIBLE-02011	js/chara/CharaCompose.js	1	js-literal	underscore backbone backboneCommon ajaxControl command text!template/chara/CharaCompose.html text!css/chara/CharaCompose.css text!css/chara/CharaCommon.css cardUtil CharaCommon	latin	context-review	"define(<STRING>.split("" ""),function(h,k,a,q,u,G,H,I,g,f){var D=null,r=k.Model.extend(),E,d,M=k.View.extend({events:function(){var b={};"
VISIBLE-02012	js/chara/CharaCompose.js	1	js-literal	#mainBtn	latin	context-review	"ext!css/chara/CharaCommon.css cardUtil CharaCommon"".split("" ""),function(h,k,a,q,u,G,H,I,g,f){var D=null,r=k.Model.extend(),E,d,M=k.View.extend({events:function(){var b={};b[a.cgti+<STRING>]=this.mainFunc;b[a.cgti+"" #resetBtn""]=this.resetFunc;b[a.cgti+"" #itemTab li""]=this.tabChange;return b},initialize:funct"
VISIBLE-02013	js/chara/CharaCompose.js	1	js-literal	#resetBtn	latin	context-review	"il CharaCommon"".split("" ""),function(h,k,a,q,u,G,H,I,g,f){var D=null,r=k.Model.extend(),E,d,M=k.View.extend({events:function(){var b={};b[a.cgti+"" #mainBtn""]=this.mainFunc;b[a.cgti+<STRING>]=this.resetFunc;b[a.cgti+"" #itemTab li""]=this.tabChange;return b},initialize:function(a){this.useItemObj={};this.useIte"
VISIBLE-02014	js/chara/CharaCompose.js	1	js-literal	#itemTab li	latin	context-review	"k,a,q,u,G,H,I,g,f){var D=null,r=k.Model.extend(),E,d,M=k.View.extend({events:function(){var b={};b[a.cgti+"" #mainBtn""]=this.mainFunc;b[a.cgti+"" #resetBtn""]=this.resetFunc;b[a.cgti+<STRING>]=this.tabChange;return b},initialize:function(a){this.useItemObj={};this.useItemSelectNum=0;this.previewEpisodeLvMaxFla"
VISIBLE-02015	js/chara/CharaCompose.js	2	js-literal	exp	latin	formal-retained-review	"i+"" #itemTab li""]=this.tabChange;return b},initialize:function(a){this.useItemObj={};this.useItemSelectNum=0;this.previewEpisodeLvMaxFlag= this.previewLvMaxFlag=!1;this.currentTab=<STRING>;this.template=h.template(G);this.createDom()},render:function(){this.$el.html(this.template(q.getPageJson()));return th"
VISIBLE-02016	js/chara/CharaCompose.js	2	js-literal	#useItemControllerTemp	latin	context-review	"reateDom()},render:function(){this.$el.html(this.template(q.getPageJson()));return this},createDom:function(){a.content.prepend(this.render().el);w.prototype.template=h.template($(<STRING>).text());this.createView()},createView:function(){B.prototype.template=h.template($(""#ItemTemp"").text());B.prototype.pa"
VISIBLE-02017	js/chara/CharaCompose.js	2	js-literal	#ItemTemp	latin	context-review	"{a.content.prepend(this.render().el);w.prototype.template=h.template($(""#useItemControllerTemp"").text());this.createView()},createView:function(){B.prototype.template=h.template($(<STRING>).text());B.prototype.parentView=this;J();a.setGlobalView();a.ready.hide()},tabChange:function(b){b.preventDefault();if("
VISIBLE-02018	js/chara/CharaCompose.js	3	js-literal	itemTab	latin	context-review	"""#ItemTemp"").text());B.prototype.parentView=this;J();a.setGlobalView();a.ready.hide()},tabChange:function(b){b.preventDefault();if(!a.isScrolled()){for(var c= a.doc.getElementById(<STRING>).getElementsByTagName(""li""),e=0;e<c.length;)a.removeClass(c[e],""current""),e=e+1|0;a.addClass(b.currentTarget,""current"")"
VISIBLE-02019	js/chara/CharaCompose.js	3	js-literal	li	latin	technical-excluded	".parentView=this;J();a.setGlobalView();a.ready.hide()},tabChange:function(b){b.preventDefault();if(!a.isScrolled()){for(var c= a.doc.getElementById(""itemTab"").getElementsByTagName(<STRING>),e=0;e<c.length;)a.removeClass(c[e],""current""),e=e+1|0;a.addClass(b.currentTarget,""current"");this.resetFunc(b);this.cur"
VISIBLE-02020	js/chara/CharaCompose.js	3	js-literal	current	latin	technical-excluded	"ready.hide()},tabChange:function(b){b.preventDefault();if(!a.isScrolled()){for(var c= a.doc.getElementById(""itemTab"").getElementsByTagName(""li""),e=0;e<c.length;)a.removeClass(c[e],<STRING>),e=e+1|0;a.addClass(b.currentTarget,""current"");this.resetFunc(b);this.currentTab=b.currentTarget.dataset.type;""exp""!==t"
VISIBLE-02021	js/chara/CharaCompose.js	3	js-literal	exp	latin	formal-retained-review	"tElementsByTagName(""li""),e=0;e<c.length;)a.removeClass(c[e],""current""),e=e+1|0;a.addClass(b.currentTarget,""current"");this.resetFunc(b);this.currentTab=b.currentTarget.dataset.type;<STRING>!==this.currentTab?(a.addClass(a.doc.getElementsByClassName(""itemWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementsB"
VISIBLE-02022	js/chara/CharaCompose.js	3	js-literal	itemWrapInner	latin	context-review	"ent""),e=e+1|0;a.addClass(b.currentTarget,""current"");this.resetFunc(b);this.currentTab=b.currentTarget.dataset.type;""exp""!==this.currentTab?(a.addClass(a.doc.getElementsByClassName(<STRING>)[0],""hide""),a.removeClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.addClass(a.doc.getElementById("""
VISIBLE-02023	js/chara/CharaCompose.js	3	js-literal	hide	latin	technical-excluded	"lass(b.currentTarget,""current"");this.resetFunc(b);this.currentTab=b.currentTarget.dataset.type;""exp""!==this.currentTab?(a.addClass(a.doc.getElementsByClassName(""itemWrapInner"")[0],<STRING>),a.removeClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.addClass(a.doc.getElementById(""itemWrap""),"
VISIBLE-02024	js/chara/CharaCompose.js	3	js-literal	episodeWrapInner	latin	context-review	"his.currentTab=b.currentTarget.dataset.type;""exp""!==this.currentTab?(a.addClass(a.doc.getElementsByClassName(""itemWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementsByClassName(<STRING>)[0],""hide""),a.addClass(a.doc.getElementById(""itemWrap""),""typeEp""),a.addClass(a.doc.getElementById(""topWrap""),""typeEp""))"
VISIBLE-02025	js/chara/CharaCompose.js	3	js-literal	itemWrap	latin	context-review	"tTab?(a.addClass(a.doc.getElementsByClassName(""itemWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.addClass(a.doc.getElementById(<STRING>),""typeEp""),a.addClass(a.doc.getElementById(""topWrap""),""typeEp"")):(a.removeClass(a.doc.getElementsByClassName(""itemWrapI"
VISIBLE-02026	js/chara/CharaCompose.js	3	js-literal	typeEp	latin	context-review	"lass(a.doc.getElementsByClassName(""itemWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.addClass(a.doc.getElementById(""itemWrap""),<STRING>),a.addClass(a.doc.getElementById(""topWrap""),""typeEp"")):(a.removeClass(a.doc.getElementsByClassName(""itemWrapInner"")[0],"
VISIBLE-02027	js/chara/CharaCompose.js	3	js-literal	topWrap	latin	context-review	"pInner"")[0],""hide""),a.removeClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.addClass(a.doc.getElementById(""itemWrap""),""typeEp""),a.addClass(a.doc.getElementById(<STRING>),""typeEp"")):(a.removeClass(a.doc.getElementsByClassName(""itemWrapInner"")[0], ""hide""),a.addClass(a.doc.getElementsByClas"
VISIBLE-02028	js/chara/CharaCompose.js	4	js-literal	hide	latin	technical-excluded	"hide""),a.addClass(a.doc.getElementById(""itemWrap""),""typeEp""),a.addClass(a.doc.getElementById(""topWrap""),""typeEp"")):(a.removeClass(a.doc.getElementsByClassName(""itemWrapInner"")[0], <STRING>),a.addClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementById(""itemWrap""),"
VISIBLE-02029	js/chara/CharaCompose.js	4	js-literal	episodeWrapInner	latin	context-review	"""),""typeEp""),a.addClass(a.doc.getElementById(""topWrap""),""typeEp"")):(a.removeClass(a.doc.getElementsByClassName(""itemWrapInner"")[0], ""hide""),a.addClass(a.doc.getElementsByClassName(<STRING>)[0],""hide""),a.removeClass(a.doc.getElementById(""itemWrap""),""typeEp""),a.removeClass(a.doc.getElementById(""topWrap""),""typ"
VISIBLE-02030	js/chara/CharaCompose.js	4	js-literal	itemWrap	latin	context-review	":(a.removeClass(a.doc.getElementsByClassName(""itemWrapInner"")[0], ""hide""),a.addClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementById(<STRING>),""typeEp""),a.removeClass(a.doc.getElementById(""topWrap""),""typeEp""));a.scrollRefresh(""itemViewWrap"",""itemWrapInner"",!0)}"
VISIBLE-02031	js/chara/CharaCompose.js	4	js-literal	typeEp	latin	context-review	"ass(a.doc.getElementsByClassName(""itemWrapInner"")[0], ""hide""),a.addClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementById(""itemWrap""),<STRING>),a.removeClass(a.doc.getElementById(""topWrap""),""typeEp""));a.scrollRefresh(""itemViewWrap"",""itemWrapInner"",!0)}},mainFunc"
VISIBLE-02032	js/chara/CharaCompose.js	4	js-literal	topWrap	latin	context-review	"er"")[0], ""hide""),a.addClass(a.doc.getElementsByClassName(""episodeWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementById(""itemWrap""),""typeEp""),a.removeClass(a.doc.getElementById(<STRING>),""typeEp""));a.scrollRefresh(""itemViewWrap"",""itemWrapInner"",!0)}},mainFunc:function(b){b.preventDefault();if(!a.isScroll"
VISIBLE-02033	js/chara/CharaCompose.js	4	js-literal	itemViewWrap	latin	context-review	"lementsByClassName(""episodeWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementById(""itemWrap""),""typeEp""),a.removeClass(a.doc.getElementById(""topWrap""),""typeEp""));a.scrollRefresh(<STRING>,""itemWrapInner"",!0)}},mainFunc:function(b){b.preventDefault();if(!a.isScrolled())if(b=f.charaDataView.model.toJSON(),""e"
VISIBLE-02034	js/chara/CharaCompose.js	4	js-literal	itemWrapInner	latin	context-review	"ame(""episodeWrapInner"")[0],""hide""),a.removeClass(a.doc.getElementById(""itemWrap""),""typeEp""),a.removeClass(a.doc.getElementById(""topWrap""),""typeEp""));a.scrollRefresh(""itemViewWrap"",<STRING>,!0)}},mainFunc:function(b){b.preventDefault();if(!a.isScrolled())if(b=f.charaDataView.model.toJSON(),""exp""==this.curren"
VISIBLE-02035	js/chara/CharaCompose.js	4	js-literal	exp	latin	formal-retained-review	"ementById(""topWrap""),""typeEp""));a.scrollRefresh(""itemViewWrap"",""itemWrapInner"",!0)}},mainFunc:function(b){b.preventDefault();if(!a.isScrolled())if(b=f.charaDataView.model.toJSON(),<STRING>==this.currentTab&&b.level==b.maxLevel||""episode""==this.currentTab&&5<=b.episodeLevel)new a.PopupClass({title:""无法强化"",con"
VISIBLE-02036	js/chara/CharaCompose.js	4	js-literal	episode	latin	technical-excluded	"sh(""itemViewWrap"",""itemWrapInner"",!0)}},mainFunc:function(b){b.preventDefault();if(!a.isScrolled())if(b=f.charaDataView.model.toJSON(),""exp""==this.currentTab&&b.level==b.maxLevel||<STRING>==this.currentTab&&5<=b.episodeLevel)new a.PopupClass({title:""无法强化"",content:""等级已达上限"",closeBtnText:""关闭"", param:{width:""49"
VISIBLE-02037	js/chara/CharaCompose.js	5	js-literal	490px	latin	context-review	"toJSON(),""exp""==this.currentTab&&b.level==b.maxLevel||""episode""==this.currentTab&&5<=b.episodeLevel)new a.PopupClass({title:""无法强化"",content:""等级已达上限"",closeBtnText:""关闭"", param:{width:<STRING>,height:""360px"",top:""-webkit-calc(50% - 189px)"",left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:""composeC"
VISIBLE-02038	js/chara/CharaCompose.js	5	js-literal	360px	latin	context-review	"=this.currentTab&&b.level==b.maxLevel||""episode""==this.currentTab&&5<=b.episodeLevel)new a.PopupClass({title:""无法强化"",content:""等级已达上限"",closeBtnText:""关闭"", param:{width:""490px"",height:<STRING>,top:""-webkit-calc(50% - 189px)"",left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:""composeConfirm"",showCur"
VISIBLE-02039	js/chara/CharaCompose.js	5	js-literal	original	latin	technical-excluded	")new a.PopupClass({title:""无法强化"",content:""等级已达上限"",closeBtnText:""关闭"", param:{width:""490px"",height:""360px"",top:""-webkit-calc(50% - 189px)"",left:""-webkit-calc(50% - 245px)""},popupType:<STRING>,popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeCla"
VISIBLE-02040	js/chara/CharaCompose.js	5	js-literal	composeConfirm	latin	context-review	"title:""无法强化"",content:""等级已达上限"",closeBtnText:""关闭"", param:{width:""490px"",height:""360px"",top:""-webkit-calc(50% - 189px)"",left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:<STRING>,showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeClass(f.curtainView.el,""show"
VISIBLE-02041	js/chara/CharaCompose.js	5	js-literal	popupOpen	latin	context-review	"p:""-webkit-calc(50% - 189px)"",left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,<STRING>);a.removeClass(f.curtainView.el,""show"")}),a.addClass(f.charaDataView.el,""popupOpen""),a.addClass(f.curtainView.el,""show"""
VISIBLE-02042	js/chara/CharaCompose.js	5	js-literal	show	latin	technical-excluded	"calc(50% - 245px)""},popupType:""original"",popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeClass(f.curtainView.el,<STRING>)}),a.addClass(f.charaDataView.el,""popupOpen""),a.addClass(f.curtainView.el,""show"");else if(0===d.useItemSelectNum)new a."
VISIBLE-02043	js/chara/CharaCompose.js	6	js-literal	original	latin	technical-excluded	"m)new a.PopupClass({title:""无法强化"",content:""请选择素材"",closeBtnText:""关闭"",param:{width:""490px"",height:""360px"",top:""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)""},popupType:<STRING>,popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeCla"
VISIBLE-02044	js/chara/CharaCompose.js	6	js-literal	composeConfirm	latin	context-review	"{title:""无法强化"",content:""请选择素材"",closeBtnText:""关闭"",param:{width:""490px"",height:""360px"",top:""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:<STRING>,showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeClass(f.curtainView.el,""show"
VISIBLE-02045	js/chara/CharaCompose.js	6	js-literal	popupOpen	latin	context-review	":""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,<STRING>);a.removeClass(f.curtainView.el,""show"")}),a.addClass(f.charaDataView.el,""popupOpen""),a.addClass(f.curtainView.el,""show"""
VISIBLE-02046	js/chara/CharaCompose.js	6	js-literal	show	latin	technical-excluded	"calc(50% - 245px)""},popupType:""original"",popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeClass(f.curtainView.el,<STRING>)}),a.addClass(f.charaDataView.el,""popupOpen""),a.addClass(f.curtainView.el,""show"");else{var c=a.storage.gameUser.toJSON("
VISIBLE-02047	js/chara/CharaCompose.js	6	js-literal	.needRiche	latin	context-review	"urtainView.el,""show"")}),a.addClass(f.charaDataView.el,""popupOpen""),a.addClass(f.curtainView.el,""show"");else{var c=a.storage.gameUser.toJSON().riche;if(parseInt(a.doc.querySelector(<STRING>).textContent)>c)new a.PopupClass({title:""无法强化"",content:""CC 不足"",closeBtnText:""关闭"",param:{width:""490px"",height:""360px"",to"
VISIBLE-02048	js/chara/CharaCompose.js	6	js-ui-literal	CC 不足	latin	visible-review	".addClass(f.curtainView.el,""show"");else{var c=a.storage.gameUser.toJSON().riche;if(parseInt(a.doc.querySelector("".needRiche"").textContent)>c)new a.PopupClass({title:""无法强化"",content:<STRING>,closeBtnText:""关闭"",param:{width:""490px"",height:""360px"",top:""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)"""
VISIBLE-02049	js/chara/CharaCompose.js	6	js-literal	490px	latin	context-review	"{var c=a.storage.gameUser.toJSON().riche;if(parseInt(a.doc.querySelector("".needRiche"").textContent)>c)new a.PopupClass({title:""无法强化"",content:""CC 不足"",closeBtnText:""关闭"",param:{width:<STRING>,height:""360px"",top:""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:""compose"
VISIBLE-02050	js/chara/CharaCompose.js	6	js-literal	360px	latin	context-review	"e.gameUser.toJSON().riche;if(parseInt(a.doc.querySelector("".needRiche"").textContent)>c)new a.PopupClass({title:""无法强化"",content:""CC 不足"",closeBtnText:""关闭"",param:{width:""490px"",height:<STRING>,top:""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:""composeConfirm"",showCu"
VISIBLE-02051	js/chara/CharaCompose.js	7	js-literal	original	latin	technical-excluded	"c)new a.PopupClass({title:""无法强化"",content:""CC 不足"",closeBtnText:""关闭"",param:{width:""490px"",height:""360px"",top:""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)""},popupType:<STRING>,popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeCla"
VISIBLE-02052	js/chara/CharaCompose.js	7	js-literal	composeConfirm	latin	context-review	"{title:""无法强化"",content:""CC 不足"",closeBtnText:""关闭"",param:{width:""490px"",height:""360px"",top:""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:<STRING>,showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeClass(f.curtainView.el,""show"
VISIBLE-02053	js/chara/CharaCompose.js	7	js-literal	popupOpen	latin	context-review	":""-webkit-calc(50% - 189px)"", left:""-webkit-calc(50% - 245px)""},popupType:""original"",popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,<STRING>);a.removeClass(f.curtainView.el,""show"");a.removeClass(a.doc.querySelector("".needRiche""),""c_red"")}),a.addClass(f.charaDa"
VISIBLE-02054	js/chara/CharaCompose.js	7	js-literal	show	latin	technical-excluded	"calc(50% - 245px)""},popupType:""original"",popupId:""composeConfirm"",showCurtain:!1},null,null,function(){a.removeClass(f.charaDataView.el,""popupOpen"");a.removeClass(f.curtainView.el,<STRING>);a.removeClass(a.doc.querySelector("".needRiche""),""c_red"")}),a.addClass(f.charaDataView.el,""popupOpen""),a.addClass(f.cur"
