sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
231	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_102400	name	大庭樹里	大庭树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
232	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_102400	parameter	108,大庭樹里	108,大庭树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
233	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_110700	shortDescription	神滨市北養区	神滨市北养区	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
234	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_260000	parameter	093,佐倉杏子(水着ver.)	093,佐仓杏子(水着ver.)	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
235	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_301800	name	更紗帆奈	更纱帆奈	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
236	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_301800	parameter	096,更紗帆奈	096,更纱帆奈	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
237	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_304100	shortDescription	神滨市北養区	神滨市北养区	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
238	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_304500	shortDescription	神滨市北養区	神滨市北养区	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
239	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_304700	shortDescription	神滨市北養区	神滨市北养区	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
240	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_305000	shortDescription	神滨市北養区	神滨市北养区	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
241	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_305600	name	水樹塁	水树垒	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
242	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_305600	parameter	134,水樹塁	134,水树垒	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
243	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_350200	shortDescription	竜宮城	龙宫城	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
244	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_103400	shortDescription	湯国市	汤国市	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
245	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_103500	shortDescription	湯国市	汤国市	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
246	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_103700	shortDescription	宝崎市、神滨市、湯国市	宝崎市、神滨市、汤国市	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
247	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_210400	shortDescription	神滨市北養区	神滨市北养区	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
248	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_250200	shortDescription	神滨市北養区	神滨市北养区	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
249	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_305500	name	桐野紗枝	桐野纱枝	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
250	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_305500	parameter	161,桐野紗枝	161,桐野纱枝	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
251	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_305900	shortDescription	神滨市北養区	神滨市北养区	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
252	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_103300	shortDescription	神滨市、湯国市	神滨市、汤国市	true	false	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
253	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_103600	shortDescription	湯国市	汤国市	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
254	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_104600	name	千鶴	千鹤	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
255	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_104600	parameter	200,千鶴	200,千鹤	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
256	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_400400	name	Final 織莉子	Final 织莉子	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
257	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_400400	parameter	196,美国 織莉子(ver.Final)	196,美国 织莉子(ver.Final)	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
258	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1206_EXCHANGE_1	name	竜城家伝統鏡餅	龙城家传统镜饼	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
259	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_112100	name	結菜·樹里 吸血鬼ver.	结菜·树里 吸血鬼ver.	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
260	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_260100	name	佐倉杏子 scene0 ver.	佐仓杏子 scene0 ver.	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
261	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_260100	parameter	219,佐倉杏子(scene0 ver.)	219,佐仓杏子(scene0 ver.)	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
262	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_302200	name	伊並満	伊并满	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
263	pass28	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_302200	parameter	214,伊並満	214,伊并满	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
264	pass28	live2dList.json	charaId_live2dId	1042_02	description	魔法少女(鶴乃)	魔法少女(鹤乃)	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
265	pass28	live2dList.json	charaId_live2dId	1121_01	description	魔法少女(結菜)	魔法少女(结菜)	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
266	pass28	live2dList.json	charaId_live2dId	1121_02	description	魔法少女(樹里)	魔法少女(树里)	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
267	pass28	live2dList.json	charaId_live2dId	1203_01	description	魔法少女(鶴乃)	魔法少女(鹤乃)	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
268	pass28	sectionList.json	sectionId	102303	areaDetailName	北養区・森	北养区・森	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
269	pass28	sectionList.json	sectionId	102403	areaDetailName	参京区・水徳寺・庭	参京区・水德寺・庭	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
270	pass28	sectionList.json	sectionId	102502	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
271	pass28	sectionList.json	sectionId	102503	areaDetailName	竜真館	龙真馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
272	pass28	sectionList.json	sectionId	102504	areaDetailName	大东区・神滨監獄	大东区・神滨监狱	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
273	pass28	sectionList.json	sectionId	102604	areaDetailName	電車・車内	电车・车内	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
274	pass28	sectionList.json	sectionId	102802	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
275	pass28	sectionList.json	sectionId	102805	areaDetailName	水族館	水族馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
276	pass28	sectionList.json	sectionId	102902	areaDetailName	大东区・団地	大东区・团地	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
277	pass28	sectionList.json	sectionId	102906	areaDetailName	竜真館	龙真馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
278	pass28	sectionList.json	sectionId	102906	charaName	竜城 明日香	龙城 明日香	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
279	pass28	sectionList.json	sectionId	102907	areaDetailName	竜真館	龙真馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
280	pass28	sectionList.json	sectionId	102908	areaDetailName	竜真館	龙真馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
281	pass28	sectionList.json	sectionId	102909	areaDetailName	竜真館	龙真馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
282	pass28	sectionList.json	sectionId	102910	areaDetailName	竜真館	龙真馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
283	pass28	sectionList.json	sectionId	102910	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
284	pass28	sectionList.json	sectionId	102911	areaDetailName	竜真館	龙真馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
285	pass28	sectionList.json	sectionId	102912	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
286	pass28	sectionList.json	sectionId	102913	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
287	pass28	sectionList.json	sectionId	102916	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
288	pass28	sectionList.json	sectionId	102919	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
289	pass28	sectionList.json	sectionId	102921	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
290	pass28	sectionList.json	sectionId	102922	areaDetailName	水徳寺・広间	水德寺・广间	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
291	pass28	sectionList.json	sectionId	102923	areaDetailName	水徳寺・広间	水德寺・广间	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
292	pass28	sectionList.json	sectionId	102924	areaDetailName	水徳寺・部屋	水德寺・部屋	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
293	pass28	sectionList.json	sectionId	102929	areaDetailName	湯国市・森	汤国市・森	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
294	pass28	sectionList.json	sectionId	102930	areaDetailName	水徳寺・広间	水德寺・广间	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
295	pass28	sectionList.json	sectionId	102931	areaDetailName	水徳寺・庭	水德寺・庭	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
296	pass28	sectionList.json	sectionId	102932	areaDetailName	水族館	水族馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
297	pass28	sectionList.json	sectionId	102933	areaDetailName	水族館	水族馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
298	pass28	sectionList.json	sectionId	102940	areaDetailName	水族館	水族馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
299	pass28	sectionList.json	sectionId	102941	areaDetailName	公民館・部屋	公民馆・部屋	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
300	pass28	sectionList.json	sectionId	102942	areaDetailName	公民館・部屋	公民馆・部屋	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
301	pass28	sectionList.json	sectionId	103001	areaDetailName	水徳寺・広间	水德寺・广间	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
302	pass28	sectionList.json	sectionId	103003	areaDetailName	水徳寺・広间	水德寺・广间	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
303	pass28	sectionList.json	sectionId	103005	areaDetailName	電車・車内	电车・车内	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
304	pass28	sectionList.json	sectionId	103101	areaDetailName	電車・車内	电车・车内	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
305	pass28	sectionList.json	sectionId	103104	areaDetailName	湯国市駅	汤国市駅	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
306	pass28	sectionList.json	sectionId	103105	areaDetailName	北養区・展望台	北养区・展望台	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
307	pass28	sectionList.json	sectionId	103205	areaDetailName	北養区・森	北养区・森	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
308	pass28	sectionList.json	sectionId	103303	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
309	pass28	sectionList.json	sectionId	103304	areaDetailName	北養区・森	北养区・森	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
310	pass28	sectionList.json	sectionId	103502	charaName	千鶴	千鹤	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
311	pass28	sectionList.json	sectionId	207501	areaDetailName	参京区・水徳寺・広间	参京区・水德寺・广间	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
312	pass28	sectionList.json	sectionId	207503	areaDetailName	参京区・水徳寺・広间	参京区・水德寺・广间	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
313	pass28	sectionList.json	sectionId	207701	areaDetailName	宝崎市・公民館	宝崎市・公民馆	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
314	pass28	sectionList.json	sectionId	207802	areaDetailName	電車内	电车内	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
315	pass28	sectionList.json	sectionId	207901	areaDetailName	湯国市・宿場町	汤国市・宿场町	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
316	pass28	sectionList.json	sectionId	207903	areaDetailName	湯国市・宿場町	汤国市・宿场町	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
317	pass28	sectionList.json	sectionId	208003	charaName	水樹 塁	水树 垒	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
318	pass28	sectionList.json	sectionId	208101	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
319	pass28	sectionList.json	sectionId	208104	areaDetailName	荣区・廃博物館	荣区・废博物馆	true	true	true	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
320	pass28	sectionList.json	sectionId	310211	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
321	pass28	sectionList.json	sectionId	310212	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
322	pass28	sectionList.json	sectionId	310213	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
323	pass28	sectionList.json	sectionId	310214	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
324	pass28	sectionList.json	sectionId	310241	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
325	pass28	sectionList.json	sectionId	310242	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
326	pass28	sectionList.json	sectionId	310243	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
327	pass28	sectionList.json	sectionId	310244	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
328	pass28	sectionList.json	sectionId	310461	charaName	千鶴	千鹤	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
329	pass28	sectionList.json	sectionId	310462	charaName	千鶴	千鹤	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
330	pass28	sectionList.json	sectionId	310463	charaName	千鶴	千鹤	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
331	pass28	sectionList.json	sectionId	310464	charaName	千鶴	千鹤	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
332	pass28	sectionList.json	sectionId	311131	charaName	竜城 明日香	龙城 明日香	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
333	pass28	sectionList.json	sectionId	311132	charaName	竜城 明日香	龙城 明日香	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
334	pass28	sectionList.json	sectionId	311133	charaName	竜城 明日香	龙城 明日香	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
335	pass28	sectionList.json	sectionId	311134	charaName	竜城 明日香	龙城 明日香	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
336	pass28	sectionList.json	sectionId	311211	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
337	pass28	sectionList.json	sectionId	311212	charaName	大庭 樹里	大庭 树里	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
338	pass28	sectionList.json	sectionId	311213	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
339	pass28	sectionList.json	sectionId	311214	charaName	紅晴 結菜	红晴 结菜	true	false	false	3-reviewed	closed_simplified_chinese_orthography_non_official_lock	reviewed bridge + OpenCC t2s; exact non-Han skeleton preserved				official same-business-key locks excluded
