closure_id	path	stable_key	field	before	after	source_tier	review_status	machine_translated	evidence
TERM-OFFICIAL-0149	magica/js/libs/emotionSkillMap.json	1050107	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0150	magica/js/libs/emotionSkillMap.json	1050108	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0151	magica/js/libs/emotionSkillMap.json	1051101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0152	magica/js/libs/emotionSkillMap.json	1051105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0153	magica/js/libs/emotionSkillMap.json	1051106	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0154	magica/js/libs/emotionSkillMap.json	1051108	shortDescription	MP获得量UP[Ⅲ]	MP获得量提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/0/chara/enhancementCellList/51/emotionSkill/shortDescription
TERM-OFFICIAL-0155	magica/js/libs/emotionSkillMap.json	1052101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0156	magica/js/libs/emotionSkillMap.json	1052105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0157	magica/js/libs/emotionSkillMap.json	1052106	shortDescription	MP获得量UP[Ⅲ]	MP获得量提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/0/chara/enhancementCellList/51/emotionSkill/shortDescription
TERM-OFFICIAL-0158	magica/js/libs/emotionSkillMap.json	1053101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0159	magica/js/libs/emotionSkillMap.json	1053105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0160	magica/js/libs/emotionSkillMap.json	1053107	shortDescription	Accele MPUP[Ⅲ]	Accele MP提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/4/chara/enhancementCellList/82/emotionSkill/shortDescription
TERM-OFFICIAL-0161	magica/js/libs/emotionSkillMap.json	1102101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0162	magica/js/libs/emotionSkillMap.json	1102102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0163	magica/js/libs/emotionSkillMap.json	1102111	shortDescription	状态异常耐性UP[Ⅱ]	状态异常耐性提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/24/emotionSkill/shortDescription
TERM-OFFICIAL-0164	magica/js/libs/emotionSkillMap.json	1103102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0165	magica/js/libs/emotionSkillMap.json	1103104	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0166	magica/js/libs/emotionSkillMap.json	1103105	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0167	magica/js/libs/emotionSkillMap.json	1103108	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0168	magica/js/libs/emotionSkillMap.json	1104101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0169	magica/js/libs/emotionSkillMap.json	1104103	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0170	magica/js/libs/emotionSkillMap.json	1104106	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0171	magica/js/libs/emotionSkillMap.json	1104111	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0172	magica/js/libs/emotionSkillMap.json	1106101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0173	magica/js/libs/emotionSkillMap.json	1106103	shortDescription	MP获得量UP[Ⅱ]	MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\031c03cb-8027-11ec-9bc7-52540003c0c5_001.json/userCharaList/6/chara/enhancementCellList/13/emotionSkill/shortDescription
TERM-OFFICIAL-0174	magica/js/libs/emotionSkillMap.json	1106105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0175	magica/js/libs/emotionSkillMap.json	1107101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0176	magica/js/libs/emotionSkillMap.json	1107103	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0177	magica/js/libs/emotionSkillMap.json	1107105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0178	magica/js/libs/emotionSkillMap.json	1107111	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0179	magica/js/libs/emotionSkillMap.json	1109101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0180	magica/js/libs/emotionSkillMap.json	1109104	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0181	magica/js/libs/emotionSkillMap.json	1109107	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0182	magica/js/libs/emotionSkillMap.json	1109109	shortDescription	Charge后伤害UP[Ⅱ]	Charge后伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/41/emotionSkill/shortDescription
TERM-OFFICIAL-0183	magica/js/libs/emotionSkillMap.json	1109112	shortDescription	Magia伤害UP[Ⅲ]	Magia伤害提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/4/chara/enhancementCellList/59/emotionSkill/shortDescription
TERM-OFFICIAL-0184	magica/js/libs/emotionSkillMap.json	1110103	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0185	magica/js/libs/emotionSkillMap.json	1110104	shortDescription	MP获得量UP[Ⅱ]	MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\031c03cb-8027-11ec-9bc7-52540003c0c5_001.json/userCharaList/6/chara/enhancementCellList/13/emotionSkill/shortDescription
TERM-OFFICIAL-0186	magica/js/libs/emotionSkillMap.json	1110108	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0187	magica/js/libs/emotionSkillMap.json	1112101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0188	magica/js/libs/emotionSkillMap.json	1112107	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0189	magica/js/libs/emotionSkillMap.json	1112109	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0190	magica/js/libs/emotionSkillMap.json	1113101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0191	magica/js/libs/emotionSkillMap.json	1113103	shortDescription	MP获得量UP[Ⅱ]	MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\031c03cb-8027-11ec-9bc7-52540003c0c5_001.json/userCharaList/6/chara/enhancementCellList/13/emotionSkill/shortDescription
TERM-OFFICIAL-0192	magica/js/libs/emotionSkillMap.json	1113105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0193	magica/js/libs/emotionSkillMap.json	1116102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0194	magica/js/libs/emotionSkillMap.json	1116104	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0195	magica/js/libs/emotionSkillMap.json	1116110	shortDescription	Accele MPUP[Ⅴ]	Accele MP提升[Ⅴ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\0f29749d-9f7f-11eb-8dd3-52540026a621_001.json/userCharaList/4/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0196	magica/js/libs/emotionSkillMap.json	1120101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0197	magica/js/libs/emotionSkillMap.json	1120105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0198	magica/js/libs/emotionSkillMap.json	1120106	shortDescription	MP获得量UP[Ⅲ]	MP获得量提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/0/chara/enhancementCellList/51/emotionSkill/shortDescription
TERM-OFFICIAL-0199	magica/js/libs/emotionSkillMap.json	1121101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0200	magica/js/libs/emotionSkillMap.json	1121103	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0201	magica/js/libs/emotionSkillMap.json	1121105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0202	magica/js/libs/emotionSkillMap.json	1121106	shortDescription	MP获得量UP[Ⅲ]	MP获得量提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/0/chara/enhancementCellList/51/emotionSkill/shortDescription
TERM-OFFICIAL-0203	magica/js/libs/emotionSkillMap.json	1125101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0204	magica/js/libs/emotionSkillMap.json	1125103	shortDescription	Charge后伤害UP[Ⅱ]	Charge后伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/41/emotionSkill/shortDescription
TERM-OFFICIAL-0205	magica/js/libs/emotionSkillMap.json	1125105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0206	magica/js/libs/emotionSkillMap.json	1125106	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0207	magica/js/libs/emotionSkillMap.json	1125109	shortDescription	MP获得量UP[Ⅱ]	MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\031c03cb-8027-11ec-9bc7-52540003c0c5_001.json/userCharaList/6/chara/enhancementCellList/13/emotionSkill/shortDescription
TERM-OFFICIAL-0208	magica/js/libs/emotionSkillMap.json	1133101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0209	magica/js/libs/emotionSkillMap.json	1133105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0210	magica/js/libs/emotionSkillMap.json	1133107	shortDescription	状态异常耐性UP[Ⅱ]	状态异常耐性提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/24/emotionSkill/shortDescription
TERM-OFFICIAL-0211	magica/js/libs/emotionSkillMap.json	1137101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0212	magica/js/libs/emotionSkillMap.json	1137103	shortDescription	Accele MPUP[Ⅲ]	Accele MP提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/4/chara/enhancementCellList/82/emotionSkill/shortDescription
TERM-OFFICIAL-0213	magica/js/libs/emotionSkillMap.json	1137105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
