path	slot	category	base	main	pass	current	raw_expected	raw_status	semantic_expected	semantic_status	review_note
magica/js/test/SoundTest.js	97	pass_only	光盘组②	光盘组②	行动盘选择②	行动盘选择②	行动盘选择②	PASS	行动盘选择②	PASS	—
magica/js/test/SoundTest.js	99	pass_only	光盘组③	光盘组③	行动盘选择③	行动盘选择③	行动盘选择③	PASS	行动盘选择③	PASS	—
magica/js/test/SoundTest.js	101	pass_only	光盘组 ④	光盘组 ④	行动盘选择④	行动盘选择④	行动盘选择④	PASS	行动盘选择④	PASS	—
magica/js/test/SoundTest.js	103	pass_only	磁盘组（连携）	磁盘组（连携）	行动盘选择（发起连携）	行动盘选择（发起连携）	行动盘选择（发起连携）	PASS	行动盘选择（发起连携）	PASS	—
magica/js/test/SoundTest.js	105	pass_only	磁盘组（连携）	磁盘组（连携）	行动盘选择（接受连携）	行动盘选择（接受连携）	行动盘选择（接受连携）	PASS	行动盘选择（接受连携）	PASS	—
magica/js/test/SoundTest.js	107	pass_only	第一次攻击①（长线）	第一次攻击①（长线）	第1次攻击时①（长台词）	第1次攻击时①（长台词）	第1次攻击时①（长台词）	PASS	第1次攻击时①（长台词）	PASS	—
magica/js/test/SoundTest.js	109	pass_only	第一次攻击②（长线）	第一次攻击②（长线）	第1次攻击时②（长台词）	第1次攻击时②（长台词）	第1次攻击时②（长台词）	PASS	第1次攻击时②（长台词）	PASS	—
magica/js/test/SoundTest.js	111	pass_only	第一次攻击③（长线）	第一次攻击③（长线）	第1次攻击时③（长台词）	第1次攻击时③（长台词）	第1次攻击时③（长台词）	PASS	第1次攻击时③（长台词）	PASS	—
magica/js/test/SoundTest.js	113	pass_only	2,3回目攻撃時①	2,3回目攻撃時①	第2、3次攻击时①	第2、3次攻击时①	第2、3次攻击时①	PASS	第2、3次攻击时①	PASS	—
magica/js/test/SoundTest.js	115	pass_only	2,3回目攻撃時②	2,3回目攻撃時②	第2、3次攻击时②	第2、3次攻击时②	第2、3次攻击时②	PASS	第2、3次攻击时②	PASS	—
magica/js/test/SoundTest.js	117	pass_only	2,3回目攻撃時③	2,3回目攻撃時③	第2、3次攻击时③	第2、3次攻击时③	第2、3次攻击时③	PASS	第2、3次攻击时③	PASS	—
magica/js/test/SoundTest.js	119	pass_only	第二次攻击①（同角色）	第二次攻击①（同角色）	第2次攻击时①（同一角色）	第2次攻击时①（同一角色）	第2次攻击时①（同一角色）	PASS	第2次攻击时①（同一角色）	PASS	—
magica/js/test/SoundTest.js	121	pass_only	第二次攻击②（同角色）	第二次攻击②（同角色）	第2次攻击时②（同一角色）	第2次攻击时②（同一角色）	第2次攻击时②（同一角色）	PASS	第2次攻击时②（同一角色）	PASS	—
magica/js/test/SoundTest.js	123	pass_only	第三次攻击①（同角色）	第三次攻击①（同角色）	第3次攻击时①（同一角色）	第3次攻击时①（同一角色）	第3次攻击时①（同一角色）	PASS	第3次攻击时①（同一角色）	PASS	—
magica/js/test/SoundTest.js	125	pass_only	第三次攻击②（同角色）	第三次攻击②（同角色）	第3次攻击时②（同一角色）	第3次攻击时②（同一角色）	第3次攻击时②（同一角色）	PASS	第3次攻击时②（同一角色）	PASS	—
magica/js/test/SoundTest.js	127	pass_only	Magia 时间① (★1,2,3)	Magia 时间① (★1,2,3)	发动Magia时①（★1、2、3）	发动Magia时①（★1、2、3）	发动Magia时①（★1、2、3）	PASS	发动Magia时①（★1、2、3）	PASS	—
magica/js/test/SoundTest.js	129	pass_only	Magia时间②（Magia★4）	Magia时间②（Magia★4）	发动Magia时②（Magia★4）	发动Magia时②（Magia★4）	发动Magia时②（Magia★4）	PASS	发动Magia时②（Magia★4）	PASS	—
magica/js/test/SoundTest.js	131	pass_only	Magia时间③（Magia★5）	Magia时间③（Magia★5）	发动Magia时③（Magia★5）	发动Magia时③（Magia★5）	发动Magia时③（Magia★5）	PASS	发动Magia时③（Magia★5）	PASS	—
magica/js/test/SoundTest.js	133	pass_only	Magia时间④（Magia★6）	Magia时间④（Magia★6）	发动Magia时④（Magia★6）	发动Magia时④（Magia★6）	发动Magia时④（Magia★6）	PASS	发动Magia时④（Magia★6）	PASS	—
magica/js/test/SoundTest.js	135	same_change	在 Doppel	发动魔女化身时	发动魔女化身时	发动魔女化身时	发动魔女化身时	PASS	发动魔女化身时	PASS	—
magica/js/test/SoundTest.js	137	pass_only	攻击时（连携）	攻击时（连携）	攻击时（发起连携）	攻击时（发起连携）	攻击时（发起连携）	PASS	攻击时（发起连携）	PASS	—
magica/js/test/SoundTest.js	139	pass_only	受到攻击时（连携）	受到攻击时（连携）	攻击时（接受连携）	攻击时（接受连携）	攻击时（接受连携）	PASS	攻击时（接受连携）	PASS	—
magica/js/test/SoundTest.js	147	pass_only	伤害（正常）	伤害（正常）	受伤时（通常）	受伤时（通常）	受伤时（通常）	PASS	受伤时（通常）	PASS	—
magica/js/test/SoundTest.js	149	pass_only	伤害（垂死）	伤害（垂死）	受伤时（濒死）	受伤时（濒死）	受伤时（濒死）	PASS	受伤时（濒死）	PASS	—
magica/js/test/SoundTest.js	151	pass_only	戦闘不能	戦闘不能	战斗不能	战斗不能	战斗不能	PASS	战斗不能	PASS	—
magica/js/view/mission/MissionTopView.js	128	main_only	OK	确定	OK	确定	确定	PASS	确定	PASS	—
magica/js/view/mission/MissionTopView.js	134	pass_only	时间	时间	小时	小时	小时	PASS	小时	PASS	—
magica/js/view/mission/MissionTopView.js	208	main_only	OK	确定	OK	确定	确定	PASS	确定	PASS	—
magica/js/view/mission/MissionTopView.js	213	main_only	OK	确定	OK	确定	确定	PASS	确定	PASS	—
magica/js/view/mission/MissionTopView.js	223	main_only	OK	确定	OK	确定	确定	PASS	确定	PASS	—
magica/js/view/mission/MissionTopView.js	228	main_only	OK	确定	OK	确定	确定	PASS	确定	PASS	—
magica/js/view/mission/MissionTopView.js	238	main_only	OK	确定	OK	确定	确定	PASS	确定	PASS	—
magica/js/view/mission/MissionTopView.js	243	main_only	OK	确定	OK	确定	确定	PASS	确定	PASS	—
magica/js/view/mission/MissionTopView.js	266	main_only	STORY	剧情	STORY	剧情	剧情	PASS	剧情	PASS	—
magica/template/test/Backdoor.html	1	pass_only	抽卡	抽卡	扭蛋	扭蛋	扭蛋	PASS	扭蛋	PASS	—
magica/template/test/Backdoor.html	6	pass_only	方便的设置	方便的设置	便捷套装	便捷套装	便捷套装	PASS	便捷套装	PASS	—
magica/template/test/Backdoor.html	8	pass_only	最下部	最下部	最下方	最下方	最下方	PASS	最下方	PASS	—
magica/template/test/Backdoor.html	9	pass_only	最上部	最上部	最上方	最上方	最上方	PASS	最上方	PASS	—
magica/template/test/Backdoor.html	10	pass_only	検索	検索	搜索	搜索	搜索	PASS	搜索	PASS	—
magica/template/test/Backdoor.html	11	pass_only	全表示	全表示	全部显示	全部显示	全部显示	PASS	全部显示	PASS	—
magica/template/test/Backdoor.html	13	pass_only	全素材 × 100	全素材 × 100	全部素材 × 100	全部素材 × 100	全部素材 × 100	PASS	全部素材 × 100	PASS	—
magica/template/test/Backdoor.html	15	pass_only	精神強化素材 × 999	精神強化素材 × 999	精神强化素材 × 999	精神强化素材 × 999	精神强化素材 × 999	PASS	精神强化素材 × 999	PASS	—
magica/template/test/Backdoor.html	17	pass_only	全表示	全表示	全部显示	全部显示	全部显示	PASS	全部显示	PASS	—
magica/template/test/Backdoor.html	29	pass_only	全表示	全表示	全部显示	全部显示	全部显示	PASS	全部显示	PASS	—
magica/template/test/Backdoor.html	30	pass_only	一切都可用	一切都可用	获得全部内容	获得全部内容	获得全部内容	PASS	获得全部内容	PASS	—
magica/template/test/Backdoor.html	32	pass_only	您可以获得除 记忆结晶 以外的任何内容	您可以获得除 记忆结晶 以外的任何内容	获得记忆结晶以外的全部内容	获得记忆结晶以外的全部内容	获得记忆结晶以外的全部内容	PASS	获得记忆结晶以外的全部内容	PASS	—
magica/template/test/Backdoor.html	34	pass_only	强化道具 全套	强化道具 全套	全套强化道具	全套强化道具	全套强化道具	PASS	全套强化道具	PASS	—
magica/template/test/Backdoor.html	36	pass_only	获取所有贴纸	获取所有贴纸	获得全部贴纸	获得全部贴纸	获得全部贴纸	PASS	获得全部贴纸	PASS	—
magica/template/test/Backdoor.html	39	pass_only	的设置	的设置	套装	套装	套装	PASS	套装	PASS	—
magica/template/test/Backdoor.html	40	pass_only	*不包括背景和贴纸	*不包括背景和贴纸	※不含背景和贴纸	※不含背景和贴纸	※不含背景和贴纸	PASS	※不含背景和贴纸	PASS	—
magica/template/test/Backdoor.html	43	pass_only	１字削除	１字削除	删除1个字符	删除1个字符	删除1个字符	PASS	删除1个字符	PASS	—
magica/template/test/Backdoor.html	44	pass_only	報酬付与	報酬付与	发放奖励	发放奖励	发放奖励	PASS	发放奖励	PASS	—
magica/template/test/Backdoor.html	45	main_only	例)　FORMATION_SHEET_201、　LIVE2D_1002_02、　DOPPEL_100100	例)　FORMATI开启_SHEET_201、　LIVE2D_1002_02、　DOPPEL_100100	例)　FORMATION_SHEET_201、　LIVE2D_1002_02、　DOPPEL_100100	例)　FORMATION_SHEET_201、　LIVE2D_1002_02、　DOPPEL_100100	例)　FORMATI开启_SHEET_201、　LIVE2D_1002_02、　DOPPEL_100100	FAIL	例)　FORMATION_SHEET_201、　LIVE2D_1002_02、　DOPPEL_100100	PASS	—
magica/template/test/Backdoor.html	46	pass_only	形成	形成	魔法阵型	魔法阵型	魔法阵型	PASS	魔法阵型	PASS	—
magica/template/test/Backdoor.html	55	pass_only	（所持数：	（所持数：	（持有数：	（持有数：	（持有数：	PASS	（持有数：	PASS	—
magica/template/test/Backdoor.html	58	pass_only	個数指定	個数指定	指定数量	指定数量	指定数量	PASS	指定数量	PASS	—
magica/template/test/Backdoor.html	59	pass_only	受取り	受取り	领取	领取	领取	PASS	领取	PASS	—
magica/template/test/Backdoor.html	60	pass_only	受取り	受取り	领取	领取	领取	PASS	领取	PASS	—
magica/template/test/Backdoor.html	65	pass_only	受取り	受取り	领取	领取	领取	PASS	领取	PASS	—
magica/template/test/Backdoor.html	68	pass_only	受取り	受取り	领取	领取	领取	PASS	领取	PASS	—
magica/template/test/Backdoor.html	71	pass_only	1字削除	1字削除	删除1个字符	删除1个字符	删除1个字符	PASS	删除1个字符	PASS	—
magica/template/test/QuestStub.html	0	main_only	Quest Stub	任务 Stub	Quest Stub	任务 Stub	任务 Stub	PASS	任务 Stub	PASS	混合语言可见标签：任务 Stub
magica/template/test/QuestStub.html	3	main_only	QuestResult SKIP	任务Result SKIP	QuestResult SKIP	任务Result SKIP	任务Result SKIP	PASS	任务Result SKIP	PASS	混合语言可见标签：任务Result SKIP
magica/template/test/QuestStub.html	4	pass_only	战斗信息重写	战斗信息重写	改写战斗信息	改写战斗信息	改写战斗信息	PASS	改写战斗信息	PASS	—
magica/template/test/QuestStub.html	5	pass_only	继续次	继续次	续关次数	续关次数	续关次数	PASS	续关次数	PASS	—
magica/template/test/QuestStub.html	6	dual_change	通关TURN 号	通关TURN数	通关回合数	通关回合数	通关回合数	PASS	通关回合数	PASS	—
magica/template/test/QuestStub.html	7	pass_only	通关 时间（秒）	通关 时间（秒）	通关时间（秒）	通关时间（秒）	通关时间（秒）	PASS	通关时间（秒）	PASS	—
magica/template/test/QuestStub.html	8	pass_only	击败数量 敌方	击败数量 敌方	击败敌人数量	击败敌人数量	击败敌人数量	PASS	击败敌人数量	PASS	—
magica/template/test/QuestStub.html	9	pass_only	给出的 伤害 总数	给出的 伤害 总数	造成的总伤害	造成的总伤害	造成的总伤害	PASS	造成的总伤害	PASS	—
magica/template/test/QuestStub.html	10	pass_only	最大伤害数	最大伤害数	最大伤害	最大伤害	最大伤害	PASS	最大伤害	PASS	—
magica/template/test/QuestStub.html	11	pass_only	Magia 使用次数	Magia 使用次数	Magia使用次数	Magia使用次数	Magia使用次数	PASS	Magia使用次数	PASS	—
magica/template/test/QuestStub.html	12	pass_only	Doppel 使用次数	Doppel 使用次数	魔女化身使用次数	魔女化身使用次数	魔女化身使用次数	PASS	魔女化身使用次数	PASS	—
magica/template/test/QuestStub.html	13	pass_only	戦闘不能回数	戦闘不能回数	战斗不能次数	战斗不能次数	战斗不能次数	PASS	战斗不能次数	PASS	—
magica/template/test/QuestStub.html	14	pass_only	链数	链数	连锁次数	连锁次数	连锁次数	PASS	连锁次数	PASS	—
magica/template/test/QuestStub.html	15	pass_only	技能 激活计数	技能 激活计数	技能发动次数	技能发动次数	技能发动次数	PASS	技能发动次数	PASS	—
magica/template/test/QuestStub.html	16	pass_only	连携 激活计数	连携 激活计数	连携发动次数	连携发动次数	连携发动次数	PASS	连携发动次数	PASS	—
magica/template/test/QuestStub.html	17	pass_only	AcceleD 选型号	AcceleD 选型号	Accele行动盘选择数	Accele行动盘选择数	Accele行动盘选择数	PASS	Accele行动盘选择数	PASS	—
magica/template/test/QuestStub.html	18	pass_only	BlastD 选型号	BlastD 选型号	Blast行动盘选择数	Blast行动盘选择数	Blast行动盘选择数	PASS	Blast行动盘选择数	PASS	—
magica/template/test/QuestStub.html	19	pass_only	ChargeD 选型号	ChargeD 选型号	Charge行动盘选择数	Charge行动盘选择数	Charge行动盘选择数	PASS	Charge行动盘选择数	PASS	—
magica/template/test/QuestStub.html	20	dual_change	剩余 HP [%] hpRate	剩余 HP【%】hpRate	剩余HP【%】hpRate	剩余HP【%】hpRate	剩余HP【%】hpRate	PASS	剩余HP【%】hpRate	PASS	—
magica/template/test/QuestStub.html	22	pass_only	最终 MP（平均）	最终 MP（平均）	结束时的MP（平均）	结束时的MP（平均）	结束时的MP（平均）	PASS	结束时的MP（平均）	PASS	—
magica/template/test/QuestStub.html	23	pass_only	停止卡ID	停止卡ID	最后一击卡牌ID	最后一击卡牌ID	最后一击卡牌ID	PASS	最后一击卡牌ID	PASS	—
magica/template/test/QuestStub.html	24	pass_only	剩余 HP hpRemain	剩余 HP hpRemain	剩余HP hpRemain	剩余HP hpRemain	剩余HP hpRemain	PASS	剩余HP hpRemain	PASS	—
magica/template/test/BackdoorLive2d.html	0	pass_only	角色列表显示	角色列表显示	显示角色列表	显示角色列表	显示角色列表	PASS	显示角色列表	PASS	—
magica/template/test/BackdoorLive2d.html	2	pass_only	01:自己紹介	01:自己紹介	01:自我介绍	01:自我介绍	01:自我介绍	PASS	01:自我介绍	PASS	—
magica/template/test/BackdoorLive2d.html	3	dual_change	02：自我介绍（获取抽卡时）	02:自己紹介(扭蛋获得时)	02:自我介绍（扭蛋获取时）	02:自我介绍（扭蛋获得时）	02:自我介绍（扭蛋获得时）	PASS	02:自我介绍（扭蛋获得时）	PASS	—
magica/template/test/BackdoorLive2d.html	5	pass_only	03:魔法少女剧情第一集通关	03:魔法少女剧情第一集通关	03:魔法少女剧情第1话通关	03:魔法少女剧情第1话通关	03:魔法少女剧情第1话通关	PASS	03:魔法少女剧情第1话通关	PASS	—
magica/template/test/BackdoorLive2d.html	6	pass_only	04:魔法少女剧情E第2集通关	04:魔法少女剧情E第2集通关	04:魔法少女剧情第2话通关	04:魔法少女剧情第2话通关	04:魔法少女剧情第2话通关	PASS	04:魔法少女剧情第2话通关	PASS	—
magica/template/test/BackdoorLive2d.html	7	pass_only	05:魔法少女剧情E第3集通关	05:魔法少女剧情E第3集通关	05:魔法少女剧情第3话通关	05:魔法少女剧情第3话通关	05:魔法少女剧情第3话通关	PASS	05:魔法少女剧情第3话通关	PASS	—
magica/template/test/BackdoorLive2d.html	8	pass_only	育成	育成	养成	养成	养成	PASS	养成	PASS	—
magica/template/test/BackdoorLive2d.html	9	pass_only	13:強化完了	13:強化完了	13:强化完成	13:强化完成	13:强化完成	PASS	13:强化完成	PASS	—
magica/template/test/BackdoorLive2d.html	10	pass_only	14:強化(Lv最大時)	14:強化(Lv最大時)	14:强化（等级已满时）	14:强化（等级已满时）	14:强化（等级已满时）	PASS	14:强化（等级已满时）	PASS	—
magica/template/test/BackdoorLive2d.html	11	same_change	15:章节Lv 上升	15:剧情等级提升	15:剧情等级提升	15:剧情等级提升	15:剧情等级提升	PASS	15:剧情等级提升	PASS	—
magica/template/test/BackdoorLive2d.html	15	same_change	19:MagiaLv 上升	19:Magia等级提升	19:Magia等级提升	19:Magia等级提升	19:Magia等级提升	PASS	19:Magia等级提升	PASS	—
magica/template/test/BackdoorLive2d.html	16	pass_only	20:魔法少女覚醒①	20:魔法少女覚醒①	20:魔法少女觉醒①	20:魔法少女觉醒①	20:魔法少女觉醒①	PASS	20:魔法少女觉醒①	PASS	—
magica/template/test/BackdoorLive2d.html	17	pass_only	21:魔法少女覚醒②	21:魔法少女覚醒②	21:魔法少女觉醒②	21:魔法少女觉醒②	21:魔法少女觉醒②	PASS	21:魔法少女觉醒②	PASS	—
magica/template/test/BackdoorLive2d.html	18	pass_only	22:魔法少女覚醒③	22:魔法少女覚醒③	22:魔法少女觉醒③	22:魔法少女觉醒③	22:魔法少女觉醒③	PASS	22:魔法少女觉醒③	PASS	—
magica/template/test/BackdoorLive2d.html	19	pass_only	23:魔法少女覚醒④	23:魔法少女覚醒④	23:魔法少女觉醒④	23:魔法少女觉醒④	23:魔法少女觉醒④	PASS	23:魔法少女觉醒④	PASS	—
magica/template/test/BackdoorLive2d.html	21	pass_only	24：登录①（第一次登录）	24：登录①（第一次登录）	24:登录①（首次登录时）	24:登录①（首次登录时）	24:登录①（首次登录时）	PASS	24:登录①（首次登录时）	PASS	—
magica/template/test/BackdoorLive2d.html	22	pass_only	25:登录②（上午）	25:登录②（上午）	25:登录②（早晨）	25:登录②（早晨）	25:登录②（早晨）	PASS	25:登录②（早晨）	PASS	—
magica/template/test/BackdoorLive2d.html	23	pass_only	26：登录③（午餐）	26：登录③（午餐）	26:登录③（白天）	26:登录③（白天）	26:登录③（白天）	PASS	26:登录③（白天）	PASS	—
magica/template/test/BackdoorLive2d.html	24	pass_only	27：登录④（夜间）	27：登录④（夜间）	27:登录④（夜晚）	27:登录④（夜晚）	27:登录④（夜晚）	PASS	27:登录④（夜晚）	PASS	—
magica/template/test/BackdoorLive2d.html	25	pass_only	28：登录⑤（深夜）	28：登录⑤（深夜）	28:登录⑤（深夜）	28:登录⑤（深夜）	28:登录⑤（深夜）	PASS	28:登录⑤（深夜）	PASS	—
magica/template/test/BackdoorLive2d.html	26	pass_only	29：登录⑥（其他）	29：登录⑥（其他）	29:登录⑥（其他）	29:登录⑥（其他）	29:登录⑥（其他）	PASS	29:登录⑥（其他）	PASS	—
magica/template/test/BackdoorLive2d.html	27	dual_change	30：登录⑦（AP最大时）	30：登录⑦（AP最大時)	30:登录⑦（AP满时）	30:登录⑦（AP满时）	30:登录⑦（AP满时）	PASS	30:登录⑦（AP满时）	PASS	—
magica/template/test/BackdoorLive2d.html	28	dual_change	31：登录⑧（最大BP时）	31：登录⑧（最大BP最大時)	31:登录⑧（BP满时）	31:登录⑧（BP满时）	31:登录⑧（BP满时）	PASS	31:登录⑧（BP满时）	PASS	—
magica/template/test/BackdoorLive2d.html	29	pass_only	32:登录⑨(GVG)	32:登录⑨(GVG)	32:登录⑨（GvG）	32:登录⑨（GvG）	32:登录⑨（GvG）	PASS	32:登录⑨（GvG）	PASS	—
magica/template/test/BackdoorLive2d.html	30	pass_only	33：魔法少女 水龙头①	33：魔法少女 水龙头①	33:点击魔法少女①	33:点击魔法少女①	33:点击魔法少女①	PASS	33:点击魔法少女①	PASS	—
magica/template/test/BackdoorLive2d.html	31	pass_only	34：魔法少女 抽头 ②	34：魔法少女 抽头 ②	34:点击魔法少女②	34:点击魔法少女②	34:点击魔法少女②	PASS	34:点击魔法少女②	PASS	—
magica/template/test/BackdoorLive2d.html	32	pass_only	35：魔法少女 轻击③	35：魔法少女 轻击③	35:点击魔法少女③	35:点击魔法少女③	35:点击魔法少女③	PASS	35:点击魔法少女③	PASS	—
magica/template/test/BackdoorLive2d.html	33	pass_only	36：魔法少女 轻击 ④	36：魔法少女 轻击 ④	36:点击魔法少女④	36:点击魔法少女④	36:点击魔法少女④	PASS	36:点击魔法少女④	PASS	—
magica/template/test/BackdoorLive2d.html	34	pass_only	37：魔法少女 轻击 ⑤	37：魔法少女 轻击 ⑤	37:点击魔法少女⑤	37:点击魔法少女⑤	37:点击魔法少女⑤	PASS	37:点击魔法少女⑤	PASS	—
magica/template/test/BackdoorLive2d.html	35	pass_only	38：魔法少女 轻击 ⑥	38：魔法少女 轻击 ⑥	38:点击魔法少女⑥	38:点击魔法少女⑥	38:点击魔法少女⑥	PASS	38:点击魔法少女⑥	PASS	—
magica/template/test/BackdoorLive2d.html	36	pass_only	39:魔法少女 轻击 ⑦	39:魔法少女 轻击 ⑦	39:点击魔法少女⑦	39:点击魔法少女⑦	39:点击魔法少女⑦	PASS	39:点击魔法少女⑦	PASS	—
magica/template/test/BackdoorLive2d.html	37	pass_only	40：魔法少女 轻击 ⑧	40：魔法少女 轻击 ⑧	40:点击魔法少女⑧	40:点击魔法少女⑧	40:点击魔法少女⑧	PASS	40:点击魔法少女⑧	PASS	—
magica/template/test/BackdoorLive2d.html	38	pass_only	41：魔法少女 丝锥 ⑨	41：魔法少女 丝锥 ⑨	41:点击魔法少女⑨	41:点击魔法少女⑨	41:点击魔法少女⑨	PASS	41:点击魔法少女⑨	PASS	—
magica/template/test/BackdoorLive2d.html	40	pass_only	42:任务 启动	42:任务 启动	42:关卡开始	42:关卡开始	42:关卡开始	PASS	42:关卡开始	PASS	—
magica/template/test/BackdoorLive2d.html	41	pass_only	43：任务胜利①	43：任务胜利①	43:关卡胜利①	43:关卡胜利①	43:关卡胜利①	PASS	43:关卡胜利①	PASS	—
magica/template/test/BackdoorLive2d.html	42	pass_only	44：任务 胜利②	44：任务 胜利②	44:关卡胜利②	44:关卡胜利②	44:关卡胜利②	PASS	44:关卡胜利②	PASS	—
magica/template/test/BackdoorLive2d.html	43	pass_only	45：任务 胜利 ③	45：任务 胜利 ③	45:关卡胜利③	45:关卡胜利③	45:关卡胜利③	PASS	45:关卡胜利③	PASS	—
magica/template/test/BackdoorLive2d.html	44	pass_only	46：任务 胜利 ④	46：任务 胜利 ④	46:关卡胜利④	46:关卡胜利④	46:关卡胜利④	PASS	46:关卡胜利④	PASS	—
magica/template/test/BackdoorLive2d.html	46	pass_only	63：Magia激活①	63：Magia激活①	63:发动Magia①	63:发动Magia①	63:发动Magia①	PASS	63:发动Magia①	PASS	—
magica/template/test/BackdoorLive2d.html	47	pass_only	64：Magia激活②	64：Magia激活②	64:发动Magia②	64:发动Magia②	64:发动Magia②	PASS	64:发动Magia②	PASS	—
magica/template/test/BackdoorLive2d.html	48	pass_only	65：Magia激活③	65：Magia激活③	65:发动Magia③	65:发动Magia③	65:发动Magia③	PASS	65:发动Magia③	PASS	—
magica/template/test/BackdoorLive2d.html	49	pass_only	66:Magia 激活 ④	66:Magia 激活 ④	66:发动Magia④	66:发动Magia④	66:发动Magia④	PASS	66:发动Magia④	PASS	—
magica/template/test/backdoorList.html	1	pass_only	道具・礼品卡赋予	道具・礼品卡赋予	发放道具、礼物及卡牌	发放道具、礼物及卡牌	发放道具、礼物及卡牌	PASS	发放道具、礼物及卡牌	PASS	—
magica/template/test/backdoorList.html	2	pass_only	相撲TOP	相撲TOP	相扑首页	相扑首页	相扑首页	PASS	相扑首页	PASS	—
magica/template/test/backdoorList.html	4	pass_only	魔女记忆结晶 兑换页面	魔女记忆结晶 兑换页面	魔女记忆结晶兑换页面	魔女记忆结晶兑换页面	魔女记忆结晶兑换页面	PASS	魔女记忆结晶兑换页面	PASS	—
magica/template/test/backdoorList.html	5	pass_only	盒子 抽卡	盒子 抽卡	箱子扭蛋	箱子扭蛋	箱子扭蛋	PASS	箱子扭蛋	PASS	—
magica/template/test/backdoorList.html	6	pass_only	沃尔普尔 全体 突袭	沃尔普尔 全体 突袭	魔女之夜全体突袭	魔女之夜全体突袭	魔女之夜全体突袭	PASS	魔女之夜全体突袭	PASS	—
magica/template/test/backdoorList.html	7	pass_only	PH全体 突袭	PH全体 突袭	PH全体突袭	PH全体突袭	PH全体突袭	PASS	PH全体突袭	PASS	—
magica/template/test/backdoorList.html	8	same_change	章节Lv 上升	剧情等级提升	剧情等级提升	剧情等级提升	剧情等级提升	PASS	剧情等级提升	PASS	—
magica/template/test/backdoorList.html	10	pass_only	Live2d测试	Live2d测试	Live2D测试	Live2D测试	Live2D测试	PASS	Live2D测试	PASS	—
magica/template/test/backdoorList.html	15	pass_only	版本升级页面	版本升级页面	版本更新页面	版本更新页面	版本更新页面	PASS	版本更新页面	PASS	—
magica/template/test/backdoorList.html	16	dual_change	1 份散装 通关	一键通关第一部	第一部一键通关	一键通关第一部	一键通关第一部	PASS	一键通关第一部	PASS	—
magica/template/test/backdoorList.html	17	dual_change	第 2 部分 第 11 章 通关	２部11 章 通关	一键通关第二部第11章	一键通关第二部第11章	一键通关第二部第11章	PASS	一键通关第二部第11章	PASS	—
magica/template/test/backdoorList.html	18	pass_only	任务调试	任务调试	关卡调试	关卡调试	关卡调试	PASS	关卡调试	PASS	—
magica/template/test/backdoorList.html	19	pass_only	通用风格	通用风格	通用样式	通用样式	通用样式	PASS	通用样式	PASS	—
magica/template/test/backdoorList.html	20	pass_only	本地存储通关	本地存储通关	清除localStorage	清除localStorage	清除localStorage	PASS	清除localStorage	PASS	—
magica/template/test/backdoorList.html	22	pass_only	不断突破回复复位	不断突破回复复位	重置常驻踏破回复功能	重置常驻踏破回复功能	重置常驻踏破回复功能	PASS	重置常驻踏破回复功能	PASS	—
magica/template/test/backdoorList.html	25	pass_only	全新 商店 模拟	全新 商店 模拟	新版商店模拟页面	新版商店模拟页面	新版商店模拟页面	PASS	新版商店模拟页面	PASS	—
magica/template/test/backdoorList.html	26	pass_only	称号変更POP	称号変更POP	称号变更弹窗	称号变更弹窗	称号变更弹窗	PASS	称号变更弹窗	PASS	—
magica/template/test/backdoorList.html	27	pass_only	无理 战斗 启动	无理 战斗 启动	开始理违战	开始理违战	开始理违战	PASS	开始理违战	PASS	—
magica/template/test/backdoorList.html	28	dual_change	无理 战斗 再试一次	重新挑战理违战	重试理违战	重新挑战理违战	重新挑战理违战	PASS	重新挑战理违战	PASS	—
magica/template/test/backdoorList.html	29	pass_only	MS購入状況確認	MS購入状況確認	确认魔法石购买状态	确认魔法石购买状态	确认魔法石购买状态	PASS	确认魔法石购买状态	PASS	—
magica/template/test/backdoorList.html	31	pass_only	财富CP	财富CP	御神签活动	御神签活动	御神签活动	PASS	御神签活动	PASS	—
magica/template/test/backdoorList.html	33	pass_only	序言确认（来自ADV①）	序言确认（来自ADV①）	序章确认（从ADV①开始）	序章确认（从ADV①开始）	序章确认（从ADV①开始）	PASS	序章确认（从ADV①开始）	PASS	—
magica/template/test/backdoorList.html	34	pass_only	序言确认（来自任务①）	序言确认（来自任务①）	序章确认（从关卡①开始）	序章确认（从关卡①开始）	序章确认（从关卡①开始）	PASS	序章确认（从关卡①开始）	PASS	—
magica/template/test/backdoorList.html	35	pass_only	序言确认（来自ADV②）	序言确认（来自ADV②）	序章确认（从ADV②开始）	序章确认（从ADV②开始）	序章确认（从ADV②开始）	PASS	序章确认（从ADV②开始）	PASS	—
magica/template/test/backdoorList.html	36	pass_only	序言确认（来自任务②）	序言确认（来自任务②）	序章确认（从关卡②开始）	序章确认（从关卡②开始）	序章确认（从关卡②开始）	PASS	序章确认（从关卡②开始）	PASS	—
magica/template/test/backdoorList.html	37	pass_only	序言确认（来自ADV③）	序言确认（来自ADV③）	序章确认（从ADV③开始）	序章确认（从ADV③开始）	序章确认（从ADV③开始）	PASS	序章确认（从ADV③开始）	PASS	—
magica/template/test/backdoorList.html	38	pass_only	序言确认（来自任务③）	序言确认（来自任务③）	序章确认（从关卡③开始）	序章确认（从关卡③开始）	序章确认（从关卡③开始）	PASS	序章确认（从关卡③开始）	PASS	—
