item_id	maintenance_layer_type	maintenance_table	source_key	source_line	source_text	current_cn	path_prefix	declared_product_paths	product_target_paths	match_count	match_status	context_snippets	application_allowed
LOW-MT-00672	全局原文映射	i18n/frontend-strings.tsv	38f204a57aa8fc4d2b2ef779	1043	1日1回無料10連ノーマルガチャを行います。\x3cbr\x3eよろしいですか？\x3cdiv id\x3d'saleSettingBtn' class\x3d'sb_gold_02 TE se_decide'\x3e自動設定\x3c/div\x3e	进行每日1次免费10连普通扭蛋。\x3cbr\x3e确定吗?\x3cdiv id\x3d'saleSettingBtn' class\x3d'sb_gold_02 TE se_decide'\x3e自动设置\x3c/div\x3e		js/view/gacha/GachaBtnView.js	js/view/gacha/GachaBtnView.js	1	exact-current-runtime-literal	"js/view/gacha/GachaBtnView.js:10:225 et(""freeGachaAt""):"""";if(""""===e||e.substr(0,10)!==c.currentTime.substr(0,10))return a&&(a=""⟦进行每日1次免费10连普通扭蛋。\x3cbr\x3e确定吗?\x3cdiv id\x3d'saleSettingBtn' class\x3d'sb_gold_02 TE se_decide'\x3e自动设置\x3c/div\x3e⟧"",this.model.attributes.userGachaKind&&(a=this.model.attributes.userGachaKind,a=""进行每日1次免费1"	true
LOW-MT-00683	全局原文映射	i18n/frontend-strings.tsv	3aa00888efee64f63d6a3838	1300	解放されていく枠内のクエストを全てクリアすることで特別な報酬が入手できます。	通关逐步解放的方框内全部关卡,即可获得特别报酬。		template/event/dailytower/EventDailyTowerTop.html	template/event/dailytower/EventDailyTowerTop.html	1	exact-current-runtime-literal	"template/event/dailytower/EventDailyTowerTop.html:153:19 <p id=""popupInfoDetailTitle"" class=""popupTitle common_title"">关卡开放日程</p>↵		<p class='text'>⟦通关逐步解放的方框内全部关卡,即可获得特别报酬。⟧</p>↵		<img src='/magica/resource/image_web/event/dailytower/common/<%=""<%= model.data.hea"	true
LOW-MT-00684	全局原文映射	i18n/frontend-strings.tsv	3af193365e7f8aa651478677	1093	よろしいですか？\x3c/p\x3e	确定吗?\x3c/p\x3e		js/memoria/MemoriaSetEquip.js	js/memoria/MemoriaSetEquip.js	1	exact-current-runtime-literal	"js/memoria/MemoriaSetEquip.js:11:49 is.model.toJSON().name+""」将覆盖\x3c/br\x3e"",↵new b.PopupClass({title:""记忆结晶套装覆盖确认"",content:a+""⟦确定吗?\x3c/p\x3e⟧"",decideBtnText:""确定"",closeBtnText:""取消"",exClass:""setEquipConf""},null,function(){$(""#popupAr"	true
LOW-MT-00685	全局原文映射	i18n/frontend-strings.tsv	3b258ed4fcc4ceee9fafa08a	784	のメモリアを獲得します。	的记忆结晶。		js/event/EventWitch/parts/ExchangeMemoria.js	js/event/EventWitch/parts/ExchangeMemoria.js	1	exact-current-runtime-literal	"js/event/EventWitch/parts/ExchangeMemoria.js:4:360 new b.PopupClass({popupType:""typeC"",title:""获得记忆结晶"",content:this.viewModel.charaInfo.name+""⟦的记忆结晶。⟧"",closeBtnText:""关闭"",decideBtnText:""获得"",decideBtnEvent:function(){c||(c=!0,f.ajaxPost(b.lin"	true
LOW-MT-00688	全局原文映射	i18n/frontend-strings.tsv	3bb01e48285e8bb66d7afc52	1522	また、登録情報は年齢確認以外に使用しません。	此外,登记的信息不会用于年龄确认以外的用途。		template/purchase/PurchaseTemps.html	template/purchase/PurchaseTemps.html	1	exact-current-runtime-literal	"template/purchase/PurchaseTemps.html:6:2  %>。<% if(platform == ""DMM""){ %><br><% } %>↵	未成年人请先征得监护人同意。<br><br>↵	该登记仅需一次,以后无需重复。<br>↵	⟦此外,登记的信息不会用于年龄确认以外的用途。⟧↵	<span class=""btn b_pink se_decide TE"" se_decide id=""birthCheck""><span class='b_screen'><"	true
LOW-MT-00703	全局原文映射	i18n/frontend-strings.tsv	3eaccb7e31f5ee6e35aec49f	992	入力されたシリアルコードは有効期間外です。	输入的兑换码已过有效期。		js/view/config/ConfigTopView.js	js/view/config/ConfigTopView.js	1	exact-current-runtime-literal	"js/view/config/ConfigTopView.js:31:91 break;case ""DUPLICATE"":c=""输入的兑换码已领取过特典。\x3cbr\x3e※特典请到礼物盒领取。"";break;case ""OUT_OF_TERM"":c=""⟦输入的兑换码已过有效期。⟧""}new a.PopupClass({title:""错误"",content:c,closeBtnText:""确定"",popupType:""typeC""})}else new a."	true
LOW-MT-00852	全局原文映射	i18n/frontend-strings.tsv	54a1718011043f8ded657903	886	"\
アリーナスタブページへ遷移します。"	"\
即将跳转至镜界占位页。"		js/_common/isBrowser.js		0	maintenance-only-declared-path-absent	声明路径在当前 magica 中不存在；仅保留未来重建所需的维护层决定。	false
LOW-MT-01015	全局原文映射	i18n/frontend-strings.tsv	6c348c63b69ed6c769144884	511	を行います。	进行中。		"template/campaign/box_gacha/CampaignBoxGachaTop.html
template/gacha/GachaTop.html"		0	maintenance-only-current-literal-absent	声明路径存在，但当前运行时已不使用这条现译；仅保留未来重建所需的维护层决定。	false
LOW-MT-01095	全局原文映射	i18n/frontend-strings.tsv	785e28a5f9f665de85559323	1102	鏡の魔女との戦いに編成されていない魔法少女が、\x3cbr\x3e1体以上編成されているチームを選択してください。	请选择编有1个以上\x3cbr\x3e未编入镜之魔女战斗的魔法少女的队伍。		js/formation/DeckFormation.js	js/formation/DeckFormation.js	1	exact-current-runtime-literal	"js/formation/DeckFormation.js:12:31 复制。\x3c/span\x3e',m=""#/RegularEventExterminationFormation"";↵""secondPartLastCopy""===d&&(b=""⟦请选择编有1个以上\x3cbr\x3e未编入镜之魔女战斗的魔法少女的队伍。⟧"",l='复制这个编成。\x3cbr\x3e\x3cbr\x3e\x3cspan class\x3d""c_red""\x3e※已编入镜之魔女战斗的\x3cbr\x3e魔法少女不会被复"	true
LOW-MT-01200	全局原文映射	i18n/frontend-strings.tsv	874d5b487374e61242a79465	887	"\
イベントアリーナスタブページへ遷移します。"	"\
即将跳转至活动镜界占位页。"		js/_common/isBrowser.js		0	maintenance-only-declared-path-absent	声明路径在当前 magica 中不存在；仅保留未来重建所需的维护层决定。	false
LOW-MT-01248	全局原文映射	i18n/frontend-strings.tsv	8fd26703f47ca3701b76e131	480	\x3c/span\x3eに移動します。\x3cbr\x3eよろしいですか？	\x3c/span\x3e。\x3cbr\x3e确定吗?		js/view/memoria/PieceArchiveView.js		0	maintenance-only-current-literal-absent	声明路径存在，但当前运行时已不使用这条现译；仅保留未来重建所需的维护层决定。	false
LOW-MT-01294	全局原文映射	i18n/frontend-strings.tsv	9828bc5b7c0b39c19ca5f319	490	人以上の魔法少女が\x3cbr\x3e編成に含まれている必要があります。	人以上的魔法少女\x3cbr\x3e编在队伍中。		"js/formation/DeckFormation.js
js/formation/DeckFormationUtil.js"	"js/formation/DeckFormation.js
js/formation/DeckFormationUtil.js"	2	exact-current-runtime-literal	"js/formation/DeckFormation.js:15:375 >l.userCardIds.length){q.startSe(1002);new a.PopupClass({title:""编成错误"",content:""开始战斗需要""+b+""⟦人以上的魔法少女\x3cbr\x3e编在队伍中。⟧"",closeBtnText:""确定""});a.androidKeyStop=!1;return}if(l.userCardIds.length>g){q.startSe(1002
js/formation/DeckFormationUtil.js:61:286 tle:""编成错误"",content:""开始战斗需要""+a.EventArenaRankMatchPrm.deckMinNumList.arenaRankMatchAttack+""⟦人以上的魔法少女\x3cbr\x3e编在队伍中。⟧"",closeBtnText:""确定""}),a.androidKeyStop=!1}else location.href=""#/ArenaTop""};t.prototype.sta"	true
LOW-MT-01378	全局原文映射	i18n/frontend-strings.tsv	a3c809492eb4ae5f8fa03af9	1041	)\x3c/span\x3eを選択しています。\x3cbr\x3e	)\x3c/span\x3e。\x3cbr\x3e		js/view/gacha/GachaBtnView.js	js/view/gacha/GachaBtnView.js	1	exact-current-runtime-literal	"js/view/gacha/GachaBtnView.js:8:2 ableCharaData[c.id],d=c.title?""当前\x3cspan class\x3d'c_pink'\x3e""+c.cardName+""(""+c.title+↵""⟦)\x3c/span\x3e。\x3cbr\x3e⟧""+d:""当前\x3cspan class\x3d'c_pink'\x3e""+c.cardName+""\x3c/span\x3e。\x3cbr\x3e""+d);new b.Popu"	true
LOW-MT-01426	全局原文映射	i18n/frontend-strings.tsv	ac12782df2b63aa86553e736	767	個</span>不足しているため<br>クールタイムを解除できません。	个</span>,<br>无法解除冷却时间。		js/event/EventArenaRankMatch/parts/CoolTime.js	js/event/EventArenaRankMatch/parts/CoolTime.js	1	exact-current-runtime-literal	"js/event/EventArenaRankMatch/parts/CoolTime.js:43:130 anNotUse"", f = ""确定"", g = null, e = '魔法石<span class=""c_pink"">' + Math.abs(b.totalMoney) + ""⟦个</span>,<br>无法解除冷却时间。⟧"");↵      a.popup = new c.PopupClass(↵      {↵        title: ""解除冷却"",↵        content: h.te"	true
LOW-MT-01446	全局原文映射	i18n/frontend-strings.tsv	aeb10e2669040ba4ee914a10	1103	人未満の魔法少女の\x3cbr\x3e編成である必要があります。	人以下的魔法少女\x3cbr\x3e编成。		js/formation/DeckFormation.js	js/formation/DeckFormation.js	1	exact-current-runtime-literal	"js/formation/DeckFormation.js:16:52 userCardIds.length>g){q.startSe(1002);↵new a.PopupClass({title:""编成错误"",content:""开始战斗需要""+g+""⟦人以下的魔法少女\x3cbr\x3e编成。⟧"",closeBtnText:""确定""});a.androidKeyStop=!1;return}if(!R.isOpenEvent({pageJson:p,pageAccessL"	true
LOW-MT-01496	全局原文映射	i18n/frontend-strings.tsv	b7936ca12f2dfd4c596bf49b	1549	アップ！	!		template/chara/CharaComposeAttribute/popupItemConfirm.html	template/chara/CharaComposeAttribute/popupItemConfirm.html	1	exact-current-runtime-literal	"template/chara/CharaComposeAttribute/popupItemConfirm.html:2:77 class=""text"">↵  <%= model.attribute %>属性全体的<%= model.composeType %>提高<%= model.quantity %>⟦!⟧<br>↵  <span class=""<%= model.textClass %>""><%= model.composeText %></span>↵</p>↵<div id="""	true
LOW-MT-01519	全局原文映射	i18n/frontend-strings.tsv	b9b6bbf3638051a07019bcd4	830	】<br>している必要があります。	】<br>。		js/event/storyraid/EventStoryRaidTop.js	js/event/storyraid/EventStoryRaidTop.js	1	exact-current-runtime-literal	"js/event/storyraid/EventStoryRaidTop.js:846:99 content: ""活动『"" + h.name + ""』<br>"" + a + ""为止。<br><br>参加活动需要<br>【"" + k.conditionDescript + ""⟦】<br>。⟧"",↵        exClass: ""eventCondPopup"",↵        decideBtnText: ""前往主线剧情"",↵        decideBtnLi"	true
LOW-MT-01538	全局原文映射	i18n/frontend-strings.tsv	bc5124298f233c2232bd1ad4	829	まで開催します。<br><br>イベントに参加するためには<br>【	为止。<br><br>参加活动需要<br>【		js/event/storyraid/EventStoryRaidTop.js	js/event/storyraid/EventStoryRaidTop.js	1	exact-current-runtime-literal	"js/event/storyraid/EventStoryRaidTop.js:846:50 pClass(↵      {↵        title: ""活动参加条件"",↵        content: ""活动『"" + h.name + ""』<br>"" + a + ""⟦为止。<br><br>参加活动需要<br>【⟧"" + k.conditionDescript + ""】<br>。"",↵        exClass: ""eventCondPopup"",↵        decideBtnTe"	true
LOW-MT-01584	全局原文映射	i18n/frontend-strings.tsv	c4747aa218a1d90135846d00	436	ガチャ提供一覧	抽卡概率一览		"js/gacha/GachaProbability.js
template/gacha/GachaTop.html"	js/gacha/GachaProbability.js	1	maintenance-only-count-or-path-drift	"js/gacha/GachaProbability.js:2:115 0%"";this.el.style.width=""100%"";return this},createDom:function(){new a.PopupClass({title:""⟦抽卡概率一览⟧"",content:"""",exClass:""gachaProbabilityPop"",popupType:""typeB""},null,null,this.removeHandler"	false
LOW-MT-01591	全局原文映射	i18n/frontend-strings.tsv	c5ca08622db5c34f61bacc67	545	クリア済のステージでは	已通关的关卡点		"template/event/arenaMission/EventArenaMissionResult.html
template/event/arenaMission/EventArenaMissionTop.html"	"template/event/arenaMission/EventArenaMissionResult.html
template/event/arenaMission/EventArenaMissionTop.html"	2	exact-current-runtime-literal	"template/event/arenaMission/EventArenaMissionResult.html:101:58 j.firstViewPoint %></span>Pt</p>↵        </div> <% } else { %> <div class=""maxRank c_red"">⟦已通关的关卡点⟧<%= model.eventModel.viewParameterMap.EVENT_POINT_NAME%>无法获得</div>↵        <div id=""arenaP
template/event/arenaMission/EventArenaMissionTop.html:18:31 t colorC'><%= eventPt %><span class='colorC'> Pt</span></p>↵    <p class='caution colorB'>⟦已通关的关卡点⟧<%= ptName %>无法获得</p>↵    <p class=""sb_gold_01 missionBtn se_tabs TE""><span class=""b_scree"	true
LOW-MT-01672	全局原文映射	i18n/frontend-strings.tsv	d44dc0d78733412e661d8ad0	1042	\x3c/span\x3eを選択しています。\x3cbr\x3e	\x3c/span\x3e。\x3cbr\x3e		js/view/gacha/GachaBtnView.js	js/view/gacha/GachaBtnView.js	1	exact-current-runtime-literal	"js/view/gacha/GachaBtnView.js:8:78 ""(""+c.title+↵"")\x3c/span\x3e。\x3cbr\x3e""+d:""当前\x3cspan class\x3d'c_pink'\x3e""+c.cardName+""⟦\x3c/span\x3e。\x3cbr\x3e⟧""+d);new b.PopupClass({title:a.name,content:d,popupType:e,decideBtnText:""进行抽卡"",decideBtnEv"	true
LOW-MT-01685	全局原文映射	i18n/frontend-strings.tsv	d5d45daac7c5b5b4dc1f5334	68	保管庫	仓库		"js/view/memoria/PieceArchiveView.js
js/view/memoria/UserMemoriaListView.js
template/memoria/PieceArchive.html"	"js/view/memoria/UserMemoriaListView.js
template/memoria/PieceArchive.html"	3	maintenance-only-count-or-path-drift	"js/view/memoria/UserMemoriaListView.js:35:291 nction(b){b.preventDefault();a.isScrolled()||(a.doc.getElementById(""commentInput"").value=""⟦仓库⟧""+c.setNum,a.doc.getElementById(""textCount"").textContent=String(""仓库""+c.setNum).length)})})
js/view/memoria/UserMemoriaListView.js:35:358 ""commentInput"").value=""仓库""+c.setNum,a.doc.getElementById(""textCount"").textContent=String(""⟦仓库⟧""+c.setNum).length)})})}}}),w=h.View.extend({id:""memoriaSaleGlowWrap"",initialize:function(
template/memoria/PieceArchive.html:35:49 Wrap"" class=""countInfoWrap commonFrame3"">↵			<div id=""safeTitle"" class=""title pointFrame"">⟦仓库⟧</div>↵			<div id=""countWrap"" class=""countWrap c_purple""><span id=""nowCount"" class=""c_purp"	false
LOW-MT-01699	全局原文映射	i18n/frontend-strings.tsv	d79444e116b06edb10e37555	273	ランキング報酬	排名奖励		"template/arena/ArenaReward.html
template/regularEvent/groupBattle/RegularEventGroupCommon.html"	"template/arena/ArenaReward.html
template/regularEvent/groupBattle/RegularEventGroupCommon.html"	3	exact-current-runtime-literal	"template/arena/ArenaReward.html:6:87 li>↵			<!-- <li class=""ranking se_decide"" data-screen=""ranking"" data-name=""ランキング報酬""><span>⟦排名奖励⟧</span></li> -->↵		</ul>↵		<div id=""arenaRewardWrap"">↵			<div class=""scrollInner"">↵				<di
template/regularEvent/groupBattle/RegularEventGroupCommon.html:138:74 >伤害报酬</span>/li>↵			<li class=""rewardTab TE se_tabs"" data-type=""groupRanking""><span>小组<br>⟦排名奖励⟧</span></li>↵			<li class=""rewardTab TE se_tabs"" data-type=""group""><span>所属小组<br>奖励</span>
template/regularEvent/groupBattle/RegularEventGroupCommon.html:140:76 奖励</span></li>↵			<li class=""rewardTab TE se_tabs"" data-type=""memberRanking""><span>小组内<br>⟦排名奖励⟧</span></li>↵		</ul>↵	</div>↵↵	<ul id=""groupTabWrap"" class=""common_tab_s t_gold"">↵		<li cl"	true
LOW-MT-01779	全局原文映射	i18n/frontend-strings.tsv	e3ab0f8fb883497daf30928a	1358	通過ポイント数	通过点位数		template/event/dungeon/EventDungeonTop.html	template/event/dungeon/EventDungeonTop.html	1	exact-current-runtime-literal	"template/event/dungeon/EventDungeonTop.html:136:4 _b"">已通过全部点位</span>↵	<%=""<% } else { %\>""%>↵		<span class=""pointNum pointFrame type_b"">↵			⟦通过点位数⟧ <%=""<%= model.clearPointNum %\>""%>/<%=""<%= model.totalPointNum %\>""%>↵		</span>↵	<%=""<% }"	true
LOW-MT-01780	全局原文映射	i18n/frontend-strings.tsv	e3b02d4dbbf333311200e673	434	マギアパスポート30	Magia 通行证 30		"js/_common/nativeCommand.js
js/_common/nativeCommand2.js"	"js/_common/nativeCommand.js
js/_common/nativeCommand2.js"	2	exact-current-runtime-literal	"js/_common/nativeCommand.js:19:50 魔法少女@会显示该魔法少女的信息""},{type:0,title:""支援编成"",↵text:""可以在支援编成中设置@供其他玩家用作支援的魔法少女""},{type:0,title:""⟦Magia 通行证 30⟧"",text:""购买 Magia 通行证 30 后的 30 天内@每日登录可获得 5 个魔法石""},{type:0,title:""命运水晶的获得方法"",text:""初始稀有度★4且
js/_common/nativeCommand2.js:448:15 ""支援编成"",↵      text: ""可以在支援编成中设置@供其他玩家用作支援的魔法少女""↵    },↵    {↵      type: 0,↵      title: ""⟦Magia 通行证 30⟧"",↵      text: ""购买 Magia 通行证 30 后的 30 天内@每日登录可获得 5 个魔法石""↵    }];↵  b.clearWebCache = funct"	true
LOW-MT-01782	全局原文映射	i18n/frontend-strings.tsv	e40329b0d63a9892e3cd78cd	368	タイムオーバー	超时		"js/event/EventArenaRankMatch/parts/DeckEditCountDown.js
js/event/EventArenaRankMatch/parts/OpponentList.js"	"js/event/EventArenaRankMatch/parts/DeckEditCountDown.js
js/event/EventArenaRankMatch/parts/OpponentList.js"	2	exact-current-runtime-literal	"js/event/EventArenaRankMatch/parts/DeckEditCountDown.js:2:334 "");a.timer.stop();c.EventArenaRankMatchPrm.isDeckEditTimeOver=!1;new c.PopupClass({title:""⟦超时⟧"",content:""编成超时。\x3cbr\x3e返回选择对战对手的界面。"",closeBtnText:""确定"",canClose:!1,popupType:""typeC""},n
js/event/EventArenaRankMatch/parts/OpponentList.js:67:17 ,↵    openTimeOverPopup: function()↵    {↵      new c.PopupClass(↵      {↵        title: ""⟦超时⟧"",↵        content: ""匹配超时。<br>即将更换对战对手。"",↵        closeBtnText: ""确定"",↵        canClose: !1"	true
LOW-MT-01784	全局原文映射	i18n/frontend-strings.tsv	e4ecfbe37c0af4e6a6367356	1204	挑戦可能	可以挑战		template/campaign/quiz/CampaignQuizTop.html	template/campaign/quiz/CampaignQuizTop.html	1	exact-current-runtime-literal	"template/campaign/quiz/CampaignQuizTop.html:87:103  class=""closedText""><%= spl[1] %>/<%= spl[2].substr(0,2) %> <%= spl[2].substr(3,5) %>起<br>⟦可以挑战⟧</div>↵        <div class=""start"">挑战</div>↵      </div> <%↵					}↵				%> <% }) %> </div>↵ "	true
LOW-MT-01785	全局原文映射	i18n/frontend-strings.tsv	e5532a41621b3b0b8b743ce6	807	１ユーザー名７８	1用户名78		js/event/storyraid/EventStoryRaidTop.js	js/event/storyraid/EventStoryRaidTop.js	1	exact-current-runtime-literal	"js/event/storyraid/EventStoryRaidTop.js:142:20 ６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０"",↵      userBalloonList: [↵      {↵        userName: ""⟦1用户名78⟧"",↵        cardId: 10011,↵        comment: ""测试文字６７８９０＠测试文字６７８９０"",↵        attack: 100↵    "	true
LOW-MT-01788	全局原文映射	i18n/frontend-strings.tsv	e5d97a0791572398be60648d	1649	所属勢力：	所属势力:		template/regularEvent/groupBattle/RegularEventGroupBattleUnionLog.html	template/regularEvent/groupBattle/RegularEventGroupBattleUnionLog.html	1	exact-current-runtime-literal	"template/regularEvent/groupBattle/RegularEventGroupBattleUnionLog.html:15:25 ↵    </div>↵  </div>↵  <!-- グループ情報 -->↵  <div id=""userGroupWrap"">↵    <div id=""userUnion"">⟦所属势力:⟧<%= userUnion.name %></div>↵    <div id=""userName""><%= gameUser.name %></div>↵    <div id="	true
LOW-MT-01789	全局原文映射	i18n/frontend-strings.tsv	e5da54c073f19ef6988a427b	987	魔法少女　総合戦力について	魔法少女 关于综合战力		js/view/user/MyProfilePopup.js	js/view/user/MyProfilePopup.js	1	exact-current-runtime-literal	"js/view/user/MyProfilePopup.js:11:318 0,14_05"",""关于镜界"",g)},y=function(c){c.preventDefault();a.isScrolled()||a.setHelpPopup(""17"",""⟦魔法少女 关于综合战力⟧"",g)},w=function(c){c.preventDefault();a.isScrolled()||require([""text!template/user/MyProf"	true
LOW-MT-01791	全局原文映射	i18n/frontend-strings.tsv	e67bfa7e487b78a913d7c59d	137	▼ コメントを選ぶ	▼ 选择留言		"js/event/EventWalpurgis/parts/GroupRaid/Stamp.js
js/quest/puellaHistoria/lastBattle/parts/GroupRaid/Stamp.js
template/event/EventWalpurgis/Stamp.html"	"js/event/EventWalpurgis/parts/GroupRaid/Stamp.js
js/quest/puellaHistoria/lastBattle/parts/GroupRaid/Stamp.js
template/event/EventWalpurgis/Stamp.html
template/quest/puellaHistoria/lastBattle/Stamp.html"	4	exact-current-runtime-literal	"js/event/EventWalpurgis/parts/GroupRaid/Stamp.js:6:200 n(a){a.preventDefault();if(!d.isScrolled()){var c=a.currentTarget.value;0==Number(c)&&(c=""⟦▼ 选择留言⟧"");$(""#dispSelected"").html(c);b.comment=a.currentTarget.value;k({})}},tapSendBtn:function(
js/quest/puellaHistoria/lastBattle/parts/GroupRaid/Stamp.js:164:35 d())↵        {↵          var c = a.currentTarget.value;↵          0 == Number(c) && (c = ""⟦▼ 选择留言⟧"");↵          $(""#dispSelected"").html(c);↵          b.comment = a.currentTarget.value;↵   
template/event/EventWalpurgis/Stamp.html:20:27 div id=""commentSec"">↵			<select class=""commentSelect""></select>↵			<div id=""dispSelected"">⟦▼ 选择留言⟧</div>↵		</div>↵		<div id=""sendBtn"" class=""TE btn b_pink se_decide off"">↵			<span class=""b"	true
LOW-MT-01793	全局原文映射	i18n/frontend-strings.tsv	e6c51b4456b46518b377c315	982	から開始いたします。	开始。		js/view/user/GlobalMenuView.js	js/view/user/GlobalMenuView.js	1	exact-current-runtime-literal	"js/view/user/GlobalMenuView.js:29:49 ):b<h&&b>e?new a.PopupClass({title:""心魔战"",↵content:""正在统计中。\x3cbr\x3e后半战""+a.getTimeText(h)+""⟦开始。⟧"",popupType:""typeA"",popupId:""groupBattlePopup"",closeBtnText:""确定""}):b<d?a.announceOpen(c.re"	true
LOW-MT-01794	全局原文映射	i18n/frontend-strings.tsv	e6db67ba06ddf8079eff727e	1100	"よろしいですか？\x3c/p\x3e\x3cp class\x3d""c_red""\x3e※同じチームの魔法少女が装備しているメモリアが含まれる場合、\x3c/br\x3e自動的にその魔法少女から装備がはずされます。\x3c/p\x3e"	"确定吗?\x3c/p\x3e\x3cp class\x3d""c_red""\x3e※若包含同队魔法少女装备中的记忆结晶,\x3c/br\x3e将自动从该魔法少女身上卸下。\x3c/p\x3e"		js/memoria/MemoriaSetEquip.js	js/memoria/MemoriaSetEquip.js	1	exact-current-runtime-literal	"js/memoria/MemoriaSetEquip.js:14:217 cp\x3e卸下当前装备的记忆结晶,\x3c/br\x3e""+(""记忆结晶套装「""+this.model.toJSON().name+""」将覆盖\x3c/br\x3e""),a+='⟦确定吗?\x3c/p\x3e\x3cp class\x3d""c_red""\x3e※若包含同队魔法少女装备中的记忆结晶,\x3c/br\x3e将自动从该魔法少女身上卸下。\x3c/p\x3e⟧');new b.PopupClass({title:""记忆结晶套装确认"",content:a,decideBtnText:""确定"",closeBtnText:""取消"",exCla"	true
LOW-MT-01796	全局原文映射	i18n/frontend-strings.tsv	e79462ef36d63589313bd9d0	599	体	个		"template/regularEvent/groupBattle/RegularEventGroupBattleRanking.html
template/regularEvent/groupBattle/RegularEventGroupCommon.html"	"template/regularEvent/groupBattle/RegularEventGroupBattleRanking.html
template/regularEvent/groupBattle/RegularEventGroupCommon.html"	2	exact-current-runtime-literal	"template/regularEvent/groupBattle/RegularEventGroupBattleRanking.html:134:120  gbFontWhite"">心魔击退数 <span class=""gbFontGold""><%='<%= model.subjugationCount %\>'%></span> ⟦个⟧</div>↵	<div class=""totalDamageTitle gbFontWhite"">总伤害</div>↵	<div class=""totalDamageValue 
template/regularEvent/groupBattle/RegularEventGroupCommon.html:178:21 div class=""num<%='<%= txt %\>'%>""></div>↵			<%=""<% }) %\>""%>↵		</div>↵		<div class=""unit"">⟦个⟧</div>↵	</div>↵	<%=""<% } else { %\>""%>↵	<div class=""name"">未加入任何小组</div>↵	<%=""<% } %\>""%>↵<"	true
LOW-MT-01797	全局原文映射	i18n/frontend-strings.tsv	e7ba05bf1b88062547dfdefd	23	期間外	不在期间内		"js/campaign/summer_mission/CampaignSummerMissionTopListView.js
js/campaign/summer_mission/CampaignSummerMissionTopView.js
js/view/gacha/GachaTopView2.js"	"js/campaign/summer_mission/CampaignSummerMissionTopListView.js
js/campaign/summer_mission/CampaignSummerMissionTopView.js
js/view/gacha/GachaTopView2.js
js/view/mission/MissionTopListView.js
js/view/mission/MissionTopView.js
js/view/quest/QuestListPartsView.js
js/view/shop/ShopTopView.js
js/view/shop/q.js"	10	exact-current-runtime-literal	"js/campaign/summer_mission/CampaignSummerMissionTopListView.js:123:21          }), c(g) ? location.href = a : new b.PopupClass(↵          {↵            title: ""⟦不在期间内⟧"",↵            content: ""不在期间内,<br>该任务不存在"",↵            closeBtnText: ""返回主页"",↵            
js/campaign/summer_mission/CampaignSummerMissionTopListView.js:132:21          }), c(g) ? location.href = a : new b.PopupClass(↵          {↵            title: ""⟦不在期间内⟧"",↵            content: ""不在期间内,<br>该任务不存在"",↵            closeBtnText: ""返回主页"",↵            
js/campaign/summer_mission/CampaignSummerMissionTopView.js:148:17 penFlag && (c = b.checkId)↵      });↵      c || new b.PopupClass(↵      {↵        title: ""⟦不在期间内⟧"",↵        content: ""不在期间内,<br>该任务不存在"",↵        closeBtnText: ""确定"",↵        popupType: ""ty"	true
LOW-MT-01798	全局原文映射	i18n/frontend-strings.tsv	e7d31a9b9d080d88517c87d1	1200	-/10問	-/10题		template/campaign/quiz/CampaignQuizTop.html	template/campaign/quiz/CampaignQuizTop.html	1	exact-current-runtime-literal	"template/campaign/quiz/CampaignQuizTop.html:55:57 class=""correctCountTtl"">答对数</div>↵        <div class=""correctCountNum""> <% if(!users){ %> ⟦-/10题⟧ <% } else { %> <%= users.maxCorrectNum %>/10题 <% } %> </div>↵        <div class=""timeTtl"""	true
LOW-MT-01799	全局原文映射	i18n/frontend-strings.tsv	e7d46ac06910f8eb19b13808	462	現在、ミラーズランキングの結果集計中です。\x3cbr\x3e集計中はミラーズバトルはプレイできません。	镜界排行榜结果统计中。\x3cbr\x3e统计期间无法进行镜界对战。		js/view/arena/ArenaTopView.js	js/view/arena/ArenaTopView.js	2	exact-current-runtime-literal	"js/view/arena/ArenaTopView.js:16:205 ||""isOver""===this.ranking.rankingEventStatus?new b.PopupClass({title:""镜界排名结果统计中"",content:""⟦镜界排行榜结果统计中。\x3cbr\x3e统计期间无法进行镜界对战。⟧"",closeBtnText:""确定"",popupType:""typeC""}):this.rankMatchModel&&""counting""==this.rankMatchMod
js/view/arena/ArenaTopView.js:20:46 ""isOver""===this.ranking.rankingEventStatus&&↵new b.PopupClass({title:""镜界排名结果统计中"",content:""⟦镜界排行榜结果统计中。\x3cbr\x3e统计期间无法进行镜界对战。⟧"",closeBtnText:""确定"",popupType:""typeC""}):new b.PopupClass({title:""镜界排名"",content:""镜界排行榜当前未举办"	true
