change_id	file	json_pointer	stable_key	field	before	after	source_tier	evidence	translation_method	manual_review_status	confidence	rules	notes	current_product_cn	pass18_current_status	strict_lookup_method	superseding_closure_id	superseding_source_tier	superseding_review_status	inventory_component	inventory_review_status
P18-00060	magica/js/libs/doppelList.json	/164/description	305000	description	这种感情的主人冷眼看着虽然外表很漂亮，但为了满足自己的欲望而变丑的Doppel。＠这只Doppel不仅理解自己的奢侈和美丽，还认为自己是免罪符。因此，自制力不起作用，感兴趣的东西就会用尽“千方百计”去弄到手。特别是对第一次看到的东西很执着。＠但是，有用腹部满足欲望的癖好，把在意的东西放入了胃里。因此，这个Doppel好像只记得自己感兴趣的对象的味道。	这种感情的主人冷眼看着虽然外表很漂亮，但为了满足自己的欲望而变丑的魔女化身。＠这只魔女化身不仅理解自己的奢侈和美丽，还认为自己是免罪符。因此，自制力不起作用，感兴趣的东西就会用尽“千方百计”去弄到手。特别是对第一次看到的东西很执着。＠但是，有用腹部满足欲望的癖好，把在意的东西放入了胃里。因此，这个魔女化身好像只记得自己感兴趣的对象的味道。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这种感情的主人冷眼看着虽然外表很漂亮，但为了满足自己的欲望而变丑的魔女化身。＠这只魔女化身不仅理解自己的奢侈和美丽，还认为自己是免罪符。因此，自制力不起作用，感兴趣的东西就会用尽“千方百计”去弄到手。特别是对第一次看到的东西很执着。＠但是，有用腹部满足欲望的癖好，把在意的东西放入了胃里。因此，这个魔女化身好像只记得自己感兴趣的对象的味道。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00061	magica/js/libs/doppelList.json	/165/description	305100	description	这份感情的主人，虽然被Doppel那复古的情景和齐全的道具所吸引，但为了不被其魅力所吞噬，划下了一道界限。＠这个Doppel拒绝了时间的推进，持续停留在令人怀念的景色中。由于一直重复着同样的时间，因此总是追求着像家人一样能够分享时光的存在。＠主人因为理解了Doppel的意图，所以不想要回头看总是跟在后面的Doppel的样子。然而，据被吞噬的人说，似乎能度过回归童心、像是要融化一般舒适的时光。	这份感情的主人，虽然被魔女化身那复古的情景和齐全的道具所吸引，但为了不被其魅力所吞噬，划下了一道界限。＠这个魔女化身拒绝了时间的推进，持续停留在令人怀念的景色中。由于一直重复着同样的时间，因此总是追求着像家人一样能够分享时光的存在。＠主人因为理解了魔女化身的意图，所以不想要回头看总是跟在后面的魔女化身的样子。然而，据被吞噬的人说，似乎能度过回归童心、像是要融化一般舒适的时光。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人，虽然被魔女化身那复古的情景和齐全的道具所吸引，但为了不被其魅力所吞噬，划下了一道界限。＠这个魔女化身拒绝了时间的推进，持续停留在令人怀念的景色中。由于一直重复着同样的时间，因此总是追求着像家人一样能够分享时光的存在。＠主人因为理解了魔女化身的意图，所以不想要回头看总是跟在后面的魔女化身的样子。然而，据被吞噬的人说，似乎能度过回归童心、像是要融化一般舒适的时光。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00062	magica/js/libs/doppelList.json	/166/description	305200	description	这份感情的主人热爱卡哇伊文化，并在推广它的过程中得到极大的乐趣。凝视着自己的形象时，她的脸上就会喜不自胜。＠这个Doppel深知主人传播她的兴趣的志愿，所以它努力植入对漫画、动画、梦幻可爱和怪诞可爱的喜爱。如果它遇到不像主人那么可爱的人，它就会从六只眼睛中释放出彩虹光束，将他们包围在一堆积如山的丝带和花边中，改变他们的爱好和品味。据说它的受害者会对它毕恭毕敬。	这份感情的主人热爱卡哇伊文化，并在推广它的过程中得到极大的乐趣。凝视着自己的形象时，她的脸上就会喜不自胜。＠这个魔女化身深知主人传播她的兴趣的志愿，所以它努力植入对漫画、动画、梦幻可爱和怪诞可爱的喜爱。如果它遇到不像主人那么可爱的人，它就会从六只眼睛中释放出彩虹光束，将他们包围在一堆积如山的丝带和花边中，改变他们的爱好和品味。据说它的受害者会对它毕恭毕敬。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人热爱卡哇伊文化，并在推广它的过程中得到极大的乐趣。凝视着自己的形象时，她的脸上就会喜不自胜。＠这个魔女化身深知主人传播她的兴趣的志愿，所以它努力植入对漫画、动画、梦幻可爱和怪诞可爱的喜爱。如果它遇到不像主人那么可爱的人，它就会从六只眼睛中释放出彩虹光束，将他们包围在一堆积如山的丝带和花边中，改变他们的爱好和品味。据说它的受害者会对它毕恭毕敬。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00063	magica/js/libs/doppelList.json	/168/description	305400	description	这份感情的主人，很中意这个方便藏身的Doppel。为了治愈因扮演虚假而疲惫的身心，会潜入其中。＠此外，由于Doppel也在拼命地隐藏着真正的自己，所以能够理解主人的感受，认为彼此之间是展现本性的命运共同体。如果有人想发掘真相，就会用身上缠绕的窗帘和锐利的部位拼死抵抗，绝对不会让看到的人留下活口。似乎会在心情好的时候自己跳来跳去，但除了主人之外没有人见过。	这份感情的主人，很中意这个方便藏身的魔女化身。为了治愈因扮演虚假而疲惫的身心，会潜入其中。＠此外，由于魔女化身也在拼命地隐藏着真正的自己，所以能够理解主人的感受，认为彼此之间是展现本性的命运共同体。如果有人想发掘真相，就会用身上缠绕的窗帘和锐利的部位拼死抵抗，绝对不会让看到的人留下活口。似乎会在心情好的时候自己跳来跳去，但除了主人之外没有人见过。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人，很中意这个方便藏身的魔女化身。为了治愈因扮演虚假而疲惫的身心，会潜入其中。＠此外，由于魔女化身也在拼命地隐藏着真正的自己，所以能够理解主人的感受，认为彼此之间是展现本性的命运共同体。如果有人想发掘真相，就会用身上缠绕的窗帘和锐利的部位拼死抵抗，绝对不会让看到的人留下活口。似乎会在心情好的时候自己跳来跳去，但除了主人之外没有人见过。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00064	magica/js/libs/doppelList.json	/169/description	305500	description	这种感情的主人，看到了破壳而自我改革的Doppel的样子，看到了自己的未来。＠Doppel以不借助任何人而获得力量为荣，也许是出于这种自信吧，它完全不接受他人的建议。这对主人也是一样，意见很好地吻合的时候才会合作，但是一旦不顺心的时候就不会顽固地点头。＠对主人以外的人，即使和以前的自己一样是弱者也不饶恕，如果有违背本意的人，就用灼热包裹的杖串起来。主人认为这是因为想起了弱小的自己而感到恐惧的虚势。	这种感情的主人，看到了破壳而自我改革的魔女化身的样子，看到了自己的未来。＠魔女化身以不借助任何人而获得力量为荣，也许是出于这种自信吧，它完全不接受他人的建议。这对主人也是一样，意见很好地吻合的时候才会合作，但是一旦不顺心的时候就不会顽固地点头。＠对主人以外的人，即使和以前的自己一样是弱者也不饶恕，如果有违背本意的人，就用灼热包裹的杖串起来。主人认为这是因为想起了弱小的自己而感到恐惧的虚势。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这种感情的主人，看到了破壳而自我改革的魔女化身的样子，看到了自己的未来。＠魔女化身以不借助任何人而获得力量为荣，也许是出于这种自信吧，它完全不接受他人的建议。这对主人也是一样，意见很好地吻合的时候才会合作，但是一旦不顺心的时候就不会顽固地点头。＠对主人以外的人，即使和以前的自己一样是弱者也不饶恕，如果有违背本意的人，就用灼热包裹的杖串起来。主人认为这是因为想起了弱小的自己而感到恐惧的虚势。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00065	magica/js/libs/doppelList.json	/170/description	305600	description	这种感情的主人对自己隐藏的姿态的体现感到喜悦，同时也对不需要继续欺骗真正的姿态感到开放感。＠这只Doppel决不隐藏自己，绝不掩饰自己的真实姿态，甚至不允许他人介入。否定的人被开明的眼睛烧毁在黑暗的业火上，堕落后被剑所刻。其实这是为了不让在意他人目光的主人停留，但主人自己却完全没有意识到，沉醉在打碎敌人的姿态中。	这种感情的主人对自己隐藏的姿态的体现感到喜悦，同时也对不需要继续欺骗真正的姿态感到开放感。＠这只魔女化身决不隐藏自己，绝不掩饰自己的真实姿态，甚至不允许他人介入。否定的人被开明的眼睛烧毁在黑暗的业火上，堕落后被剑所刻。其实这是为了不让在意他人目光的主人停留，但主人自己却完全没有意识到，沉醉在打碎敌人的姿态中。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这种感情的主人对自己隐藏的姿态的体现感到喜悦，同时也对不需要继续欺骗真正的姿态感到开放感。＠这只魔女化身决不隐藏自己，绝不掩饰自己的真实姿态，甚至不允许他人介入。否定的人被开明的眼睛烧毁在黑暗的业火上，堕落后被剑所刻。其实这是为了不让在意他人目光的主人停留，但主人自己却完全没有意识到，沉醉在打碎敌人的姿态中。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00066	magica/js/libs/doppelList.json	/171/description	305700	description	这种感情的主人认为Doppel是一个谁都看不到的、可以回归童心的地方。这个Doppel具有挖掘潜藏在内心的幼小心灵的力量，被触碰的人即使是做着幼儿所享受的事情也会变得快乐，从所有的压力中解放出来。但是，如果一起玩耍成为俘虏后，就会觉得Doppel的嘴是通往乐园的入口，进去的人就再也回不去了。尽管如此，因为有定员数，如果太多的人进入嘴里，就连Doppel也会痛苦地吐出来。	这种感情的主人认为魔女化身是一个谁都看不到的、可以回归童心的地方。这个魔女化身具有挖掘潜藏在内心的幼小心灵的力量，被触碰的人即使是做着幼儿所享受的事情也会变得快乐，从所有的压力中解放出来。但是，如果一起玩耍成为俘虏后，就会觉得魔女化身的嘴是通往乐园的入口，进去的人就再也回不去了。尽管如此，因为有定员数，如果太多的人进入嘴里，就连魔女化身也会痛苦地吐出来。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这种感情的主人认为魔女化身是一个谁都看不到的、可以回归童心的地方。这个魔女化身具有挖掘潜藏在内心的幼小心灵的力量，被触碰的人即使是做着幼儿所享受的事情也会变得快乐，从所有的压力中解放出来。但是，如果一起玩耍成为俘虏后，就会觉得魔女化身的嘴是通往乐园的入口，进去的人就再也回不去了。尽管如此，因为有定员数，如果太多的人进入嘴里，就连魔女化身也会痛苦地吐出来。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00067	magica/js/libs/doppelList.json	/172/description	305800	description	这份感情的主人，虽然相信自身的正直，但也意识到自己毫不通融的性格可能让自己在未来陷入无路可走的困境。＠一心一意前行的这个Doppel，比起行动上心里其实更着急，总是向前倾几乎快倒下了，但是，它为了不倒下所以用带车轮的手臂支撑着，在被物理上阻止之前绝不会停下，即使遇到了障碍，也会用锯型手臂破坏掉。＠如此专一的Doppel，对主人来说起到了肯定自我的作用。	这份感情的主人，虽然相信自身的正直，但也意识到自己毫不通融的性格可能让自己在未来陷入无路可走的困境。＠一心一意前行的这个魔女化身，比起行动上心里其实更着急，总是向前倾几乎快倒下了，但是，它为了不倒下所以用带车轮的手臂支撑着，在被物理上阻止之前绝不会停下，即使遇到了障碍，也会用锯型手臂破坏掉。＠如此专一的魔女化身，对主人来说起到了肯定自我的作用。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人，虽然相信自身的正直，但也意识到自己毫不通融的性格可能让自己在未来陷入无路可走的困境。＠一心一意前行的这个魔女化身，比起行动上心里其实更着急，总是向前倾几乎快倒下了，但是，它为了不倒下所以用带车轮的手臂支撑着，在被物理上阻止之前绝不会停下，即使遇到了障碍，也会用锯型手臂破坏掉。＠如此专一的魔女化身，对主人来说起到了肯定自我的作用。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00068	magica/js/libs/doppelList.json	/173/description	305900	description	这份感情的主人，恍惚地做着梦的同时，也在不断追求阳光。＠呈现圆形的这个Doppel，正是象征主人所追求的太阳的存在，仿佛为了照亮周围般不断漂浮着。但是，即使为了照亮周围而从翅膀上散出了鳞粉，它也只能放出像远方的星星一般小小的亮光，而不够亮。无法满足的Doppel为了从自己发出光线，让鳞粉变得更加闪亮，漫反射的光线会蓄积能量而爆发，将周围完全毁坏。即便只有刹那，Doppel也为那强烈的光而满足了。	这份感情的主人，恍惚地做着梦的同时，也在不断追求阳光。＠呈现圆形的这个魔女化身，正是象征主人所追求的太阳的存在，仿佛为了照亮周围般不断漂浮着。但是，即使为了照亮周围而从翅膀上散出了鳞粉，它也只能放出像远方的星星一般小小的亮光，而不够亮。无法满足的魔女化身为了从自己发出光线，让鳞粉变得更加闪亮，漫反射的光线会蓄积能量而爆发，将周围完全毁坏。即便只有刹那，魔女化身也为那强烈的光而满足了。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人，恍惚地做着梦的同时，也在不断追求阳光。＠呈现圆形的这个魔女化身，正是象征主人所追求的太阳的存在，仿佛为了照亮周围般不断漂浮着。但是，即使为了照亮周围而从翅膀上散出了鳞粉，它也只能放出像远方的星星一般小小的亮光，而不够亮。无法满足的魔女化身为了从自己发出光线，让鳞粉变得更加闪亮，漫反射的光线会蓄积能量而爆发，将周围完全毁坏。即便只有刹那，魔女化身也为那强烈的光而满足了。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00069	magica/js/libs/doppelList.json	/176/description	350300	description	这份感情的主人们，至今以来持续着互相规约、貌合神离的家人关系，但通过接纳与认同彼此，真正地融为了一体。＠这个Doppel就如决不可能崩溃的分子，紧结在名为三者制衡的规则之中，是主人们内心联结的证明。由此缘故其坚固强劲胜过岩石，同时辅以突击贯至生命殆尽程度的执念与纯洁，即便依照本能而行也不会出现分毫寸乱。其联结同样也显现为直直向外延展的剑，即使沉重而移动迟缓，却不知为何任何人都无法避开只能落得被击碎的结果。	这份感情的主人们，至今以来持续着互相规约、貌合神离的家人关系，但通过接纳与认同彼此，真正地融为了一体。＠这个魔女化身就如决不可能崩溃的分子，紧结在名为三者制衡的规则之中，是主人们内心联结的证明。由此缘故其坚固强劲胜过岩石，同时辅以突击贯至生命殆尽程度的执念与纯洁，即便依照本能而行也不会出现分毫寸乱。其联结同样也显现为直直向外延展的剑，即使沉重而移动迟缓，却不知为何任何人都无法避开只能落得被击碎的结果。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人们，至今以来持续着互相规约、貌合神离的家人关系，但通过接纳与认同彼此，真正地融为了一体。＠这个魔女化身就如决不可能崩溃的分子，紧结在名为三者制衡的规则之中，是主人们内心联结的证明。由此缘故其坚固强劲胜过岩石，同时辅以突击贯至生命殆尽程度的执念与纯洁，即便依照本能而行也不会出现分毫寸乱。其联结同样也显现为直直向外延展的剑，即使沉重而移动迟缓，却不知为何任何人都无法避开只能落得被击碎的结果。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00070	magica/js/libs/doppelList.json	/178/description	350500	description	这份感情的主人们，经由接受彼此都已发生变化的性情，认可了彼此无法接受的部分，将至今为止的牵绊转化得更为牢固。难以承认主人们的Doppel，凝聚着人心当中的黑暗，意图将欺瞒旁人的心机、自私伪善的想法、以虚荣心为原动力的行动都植入周围的人们，以从不间断的冲动支撑着活动。那样的怒火是来自于对从不表露真心的人类的厌恶，可终究是受主人们的牵绊所感化的Doppel，若是宛如赎罪一般使出了全部的力量，便会在一瞬之间使一切都迈向结束。	这份感情的主人们，经由接受彼此都已发生变化的性情，认可了彼此无法接受的部分，将至今为止的牵绊转化得更为牢固。难以承认主人们的魔女化身，凝聚着人心当中的黑暗，意图将欺瞒旁人的心机、自私伪善的想法、以虚荣心为原动力的行动都植入周围的人们，以从不间断的冲动支撑着活动。那样的怒火是来自于对从不表露真心的人类的厌恶，可终究是受主人们的牵绊所感化的魔女化身，若是宛如赎罪一般使出了全部的力量，便会在一瞬之间使一切都迈向结束。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人们，经由接受彼此都已发生变化的性情，认可了彼此无法接受的部分，将至今为止的牵绊转化得更为牢固。难以承认主人们的魔女化身，凝聚着人心当中的黑暗，意图将欺瞒旁人的心机、自私伪善的想法、以虚荣心为原动力的行动都植入周围的人们，以从不间断的冲动支撑着活动。那样的怒火是来自于对从不表露真心的人类的厌恶，可终究是受主人们的牵绊所感化的魔女化身，若是宛如赎罪一般使出了全部的力量，便会在一瞬之间使一切都迈向结束。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00071	magica/js/libs/doppelList.json	/179/description	390100	description	这份感情的主人，以打败恶人为荣，因而自负，再加上健忘，所以每次召唤出Doppel时，都会带着新奇的感觉认定这是对自己的奖赏。拥有纯洁纯净肉体的Doppel受寄宿在体内相反的诅咒的影响，生来就失去了意识，自眼睛和嘴唇渗出诅咒。在主人的无理对待下，Doppel从剧痛中惊醒，咆哮而出，诅咒四溅，洞穿与之接触者的身躯。在Doppel的内部，似乎能听到主人看到那样的对手后茫然无措的声音。	这份感情的主人，以打败恶人为荣，因而自负，再加上健忘，所以每次召唤出魔女化身时，都会带着新奇的感觉认定这是对自己的奖赏。拥有纯洁纯净肉体的魔女化身受寄宿在体内相反的诅咒的影响，生来就失去了意识，自眼睛和嘴唇渗出诅咒。在主人的无理对待下，魔女化身从剧痛中惊醒，咆哮而出，诅咒四溅，洞穿与之接触者的身躯。在魔女化身的内部，似乎能听到主人看到那样的对手后茫然无措的声音。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人，以打败恶人为荣，因而自负，再加上健忘，所以每次召唤出魔女化身时，都会带着新奇的感觉认定这是对自己的奖赏。拥有纯洁纯净肉体的魔女化身受寄宿在体内相反的诅咒的影响，生来就失去了意识，自眼睛和嘴唇渗出诅咒。在主人的无理对待下，魔女化身从剧痛中惊醒，咆哮而出，诅咒四溅，洞穿与之接触者的身躯。在魔女化身的内部，似乎能听到主人看到那样的对手后茫然无措的声音。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00072	magica/js/libs/doppelList.json	/180/description	390200	description	这份感情的主人，试图用爱来洗刷让人背负的罪孽，却只发觉空虚，自己的内心空空如也。这个Doppel与主人空虚的内心深深相连，通过分担彼此的痛苦而成为一体。此外，仍保有意识但丧失行动意志的主人被取而代之，由Doppel掌握主导权。行动不受控制的Doppel，一边不断吸收着被刻下创伤的污秽与他人背负的污秽，一边对这一切进行报复。承受了Doppel所释放的创伤记忆之人，被毁掉不会是肉体，而是心灵。	这份感情的主人，试图用爱来洗刷让人背负的罪孽，却只发觉空虚，自己的内心空空如也。这个魔女化身与主人空虚的内心深深相连，通过分担彼此的痛苦而成为一体。此外，仍保有意识但丧失行动意志的主人被取而代之，由魔女化身掌握主导权。行动不受控制的魔女化身，一边不断吸收着被刻下创伤的污秽与他人背负的污秽，一边对这一切进行报复。承受了魔女化身所释放的创伤记忆之人，被毁掉不会是肉体，而是心灵。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人，试图用爱来洗刷让人背负的罪孽，却只发觉空虚，自己的内心空空如也。这个魔女化身与主人空虚的内心深深相连，通过分担彼此的痛苦而成为一体。此外，仍保有意识但丧失行动意志的主人被取而代之，由魔女化身掌握主导权。行动不受控制的魔女化身，一边不断吸收着被刻下创伤的污秽与他人背负的污秽，一边对这一切进行报复。承受了魔女化身所释放的创伤记忆之人，被毁掉不会是肉体，而是心灵。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00073	magica/js/libs/doppelList.json	/183/description	400300	description	这种感情的主人与自己的想法相反，被评价为没有用。＠明明想把事情往好的方向引导，却不被期待，真是进退两难。＠这个Doppel正是从那个进退两难中诞生的。＠虽然年幼…不，倒不如说是那种幼稚所酝酿出的复杂的感情形成并维持着这只Doppel的形态。＠想象中理想的自己所在的地方和现在的自己所在的地方有着隔阂。但是，无论哪一个都一定是自己所站的地方。	这种感情的主人与自己的想法相反，被评价为没有用。＠明明想把事情往好的方向引导，却不被期待，真是进退两难。＠这个魔女化身正是从那个进退两难中诞生的。＠虽然年幼…不，倒不如说是那种幼稚所酝酿出的复杂的感情形成并维持着这只魔女化身的形态。＠想象中理想的自己所在的地方和现在的自己所在的地方有着隔阂。但是，无论哪一个都一定是自己所站的地方。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这种感情的主人与自己的想法相反，被评价为没有用。＠明明想把事情往好的方向引导，却不被期待，真是进退两难。＠这个魔女化身正是从那个进退两难中诞生的。＠虽然年幼…不，倒不如说是那种幼稚所酝酿出的复杂的感情形成并维持着这只魔女化身的形态。＠想象中理想的自己所在的地方和现在的自己所在的地方有着隔阂。但是，无论哪一个都一定是自己所站的地方。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00074	magica/js/libs/doppelList.json	/184/description	400400	description	这个感情的主人，把用预言改变未来作为自己的使命。紫色的玫瑰花瓣，预示着即将发生的事象中会出现切碎对方的征兆。当风吹起时，这个doppel的舞会就开始了。跟随的蝙蝠不是随从者而是这位演出的主人的搭档，主人和doppel一起生成无数巨大的针，想要将对手串起来，然后就会“呼啦”一下地切开对方。它在舞蹈的节奏中产生了狂乱的和声，使舞会的热量达到最高潮，并让doppel直到玫瑰烧黑后才会停止舞蹈。	这个感情的主人，把用预言改变未来作为自己的使命。紫色的玫瑰花瓣，预示着即将发生的事象中会出现切碎对方的征兆。当风吹起时，这个魔女化身的舞会就开始了。跟随的蝙蝠不是随从者而是这位演出的主人的搭档，主人和魔女化身一起生成无数巨大的针，想要将对手串起来，然后就会“呼啦”一下地切开对方。它在舞蹈的节奏中产生了狂乱的和声，使舞会的热量达到最高潮，并让魔女化身直到玫瑰烧黑后才会停止舞蹈。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这个感情的主人，把用预言改变未来作为自己的使命。紫色的玫瑰花瓣，预示着即将发生的事象中会出现切碎对方的征兆。当风吹起时，这个魔女化身的舞会就开始了。跟随的蝙蝠不是随从者而是这位演出的主人的搭档，主人和魔女化身一起生成无数巨大的针，想要将对手串起来，然后就会“呼啦”一下地切开对方。它在舞蹈的节奏中产生了狂乱的和声，使舞会的热量达到最高潮，并让魔女化身直到玫瑰烧黑后才会停止舞蹈。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00075	magica/js/libs/doppelList.json	/186/description	401200	description	这份感情的主人，强烈地希求着通过语言进行的自我表现与整个故事的完结。＠不仅只有被创作出来的才是故事。＠森罗万象，其意义寄宿于这片世界上所有的事物之中。＠只要它们仍旧存在，故事便永远延续。＠但这个Doppel能够通过将意义寄宿的存在消除，而以此来终结那个故事吧。＠无人应否，文书停笔，前来书写续篇之人却仍未出现。	这份感情的主人，强烈地希求着通过语言进行的自我表现与整个故事的完结。＠不仅只有被创作出来的才是故事。＠森罗万象，其意义寄宿于这片世界上所有的事物之中。＠只要它们仍旧存在，故事便永远延续。＠但这个魔女化身能够通过将意义寄宿的存在消除，而以此来终结那个故事吧。＠无人应否，文书停笔，前来书写续篇之人却仍未出现。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人，强烈地希求着通过语言进行的自我表现与整个故事的完结。＠不仅只有被创作出来的才是故事。＠森罗万象，其意义寄宿于这片世界上所有的事物之中。＠只要它们仍旧存在，故事便永远延续。＠但这个魔女化身能够通过将意义寄宿的存在消除，而以此来终结那个故事吧。＠无人应否，文书停笔，前来书写续篇之人却仍未出现。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00076	magica/js/libs/doppelList.json	/187/description	401300	description	这种感情的主人，比自己更能体谅他人，有着强烈的责任感。＠Doppel把在战斗中打倒对方看作“终点”，＠在结果那个目标之前，不会停止如斗牛般的猛进。＠不分青红皂白，一味地向着终点前行。＠在这一路上不管受到多少攻击，也决不让敌人看到自己的背影，＠从受伤处喷出的血，像岩浆一样炽热地燃烧着。＠过去之后，会刻上灼热的轨迹吧。	这种感情的主人，比自己更能体谅他人，有着强烈的责任感。＠魔女化身把在战斗中打倒对方看作“终点”，＠在结果那个目标之前，不会停止如斗牛般的猛进。＠不分青红皂白，一味地向着终点前行。＠在这一路上不管受到多少攻击，也决不让敌人看到自己的背影，＠从受伤处喷出的血，像岩浆一样炽热地燃烧着。＠过去之后，会刻上灼热的轨迹吧。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这种感情的主人，比自己更能体谅他人，有着强烈的责任感。＠魔女化身把在战斗中打倒对方看作“终点”，＠在结果那个目标之前，不会停止如斗牛般的猛进。＠不分青红皂白，一味地向着终点前行。＠在这一路上不管受到多少攻击，也决不让敌人看到自己的背影，＠从受伤处喷出的血，像岩浆一样炽热地燃烧着。＠过去之后，会刻上灼热的轨迹吧。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
P18-00077	magica/js/libs/doppelList.json	/188/description	401400	description	这份感情的主人，因自己的存在得到认可，相比以前更加积极并产生出了余裕。＠仿佛是被连带着这个Doppel也同样地，不仅仅是贪欲着进食，还产生出了细细咀嚼入口的食物，品味享受着食材所蕴风味的余裕。＠话虽如此，不管对方是魔法少女还是魔女，只要是能碰到的东西都可以烹调，并收进自己的体内这点仍旧不变。＠只不过，相较以前更多了品位，不会将食物乱撒在周围，排在桌上的盘子也只放上了自己所用的数量。	这份感情的主人，因自己的存在得到认可，相比以前更加积极并产生出了余裕。＠仿佛是被连带着这个魔女化身也同样地，不仅仅是贪欲着进食，还产生出了细细咀嚼入口的食物，品味享受着食材所蕴风味的余裕。＠话虽如此，不管对方是魔法少女还是魔女，只要是能碰到的东西都可以烹调，并收进自己的体内这点仍旧不变。＠只不过，相较以前更多了品位，不会将食物乱撒在周围，排在桌上的盘子也只放上了自己所用的数量。	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		这份感情的主人，因自己的存在得到认可，相比以前更加积极并产生出了余裕。＠仿佛是被连带着这个魔女化身也同样地，不仅仅是贪欲着进食，还产生出了细细咀嚼入口的食物，品味享受着食材所蕴风味的余裕。＠话虽如此，不管对方是魔法少女还是魔女，只要是能碰到的东西都可以烹调，并收进自己的体内这点仍旧不变。＠只不过，相较以前更多了品位，不会将食物乱撒在周围，排在桌上的盘子也只放上了自己所用的数量。	direct-current-after-image	stable-key				runtime_pass18_outside_pass15	authority-verified
