unique_id	scope	japanese_or_source_original	current_cn	occurrences	provenance_class	max_risk	authority_statuses	authority_matches	sample_locations	review_status	suggested_cn
MTU-00634	frontend_i18n_input	チャレンジ最後	挑战最后	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#c229456e06ed16fd1cf92a76/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00635	frontend_i18n_input	チャージ数	Charge数	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#6d5cdb2ff3556052f549a0a6/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00636	frontend_i18n_input	チーム	队伍	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#3bdd465f0d405a6ace4d7cca/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00637	frontend_i18n_input	チームについて	关于队伍	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#d9d01c5ce7ec6e7cf67faa59/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00638	frontend_i18n_input	チームコピー確認	队伍复制确认	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#9869489ef37df1b5cc7303d5/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00639	frontend_i18n_input	チーム全員が戦闘不能になったため<br>エリアからリタイアしました	队伍全员失去战斗能力,<br>已从区域撤退	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b2aa8fb2e8c1b665196f2e1c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00640	frontend_i18n_input	チーム全解散	解散所有队伍	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#41eac953ceefb09161732776/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00641	frontend_i18n_input	チーム切り替え	切换队伍	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b144003bfd717191a4bd065a/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00642	frontend_i18n_input	チーム切替	切换队伍	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b80f01d096272d652dd0a3f8/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00643	frontend_i18n_input	チーム力順	按队伍战力排序	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#d20301ff5c64c58d4df03fe3/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00644	frontend_i18n_input	チーム名変更	更改队伍名	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#a526776408ce4c1422a80c1d/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00645	frontend_i18n_input	チーム変更	更换队伍	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b09f975b69850b85d13b31e7/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00646	frontend_i18n_input	チーム情報	队伍信息	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#9eea47ef1de6c5b516d2d96c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00647	frontend_i18n_input	チーム編成	队伍编成	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#129a25194ad9b309b0cb33cf/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00648	frontend_i18n_input	チーム編成の終了	结束队伍编成	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#d954a23cabeb408bd91e4580/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00649	frontend_i18n_input	チーム編成を解散しました	已解散队伍编成	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#ced1290dfb03340e3b89578f/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00650	frontend_i18n_input	チーム編成一覧	队伍编成一览	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#81228e0a7526109b2fb76d73/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00651	frontend_i18n_input	チーム編成入れ替え	更换队伍编成	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#21b369f53e1484f18a0247dc/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00652	frontend_i18n_input	チーム解散	解散队伍	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#1a5b516cc71b1987f6d3179f/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00653	frontend_i18n_input	チーム詳細	队伍详情	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#036f6a052398c66a42695cbb/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00654	frontend_i18n_input	チーム４に編成をコピーします。\\x3cbr\\x3e編成画面に移動した段階ではまだ保存されていません。\\x3cbr\\x3e所持していない魔法少女・魔法陣形はコピーされません。	将编成复制到队伍4。\\x3cbr\\x3e进入编成界面时尚未保存。\\x3cbr\\x3e未持有的魔法少女·魔法阵型不会被复制。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#08da50b3a6aaf5160b1439b5/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00655	frontend_i18n_input	ディスク	圆盘	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#80885e35dcd54b6c8cbda96a/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00656	frontend_i18n_input	ディスクのデザイン変更	更改圆盘外观	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#deaf6398ae55f9ca093eb6e6/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00657	frontend_i18n_input	ディスクの出現	圆盘的出现	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#6a0e5d0fd26bbf37fa334178/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00658	frontend_i18n_input	ディスクキャンセル	取消圆盘	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#db16aaf015654711f77a818c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00659	frontend_i18n_input	ディスク選択中でもスキルを@発動することができます	即使在选择圆盘的过程中@也可以发动技能	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#c1c63afe2bb5619dd34393b1/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00660	frontend_i18n_input	ディフェンス	防御	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#1ff8b7608dc8e4973b5648de/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00661	frontend_i18n_input	デイリー	每日	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#34dd8e4a7313edf7a875a359/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00662	frontend_i18n_input	デイリーダメージ	每日伤害	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#9b0bd67a0f7825a464d798d8/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00663	frontend_i18n_input	デイリーダメージエンブレム	每日伤害徽章	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#4c8fdd6c75cd2001206efa11/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00664	frontend_i18n_input	デイリーダメージ報酬	每日伤害报酬	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#82c21148a3d45c24ecb9964b/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00665	frontend_i18n_input	デイリーミッションは毎日0時に更新されます	每日任务于每天 0 点更新	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#263192f6bf8ce81896bb7109/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00666	frontend_i18n_input	デイリー報酬	每日报酬	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#00696d0f07ec776663c76d40/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00667	frontend_i18n_input	デイリー報酬を受け取りました。	已领取每日报酬。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#d32338b4f1fa740f5de9529f/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00668	frontend_i18n_input	デスティニークリスタルの入手方法	命运水晶的获得方法	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#da50d516d560e6b2565b60ae/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00669	frontend_i18n_input	デスティニージェム	命运宝石	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#0e715c0a41067ea2e89ba595/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00670	frontend_i18n_input	デスティニージェムはマギアチップに変換できます@マギアチップはショップでアイテムと交換できます	命运宝石可以转换为魔法碎片@魔法碎片能在商店兑换道具	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#415a3da83f4f5ee2bce05600/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00671	frontend_i18n_input	デスティニージェムは直接付与されています	命运宝石已直接发放	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#c6b0a2da0fb1b3433c492fc3/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00672	frontend_i18n_input	デスティニージェムは魔法少女の魔力解放に使用します@魔力解放をおこなうとメモリア装備枠が増加します	命运宝石用于魔法少女的魔力解放@进行魔力解放后记忆结晶装备格会增加	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#0fc3c57d21564029ea414562/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00673	frontend_i18n_input	デスティニージェムをマギアチップに変換	将命运宝石转换为魔法碎片	1	legacy_unverified_ai_assisted	low	explicit-higher-authority-selected	将命运宝石转换为魔法晶片	i18n/frontend-strings.tsv#f21945aaeedcda9f8baae75a/candidate_cn	needs-human-review	将命运宝石转换为魔法晶片
MTU-00674	frontend_i18n_input	デスティニージェム変換	命运宝石转换	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#e9b22096d9f9b5c0de541638/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00675	frontend_i18n_input	デフォルト名	默认名称	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#4ca62fbf05442d609adab6a7/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00676	frontend_i18n_input	データが更新されました。\\x3cbr\\x3eトップページに遷移します。	数据已更新。\\x3cbr\\x3e即将前往首页。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#8a1565ad7f5d4fe08ecbbd62/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00677	frontend_i18n_input	データの引き継ぎ・連携元となる引き継ぎ・連携IDと設定したパスワードを入力するとデータの引き継ぎ・連携が完了します。	输入作为数据转移·关联来源的数据转移·关联ID和设置的密码,即可完成数据转移·关联。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#04cec6b41d97f12a629dceb4/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00678	frontend_i18n_input	データ更新	数据更新	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#ddcfdd92770aa77f6f3bf615/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00679	frontend_i18n_input	データ更新テスト	数据更新测试	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b552009f53f37c1fe5aefff5/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00680	frontend_i18n_input	トップに戻る	返回首页	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#bae2377aedb08df53f70f7ba/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00681	frontend_i18n_input	トップページに戻ります	返回首页	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#4571da237ebd615923544062/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00682	frontend_i18n_input	トップページへ	返回首页	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#03cc3bc0e34cdbafc69d8b63/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00683	frontend_i18n_input	トータル	总计	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#116e33e7ea3cab5a89b57489/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00684	frontend_i18n_input	トータルダメージ	总伤害	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#fa88072c09b3521526d81edc/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00685	frontend_i18n_input	ドアプライズフィルム	抽奖胶卷	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#ac985d6a663a5d13c4d58c21/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00686	frontend_i18n_input	ドッペル	魔女化身	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#467a0d34900e36bb81d9c077/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00687	frontend_i18n_input	ドッペルを持つ魔法少女は@マギアゲージが150まで溜まると発動できます	持有魔女化身的魔法少女@在Magia槽攒到150后即可发动	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#3ee709219090b08a6c703348/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00688	frontend_i18n_input	ドッペルを持つ魔法少女は@マギアゲージが200まで溜まると発動できます	持有魔女化身的魔法少女@在Magia槽攒到200后即可发动	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#7dddf55aaee9531150271707/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00689	frontend_i18n_input	ドッペル解放チャレンジ	魔女化身解放挑战	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#c8ab1bbe2986d41862d868ad/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00690	frontend_i18n_input	バトル	对战	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#16174be4c5c9c50db8b47056/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00691	frontend_i18n_input	バトル ミュージアム	战斗 博物馆	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#45d076eef2cc46b724fb4455/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00692	frontend_i18n_input	バトルに参加するには\\x3cbr\\x3eレベル40以上の魔法少女が\\x3cspan class\\x3d'c_red'\\x3e1\\x3c/span\\x3e体以上必要です。	参加战斗需要\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e1\\x3c/span\\x3e个以上40级以上的魔法少女。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5bd3a4904914677ae680283f/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00693	frontend_i18n_input	バトルの所要時間が一定時間を超えたため<br>このバトルは無効になります。<br>イベントTOPに戻ります。	战斗耗时超过时限,<br>本次战斗无效。<br>返回活动TOP。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#1831f8f754d3968dc8edee0c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00694	frontend_i18n_input	バトルの結果が正しく取得できませんでした。<br>イベントトップページに戻ります。	无法正确获取战斗结果。<br>返回活动首页。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#e008cd9706a5e7ca10371e24/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00695	frontend_i18n_input	バトルの結果が正しく取得できませんでした。<br>トップページに戻ります。	无法正确获取战斗结果。<br>返回首页。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#2d8c068a3c383214124b7135/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00696	frontend_i18n_input	バトルの結果が正しく取得できませんでした。\\x3cbr\\x3eトップページに戻ります。	未能正确获取战斗结果。\\x3cbr\\x3e将返回首页。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#2e2c2fd4a12223dd79e92ab1/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00697	frontend_i18n_input	バトルログ	战斗记录	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#a77892f1835127c20a7ede4f/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00698	frontend_i18n_input	バトル参加	参加战斗	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#c9ed3fc801de8874be379096/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00699	frontend_i18n_input	バトル参加者	战斗参加者	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5f5180d38faf50fbeb44e278/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00700	frontend_i18n_input	バトル回数	战斗次数	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#6c3e1aae7137d5fb00045412/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00701	frontend_i18n_input	バトル数	战斗数	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#e0e175fe9051a7c434bd2d66/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00702	frontend_i18n_input	バトル評価	战斗评价	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#86a06f9f6f4e144ec42407be/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00703	frontend_i18n_input	バトル評価ボーナス	战斗评价加成	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#e9222aaaaf499a473b31faa7/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00704	frontend_i18n_input	バトル開始	战斗开始	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#4ad8c295838f079de94396c4/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00705	frontend_i18n_input	バトル開始には、	开始战斗需要	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#ca463acb624ab39a36ba80e2/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00706	frontend_i18n_input	バトル開始には、3人以上の魔法少女が<br>編成に含まれている必要があります。	开始战斗需要队伍中<br>编有3个以上的魔法少女。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#55843b037960c903d8a5465d/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00707	frontend_i18n_input	バトル開始には、3人以上の魔法少女が\\x3cbr\\x3e編成に含まれている必要があります。	开始战斗需要队伍中\\x3cbr\\x3e编有3个以上的魔法少女。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#258e13aaf83bfde8559dd597/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00708	frontend_i18n_input	バランス	均衡	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#73e61682ef38bae6a3d2e60f/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00709	frontend_i18n_input	パスワード	密码	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#95b35fe4a7adf8ccbdf6dd9e/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00710	frontend_i18n_input	パスワードは8文字以上15文字以内です。	密码为8~15个字符。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#fd0d8ddaa9575bde733f6d32/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00711	frontend_i18n_input	パトロール	巡逻	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#6aedc0f14429f98e87e2e0f5/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00712	frontend_i18n_input	パトロールについて	关于巡逻	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b6743c51fbc693d628d1fc36/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00713	frontend_i18n_input	パトロールに出発するには\\x3cbr\\x3e魔法少女が\\x3cspan class\\x3d'c_red'\\x3e1\\x3c/span\\x3e体以上必要です。	出发巡逻需要\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e1\\x3c/span\\x3e个以上的魔法少女。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#6bd0688d34bc4323df2e911d/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00714	frontend_i18n_input	パトロールに出発できる魔法少女がいません。	没有可以出发巡逻的魔法少女。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#8abdfd343a25225abea47705/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00715	frontend_i18n_input	パトロールに出発できる魔法少女が不足しています。	可以出发巡逻的魔法少女不足。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#84f8d771c772edf1b71a9e49/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00716	frontend_i18n_input	パトロール完了	巡逻完成	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#be23a0ae34358ea9635e5aca/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00717	frontend_i18n_input	パトロール編成	巡逻编成	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#fab3c33483b32c07d525c54d/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00718	frontend_i18n_input	パフパフパフー♪＠パーフェクトおめでとう！＠全部解けるとすっきりするわよね	啪啪啪♪＠恭喜全对!＠全部答完真是痛快呢	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#00406b3af58099722ba48576/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00719	frontend_i18n_input	パーティPt +	队伍Pt +	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5f23414342646e5464f06d03/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00720	frontend_i18n_input	ヒール	治疗	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#2e57749ff8ebf4d1720a3b2a/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00721	frontend_i18n_input	ピックアップ対象メモリア	Pick up对象记忆结晶	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#a197c26e41c3e0e9f79e3079/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00722	frontend_i18n_input	ピックアップ対象魔法少女	Pick up对象魔法少女	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#9bf1b5d4f7fbed19d7c4227b/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00723	frontend_i18n_input	フィナーレ演出	终幕演出	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5a3901329fbf41b4d74e7b30/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00724	frontend_i18n_input	フィルタ	筛选	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b61ab5bc7c88803f8bfbcbfe/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00725	frontend_i18n_input	フォロワー	粉丝	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#904f1fd9d29f798bd2bfcda6/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00726	frontend_i18n_input	フォロー	关注	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#651e54b227a67b814f2bf88c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00727	frontend_i18n_input	フォローしていないユーザーのサポートは@マギアとスキルが使用できないため注意が必要です	使用未关注玩家的支援时@无法使用 Magia 与技能，请注意	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#96133afdf13e7ff56ae5ef23/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00728	frontend_i18n_input	フォローについて	关于关注	1	legacy_unverified_ai_assisted	low	explicit-higher-authority-selected	关于关注	i18n/frontend-strings.tsv#ee7542856286119f7da1c742/candidate_cn	needs-human-review	关于关注
MTU-00729	frontend_i18n_input	フォロー上限	关注上限	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5bd4b2614274e6ee80d93d6e/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00730	frontend_i18n_input	フォロー上限に達しています\\x3cbr\\x3eこれ以上フォローできません。\\x3cbr\\x3e\\x3cbr\\x3e	已达到关注上限\\x3cbr\\x3e无法继续关注。\\x3cbr\\x3e\\x3cbr\\x3e	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b98d27c3f8449f97adcda10b/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00731	frontend_i18n_input	フォロー数:	关注数：	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#3030cef30179203909a0496e/candidate_cn	needs-human-review	needs-review/root-translation-required
