file	stable_key	field	japanese_original	pass15_cn	current_cn	authority_tier	authority_source	resolution
itemList.json	EVENT_DAILYTOWER_1130_STICKER_402600	parameter	100,エリザ	100,伊莉莎	100,爱丽莎	official+wiki	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00549	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1154_EXCHANGE_1	shortDescription	「時女拾遺物語」の交換用アイテム	「时女拾遺物語」的兑换道具	「时女拾遗物语」的兑换道具	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\magireco-wiki-data\data\pages_index.json#/590/title	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1154_EXCHANGE_1	description	「時女拾遺物語」の交換用アイテム	「时女拾遺物語」的兑换道具	「时女拾遗物语」的兑换道具	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\magireco-wiki-data\data\pages_index.json#/590/title	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1154_EXCHANGE_2	shortDescription	「時女拾遺物語」の交換用アイテム	「时女拾遺物語」的兑换道具	「时女拾遗物语」的兑换道具	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\magireco-wiki-data\data\pages_index.json#/590/title	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1154_EXCHANGE_2	description	「時女拾遺物語」の交換用アイテム	「时女拾遺物語」的兑换道具	「时女拾遗物语」的兑换道具	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\magireco-wiki-data\data\pages_index.json#/590/title	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1161_STICKER_260200	name	ドッペル杏子	Doppel杏子	魔女化身杏子	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00552	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1161_STICKER_260200	parameter	172,佐倉 杏子(ドッペルver.)	172,佐仓杏子（Doppelver.）	172,佐仓杏子（魔女化身ver.）	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00553	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1161_STICKER_402400	parameter	165,ミヌゥ	165,米努	165,米诺	wiki	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00556	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1161_STICKER_402900	parameter	175,ペレネル	175,佩雷内尔	175,佩尔内勒	wiki	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00557	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1189_STICKER_104700	parameter	202,くろ	202,黑	202,小黑	wiki	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00558	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1212_EXCHANGE_1	shortDescription	「神浜時空運動会」の交換用アイテム	「神滨时空運動会」的兑换道具	「神滨时空运动会」的兑换道具	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\magireco-wiki-data\data\pages_index.json#/796/title;/6678/headings/27/text	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1212_EXCHANGE_1	description	「神浜時空運動会」の交換用アイテム	「神滨时空運動会」的兑换道具	「神滨时空运动会」的兑换道具	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\magireco-wiki-data\data\pages_index.json#/796/title;/6678/headings/27/text	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1212_STICKER_105100	parameter	206,ヘルカ	206,赫尔卡	206,赫露迦	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:15087-15152	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1212_STICKER_105200	parameter	208,トヨ	208,丰	208,台与	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:4169-4212	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1212_STICKER_105300	parameter	210,アマリュリス	210,阿玛莉莉丝	210,阿玛琉莉丝	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:15670-15719	higher_authority_applied
itemList.json	EVENT_DAILYTOWER_1212_STICKER_114400	parameter	221,ウワサのみこと	221,传闻命	221,谣命	wiki_exact_character_name	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00567	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1212_STICKER_390100	parameter	226,ユゥ	226,悠	226,夕	wiki	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00576	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1212_STICKER_390200	parameter	227,シィ	227,希	227,椎	wiki	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00577	pass18_authority_applied
itemList.json	EVENT_DAILYTOWER_1218_EXCHANGE_2	shortDescription	専用ショップで水着衣装と交換できるチケット	可兑换専用在商店泳装衣装的券	可在商店兑换泳装服装的专用券		人工逐项字形、语义与同族字段核对	manual_verified_without_higher_authority
itemList.json	EVENT_DAILYTOWER_1218_EXCHANGE_2	description	専用ショップで水着衣装と交換できるチケット	可兑换専用在商店泳装衣装的券	可在商店兑换泳装服装的专用券		人工逐项字形、语义与同族字段核对	manual_verified_without_higher_authority
itemList.json	GACHA_FREEBIE_343_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_346_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_350_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_358_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_361_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_365_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_370_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_373_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_376_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_390_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_396_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_406_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_414_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_419_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_429_MEDAL	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1009	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1009	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1009	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1062	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1062	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1062	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1123	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1123	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1123	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1257	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1257	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1257	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1349	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1349	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1349	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1500	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1500	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1500	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1593	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1593	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1593	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1647	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1647	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1647	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1964	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1964	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1964	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_442	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_477	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_511	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_511	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_511	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_542	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_542	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_542	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_558	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_558	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_558	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_642	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_642	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_642	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_681	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_681	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_681	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_711	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_711	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_711	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_769	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_769	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_769	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_791	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_791	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_791	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_863	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_863	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_863	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_909	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_909	shortDescription	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_909	description	「調整屋コイン」の交換用アイテム	「调整屋硬币」的兑换道具	在「调整专家币」中用于兑换的道具	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL	higher_authority_applied
itemList.json	GACHA_FREEBIE_MEDAL_BLUE_1023	name	調整屋コイン	調整屋硬币	调整专家币	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	higher_authority_applied
