path	line	text	disposition
template/regularEvent/groupBattle/RegularEventGroupCommon.html	318	，即可让继承MP	localized-with-retained-formal-term
template/shop/ShopTop.html	115	MAX	formal-retained
template/shop/ShopTop.html	193	MAX	formal-retained
template/top/TopPage.html	15	玩家ID:	localized-with-retained-formal-term
template/top/TopPage.html	26	VER.	formal-retained
template/top/TopPage.html	31	数据转移·关联ID	localized-with-retained-formal-term
template/top/TopPage.html	34	输入作为数据转移·关联来源的数据转移·关联ID和设置的密码,即可完成数据转移·关联。	localized-with-retained-formal-term
template/user/AnnounceTemp.html	157	debug	debug-code-or-unreferenced-template
template/user/APPopup.html	24	AP回复药50	localized-with-retained-formal-term
template/user/APPopup.html	30	AP回复药	localized-with-retained-formal-term
template/user/APPopup2.html	2	回复AP。	localized-with-retained-formal-term
template/user/APPopup2.html	4	AP	formal-retained
template/user/APPopupForMoney.html	2	回复AP。	localized-with-retained-formal-term
template/user/APPopupForMoney.html	5	AP	formal-retained
template/user/Ban.html	6	・违反使用条款的行为。	localized-with-retained-formal-term
template/user/EventRecord.html	29	累计GP	localized-with-retained-formal-term
template/user/MyProfilePopup.html	51	玩家ID	localized-with-retained-formal-term
template/user/MyProfilePopup.html	148	选择“OFF”后，徽章将被隐藏	localized-with-retained-formal-term
template/user/MyProfilePopup.html	154	ON	formal-retained
template/user/MyProfilePopup.html	158	OFF	formal-retained
template/user/MyProfilePopup.html	208	OK	formal-retained
template/user/MyProfilePopup.html	217	OK	formal-retained
template/util/SearchQuest.html	57	消耗AP	localized-with-retained-formal-term
