protected_id	master_record_id	protection_origin	authority_rank	source_bucket	source_tier	scope	file	business_key_type	business_key	source_locator	locator_sha256	field	protected_value	value_sha256	identity_sha256	review_status	authority_status	evidence_path_or_key	expected_count	record_sha256
AUTH-00362	MT-02678	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	フレイムジェム+	WGS-0362		zhCN	火宝石+	7dfa8bf374a2f0979d5eaeef2ab89dcfff3c42d62ca84670e62fd43d1d9235bc	7838d79ca88022dfb6b86584c8e2fea77a2713ccf6b048613b45ef8514c2ddea	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:363;migrated Wiki glossary candidate;key=global:ed114826fc4b68e594ff		0991b139222c38e62c95d7e625b68f61bb792876dd649b9a07f0751f20f8972c
AUTH-00363	MT-02679	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	フレイムジェム++	WGS-0363		zhCN	火宝石++	c1687c4f6b3bdb5313690cb42f9e232860985f3a047ae1446b9595090888e683	541dbd1233d6e0955bd050875347bf2298eff97511204d3aa485ae106c84251a	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:364;migrated Wiki glossary candidate;key=global:d4a33250a45616094e8b		d3a569bacdff41d7713192e0e53cd133b087b142a2a177e5115b901cd52e939f
AUTH-00364	MT-02680	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	フレイムブック	WGS-0364		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	6b371ddf0303faf2f6265fec29493f7c15f24a95919519df7a5c4a57ded07ffb	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:365;migrated Wiki glossary candidate;key=global:dfd92ad85cd8d791433b		eee9c6251a15196e1154f41cd2a83510fffa9c6cb4f489a27dd40ef45a864cb6
AUTH-00365	MT-02681	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	フレイムブック+	WGS-0365		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	6f43a56e27bf336e85f59fea4c6adecf0e83848629d79b091bf205b2ce3aa1b2	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:366;migrated Wiki glossary candidate;key=global:39d8a74b1b92f20cee05		e26089f41fa06669eb033e0598d351efeea0aaa2fe3308ad24e3fc86c2549894
AUTH-00366	MT-02682	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	フレイムブック++	WGS-0366		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	5b6e88a7b858701362e21f7ad36a809e2ffb8a30f4952e37d74a259c2c16a27d	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:367;migrated Wiki glossary candidate;key=global:7a5dd71eaef5a9b406bc		2db6916d449668b06919572feed18d5ec37f08386aafe64a45c5744c6bcc8a5d
AUTH-00367	MT-02683	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ブック	WGS-0367		zhCN	书<!-- 通用图标 -->	7e7fd21e15228cae52ebc0bc30208e786692d560bfa2b5f0b81f006b57c31691	8e1afdb03081879ddf81925d607f0113d9247ad6a5d36848345552e4b959992c	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:368;migrated Wiki glossary candidate;key=global:eac1fe3f8d8e071f1d41		3f653cc0f0a56bb228755af2172d6f597f35d859c746f5ff4db70c30c2e79d8a
AUTH-00368	MT-02684	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ブック+	WGS-0368		zhCN	书+<!-- 通用图标 -->	3168bad2563bd07633052dc9e9f3f2119c6a7e321e9cba230f0f2d8dc325df85	59dcf2856b3b3f7939dcbb60f8b0e1ea5e25683fab6e3444e9196b4348a7550c	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:369;migrated Wiki glossary candidate;key=global:8daca655398f92a2d841		149c2b49bd4dde9637d7096fb4c1a6803e1b9f38e87ca75b639017eec632dc74
AUTH-00369	MT-02685	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ブック++	WGS-0369		zhCN	书++<!-- 通用图标 -->	1ce05e15798f175cadfd16afdf99183eb6f6f71fba62edb5965310bd67b27b2d	641472acdf2266aee8105dfc1a0d27221f7c02aa5411efc67837f98ede0272f7	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:370;migrated Wiki glossary candidate;key=global:d053332e37b67d04af53		96e8c2955f43a1776ef77cdcc8d46dea438094c018b4d3840bccfecdefb3d32a
AUTH-00370	MT-02686	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	プロテクトジェム	WGS-0370		zhCN	保护宝石	bc750201ba7dc097472d5dd284bf2b9d91061ac3d02c34adb59ec93c879b598b	fe41390298ef09accdf33aba0831a3b2cae347588d4d28d1eb5d2e7e99b9a2ab	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:371;migrated Wiki glossary candidate;key=global:d3f62061509436b52334		e06e20678d53e35d528d81bf0654741542709a1c92aecc4f0d620f04530cd9cb
AUTH-00371	MT-02687	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ヘルカ	WGS-0371		zhCN	赫露迦	3f84ec7fbc0ea2028acb3d23d283b60fb51bc3b1fc115368cc6a9723e5055a1b	860251fb0fdcc4457ad64ad45458d67968d56e1dc8a092ecdf9935b6e756173a	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:372;official old-CN dump absent for this late character; Wiki selected;key=global:4ac89a50b94120a2e6a3		ef67f9b376460d9c7e699aa875b4ede8b67ebb63e223b5eb58498db0b1b617a8
AUTH-00372	MT-02688	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギア	WGS-0372		zhCN	Magia	c9a0af6626c0498343b0d6e8e4e6d9e1454188e8e8b0423bd77d0a1f6ce8a65b	c299f3f67367696048fa795d457affd648e99931589ec83dddad9f9c7e97ed41	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:373;migrated Wiki glossary candidate;key=global:7fe43141e7ea31f9094b		4408d0e3470db4af8ad5b08563b6a9bd098d64dbdad7bea13437d98deb35077c
AUTH-00373	MT-02689	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギアダメージ	WGS-0373		zhCN	Magia伤害	95a295565f11250521a8d14cf50667fbccb2f0666ee06abaa9f729d6136b526e	b9c9a9f9431889f3e907c12da10938443198a206c07be76fa801e18babbd21fa	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:374;migrated Wiki glossary candidate;key=global:8225e43811490d7a2926		4af6307b9ca86da01928624e40a74471f2b727190f34c24028014ad40c03a3ab
AUTH-00374	MT-02690	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギアダメージDOWN	WGS-0374		zhCN	Magia伤害DOWN	82e6142e51b3b328d1557b3cd6ae180a8b0faaba0bed4bf1a055d8da53eed983	bc40d9dd35ca0fad8b353403ac6e30c9fba786436502e91cd666e3e911a211f7	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:375;migrated Wiki glossary candidate;key=global:74d303ad72db2d828d82		d662b7d85b9f140a3e5bb4722f990959c5a67b47dcfb5a8c57688cbb58cf6f1a
AUTH-00375	MT-02691	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギアダメージUP	WGS-0375		zhCN	Magia伤害UP	3b9edb5156385eb9ac463529b090208d121beb2bbe535c8dbe90c92e34eadfb6	c095c394a0e338cfcdaebe8c014b05f3da0f2a2472073ea3a664cf75ba860c34	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:376;migrated Wiki glossary candidate;key=global:d5ed521eca6d202dbb01		e48c2236dbd8d0e9a6e3794f616361ca22172646ff45db6af7ade503b9514a4d
AUTH-00376	MT-02692	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギアダメージカット	WGS-0376		zhCN	Magia伤害削减	b745c752271d9ea287e4fcb860397514e9a4955d7f29b31494201fb1134d5999	e2e6a55f00fca46792f872cd38211a0759b40d6bf04cde307271b5dc786c8fb2	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:377;migrated Wiki glossary candidate;key=global:67fb7b37182e51b946e7		92683e3698de12169999d153f1721ea18ca9f43f617a89e08adff4ba400ca1b4
AUTH-00377	MT-02693	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギアダメージカット状態	WGS-0377		zhCN	Magia伤害削减状态	9d292ea69fdbec4b8e2400cc9a7f810bbb374f5b4f5eb43d36a40fd49502c68e	df4bac47b6016c0035a9a14ccbebba54657f8133e429f088185cd4b94e4a05e1	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:378;migrated Wiki glossary candidate;key=global:d6ce624dfd0ecf70162f		9543b781f67dbd21ea95901b5528946eb1e9027abca6625e5213effe569c5630
AUTH-00378	MT-02694	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギアチップ	WGS-0378		zhCN	魔法碎片	e7962c19dee447f7f68ac15bb2540c5f58d3c8fd9b147074e437e9e19ed202f0	4ddc4f21caeb0ed4e0e802a22e1000cd0721fa7398558a3aba1f0f966bfdca28	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:379;migrated Wiki glossary candidate;key=global:97847889177a6f607b00		a2a0b0a9b367fe072afaac3a12c89dc6a22538868c5e639aed48fe013ce7a8b1
AUTH-00379	MT-02695	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギアレコード	WGS-0379		zhCN	魔法纪录	3aebc4d2aebac6daa42942574d7cf312e59ba223fd3623914241fe2a8b8c88b1	0b3e89e171f72e83d667f6f96b77dd0e355857cc45d328e8debeb822b5c85166	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:380;migrated Wiki glossary candidate;key=global:0b4487429e39c6b37b63		91458ed0bd2040a84c36debe2e4448598d90ba4ac0281b2e73a9e3cb86ba11fe
AUTH-00380	MT-02696	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギア不可	WGS-0380		zhCN	Magia封印	4ff38fd0c769ce92d38a9da87c25eee3cc3a3f8eb84a9aee401f1075fecadfcc	9e3973eb98fb8f9abff95f719906a8b87288068c527f6b073f99b40303568ddf	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:381;migrated Wiki glossary candidate;key=global:5b0b381745575d74a391		78a265a45fa0eeb84f6e9e89f08893ba38fb988fd49ac438a0fec33db7eb2f76
AUTH-00381	MT-02697	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マギア不可無効	WGS-0381		zhCN	Magia封印无效	a314120a7744721fcec30ffe602d75507a6c854b9a2b0e298575d06b3757e0db	71b482c42369f2b78defba15715cd0aba580a251d6156b7964fdc169ca229ce5	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:382;migrated Wiki glossary candidate;key=global:fb77a3bf7a7be7ec68c4		7d90c42533a47f921d61dec2565c7eb19fd8846bc66d2de52511dec857fca2ef
AUTH-00382	MT-02698	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マシマサキ	WGS-0382		zhCN	[https://www.pixiv.net/member.php?id=18403608 マシマサキ（Mashimas	4be0c3db859a5c310009af81618cf60cc831c34b8b8137510c0b4dcb4e50c52b	f943aa43c6793ac929cdfb6df99330a3aa6c3b17c8ad8a10313e763002b60124	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:383;migrated Wiki glossary candidate;key=global:0c6ce821733450b46157		f1ac904b5c411d0efb8821f15c598f3dc2e39881884588119bd203c72c18f995
AUTH-00383	MT-02699	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マシマサキ、さくら小春（QP:flapper）	WGS-0383		zhCN	[https://www.pixiv.net/member.php?id=18403608 マシマサキ（Mashimas	4be0c3db859a5c310009af81618cf60cc831c34b8b8137510c0b4dcb4e50c52b	24d4c34bc11d0328ad0f5bd557d7285107566c58d6d2c8f6721351df5fdeab2d	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:384;migrated Wiki glossary candidate;key=global:a2fd125ce333e0b85b9f		fb4ec967b26819fd3ec1679f1934658e0a49ce524f3ab463983e5883a76a8587
AUTH-00384	MT-02700	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マスコットのタテガミ	WGS-0384		zhCN	吉祥物的鬃毛	2dd6939d2014a625e6187a9d5a609a4fa3dd3d1a00e5d6314f8b8147e0adce19	0f75a87494a3e4be1877a195f89d62ddda435f111d24546826179df581e809e4	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:385;migrated Wiki glossary candidate;key=global:46b71936b9a9b5dff390		203566909abbeac8b1b255c4a1ca8d3b5482ae373aa7430ad0068c6e7420e777
AUTH-00385	MT-02701	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マスタジェム	WGS-0385		zhCN	全能宝石	7e6610aabc9f38d5cc2a65a230cdaaa45ed8207059d485314064fa8d33c1cc1f	81a76299de1744c66a58e30fd9269f44b4f4da00ae82245cc1babe5b11bfe3c2	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:386;migrated Wiki glossary candidate;key=global:55b896bc1c029eb36fa8		6ef45084f737f3774464777eb4cba82c8f41a3a6efa7b81450b26a51a3179980
AUTH-00386	MT-02702	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マスタジェム+	WGS-0386		zhCN	全能宝石+	d7cdfdbf5663cd76a07f9dd389603137fc6efcf0a6aee1cc88d1739d577cce27	f9bf76ba5e87edc5b8ef323e86f998744f2184f6647622f7510b40321029dcf2	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:387;migrated Wiki glossary candidate;key=global:92fd3c2a6ca3cb4d9dd0		b7698eeaaf023f784bdd529e5162988f1d86b73e21911a454319e73a2bd304a7
AUTH-00387	MT-02703	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マスタジェム++	WGS-0387		zhCN	全能宝石++	ecb57e421307d2e53595611cc1c78787edfcf7449325096675f4ace281052c7b	7a2faaba62afbb5c19063ec43ca19061c3aff9d21f076121e92efadc6eb33425	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:388;migrated Wiki glossary candidate;key=global:06567e1c49603b34f31f		0e2ff820d4eb88e4c3a56cff405b40453686fe41f58382c8206ca0a97b942110
AUTH-00388	MT-02704	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マスタージェム	WGS-0388		zhCN	全能宝石	7e6610aabc9f38d5cc2a65a230cdaaa45ed8207059d485314064fa8d33c1cc1f	dea8cd763843cf2e319b368a0fc6d3fb648d25e50fea659c7464cf49977f6c2c	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:389;migrated Wiki glossary candidate;key=global:6d78d1f7f40d31f5f22f		f717766dfc47cfc07f1afb948b0c3038abdeeb6155ade90b4ffcac878a05cbf1
AUTH-00389	MT-02705	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マスタージェム+	WGS-0389		zhCN	全能宝石+	d7cdfdbf5663cd76a07f9dd389603137fc6efcf0a6aee1cc88d1739d577cce27	71347f6058501e25aa72322f24d8036333899eea718654a0a648bdabb717fcb8	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:390;migrated Wiki glossary candidate;key=global:6c706b34e61df1b77f80		e76fba6511bdadc3236a02d40f2242b057f12c81fffa81d5c3d898843eb2b889
AUTH-00390	MT-02706	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マスタージェム++	WGS-0390		zhCN	全能宝石++	ecb57e421307d2e53595611cc1c78787edfcf7449325096675f4ace281052c7b	1f5fc61454a0aadd08232f72e49df8b9160ea7cc574a1263e076db455d0b1c8f	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:391;migrated Wiki glossary candidate;key=global:d96077b0d1c5a0f07e41		016f1bb10eb97694a47ec5d7089ee7e73d66bf283f59a70e965c9983df779e7c
AUTH-00391	MT-02707	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	マチビト馬の車輪	WGS-0391		zhCN	待人马的车轮	4a15497da368077afbf27138729cce8909ee7ee19cd736796d6cda11687f8241	99b4ee233bdc3db723737e4f685b778e22c70309bf4d77f25a1456ee172f8133	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:392;migrated Wiki glossary candidate;key=global:df570b51b5ec0fc43878		25dfd8f68e59e3de34632be425239523284795688711aaa41bff95522ac11c4c
AUTH-00392	MT-02708	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ミスティック	WGS-0392		zhCN	神秘	c23f818e6f7369bb41cd6dd49362516d1c7638bc14cdc316137001c42b0174b8	ad7517f4c67778a26c94913137c894a95716f1b277fa58d0b36fa0cf3a9a4d78	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:393;migrated Wiki glossary candidate;key=global:3ceaf6f2d9aa4f7e4950		310318688797c03c3c0770394e78a6c10de3d789ae387e1a936aaf4c829e57de
AUTH-00393	MT-02709	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ミラーズ	WGS-0393		zhCN	镜界	7abb7f8dce0fc26e8f6dae8169e3333fbb06ea56725e0a27c0ab3f9cca62352a	d1a030f068708619bcc79758aaa2f4e7c0b87466108128963fcbbd51a7aa2311	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:394;migrated Wiki glossary candidate;key=global:6c36f39c614969da2263		d5581c98967cef67051abd71cf648334cd148bf0ddffe2ae49b2c7194cd9804d
AUTH-00394	MT-02710	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ミラーズコイン	WGS-0394		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	86528dddeaf7f0ef92025d8929eb4bbb3c17cae71430a58125be4349d9b3e923	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:395;migrated Wiki glossary candidate;key=global:571612228b57c9545d05		fe457171cfd3ff7ee61b97671c34f6f73ddf415b12a6702098faf975b814ac81
AUTH-00395	MT-02711	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ムラ黒江	WGS-0395		zhCN	[https://x.com/toyphel_mc 村黑江]	dc37b8a53a298ce4aff9db679341d43b730cc67c4a41ccdc7b85ca32a98da472	45f530ea90c743740a6377b15515dcd48ee0c708003dbcb464f6598ef281d5b3	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:396;migrated Wiki glossary candidate;key=global:29446dec29d69ffffbf3		47a17be1ed65a05ffa2eada6af66dfa64fa25e8903ab818257398cbe07cf148d
AUTH-00396	MT-02712	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	メダル入手時	WGS-0396		zhCN	奖牌获得时	cb25bd945874a735c80ab20cdff2e228a60ae1e6d250ac0cb723a41916f43164	a1cc8e531baab082c512689c879e8856498bfbdb894af1e780e6923966c8b991	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:397;migrated Wiki glossary candidate;key=global:a219b0f6c9c2f0a4a417		2dd35d7b73b9e274a3d38b656084f1f580c329e9067b87c0d02331db84a04442
AUTH-00397	MT-02713	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	メリッサの錬金薬	WGS-0397		zhCN	梅丽莎的炼金药	85708ef1ade64f931f9e1c237697c86e9799cc21861799047047219e5c6ad701	9547516ac02ba41c2cd2d0a627e038439d982212808658453c9b3f6d75fd6f6c	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:398;migrated Wiki glossary candidate;key=global:fa2a415edc6be6f843da		0998cc017c47b64b4837b9de8ff957c1a58777b0428d0227e7f240e134028786
AUTH-00398	MT-02714	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	メリッサの髪飾り	WGS-0398		zhCN	梅丽莎的发饰	9006748e2b803407a21baefb15be36697fefddf1b4e74f2395e82d639e1197f7	5ede6720f1071ba8ec4fc4724d876928941ab96285edd5be483f4c8be6041c95	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:399;migrated Wiki glossary candidate;key=global:2df31df6ac68fe316abd		915777e0103a566c0742875000a5203dd645825fd1cc3b2bf3fe516b5f811b0a
AUTH-00399	MT-02715	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	メールのグライダー	WGS-0399		zhCN	邮件的滑翔机	eafe9839b9a0b4e1525e4b70fa16f06386f20f0f81bd16da1a97ba97b90125f8	2448d414e86ce7e62ac76ecbe4fee64b20920563fe609220f4f9334799684ba8	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:400;migrated Wiki glossary candidate;key=global:0426ccafeff17996a003		b62d9c647c0f9d1a03d421fcece4342a74780b7f76cd407dcede70bb4de2a7ec
AUTH-00400	MT-02716	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ヤスダスズヒト	WGS-0400		zhCN	[https://x.com/suzupin 安田典生]	1939074cb271309a3bb8a6f28353cb833eb52dd261d8981aa94358e89e1eee54	ff12052654652015370da83069a910edeed8896f4e32789ec60e302bd1c860df	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:401;migrated Wiki glossary candidate;key=global:2c8bc6cbd8b49c993340		04d147b40c2c34fe39bcb3ddd19ddfbe86951b2469581e8491faffbf2e975ea5
AUTH-00401	MT-02717	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ユメおと	WGS-0401		zhCN	梦音	c6a11d478f4cf73530c609f46a9951fb73f7d5d2f5c4c5791630467417e2ede1	3fb241ff531a9f8b429560679cc92fcacc98008b08e1187354a692c0f4c827e0	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:402;migrated Wiki glossary candidate;key=global:4b76419f97c0334cd3b8		6294ed10ba42246ab63489c8637df1cf6ce4081615ed04b28a3ec646f2baecfc
AUTH-00402	MT-02718	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ライトオーブ	WGS-0402		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	8566461e96904299d2960830f7f0499b7c864ff58ab820177804c2ad7c3d31fc	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:403;migrated Wiki glossary candidate;key=global:10b637b30a83ab25623d		7e8b374b144b4c44fbfe56b2982236635515a9491b4b3fbb82bb5ca90fd11fce
AUTH-00403	MT-02719	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ライトオーブ+	WGS-0403		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	1806b844bc025df25cf10fc365f8b2c248fb9de8543550f7e054f1c568946cf8	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:404;migrated Wiki glossary candidate;key=global:c579ea021cf66e11a091		0f9625e6f5f4b6bea75b4bd7262e5ca94dae89b8f6c400ee9bdce1916660149c
AUTH-00404	MT-02720	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ライトオーブ++	WGS-0404		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	1a7bda9cb02df5baf9f40fa9bb0d1dbe353ea49773b11155b2c2989dbb7f7e47	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:405;migrated Wiki glossary candidate;key=global:b237051a2e36de2cb71a		61d035492c4a92f1beb3fd0bde5fd8c9ec419ebb099d9175638cc4de5cc37167
AUTH-00405	MT-02721	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ライトジェム	WGS-0405		zhCN	光宝石	fc8efa399a2fde7d6b922069190a7443b2f54078caaa854761b3097f1dfb8580	dd3a0e4c6d39204b157a9fd0ce3d17c0618ba066528d8983a7283f04f7071829	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:406;migrated Wiki glossary candidate;key=global:607821711b86431595d3		306d756f20997acdeaf920af5db25f0451752da34e73ea0aa56855aad9ba6e51
AUTH-00406	MT-02722	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ライトジェム+	WGS-0406		zhCN	光宝石+	5dff94d050b301102f97c1fef35d5dcb6f01ba3a5446042143e9a92551faac01	900c5eedf662432d8695d2abf6f14da10786b0a8b069c1c7ea8f3dd73c26cf9d	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:407;migrated Wiki glossary candidate;key=global:ff13b52f0d36d86a6a05		641a497c8456e9ff8cc3e470d8063ec0160e4194b2393a673a909851d1bf45bc
AUTH-00407	MT-02723	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ライトジェム++	WGS-0407		zhCN	光宝石++	823148a6523451a8d88b5aca17f882828790910d124a9267e43ff254e4541755	dd4212a0fbd3d51dbdf402b0708d98f50112ae42b0aa5d3209f27863baf4cb2f	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:408;migrated Wiki glossary candidate;key=global:ae5c4e1177156e03e6d9		388f735eba51aafc9feacf73c0c482651c8c5389b68e37542fc41bf557a99d70
AUTH-00408	MT-02724	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ライトブック	WGS-0408		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	4b334e89d0ceabc084fd9de4505e6ca3c24ec03d72345b7b9cb3806ac073c887	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:409;migrated Wiki glossary candidate;key=global:67d367729e5d6f712fc4		b70bab4d18c67b9fd7a75ee1868587a06c6fff40abdf5d7ba34ccd68f7dc248b
AUTH-00409	MT-02725	machine-review-master	2-wiki	wiki	wiki	offline_authority_support	i18n/glossary.tsv	source-term	ライトブック+	WGS-0409		zhCN	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	ef85e90c6ba26f8dcf2de935471489e4a7736732b41819caa4ba4f292cbf3fa0	authority-support-available	wiki-authority-support-available	i18n/generated/input-provenance.tsv:410;migrated Wiki glossary candidate;key=global:94933084f4bc6620fbf0		75b742d417f73765c654524eff23f28249a0169cdfaa9c0b5ccbd7453502ae90
