item_id	category	path	geometry_status	old_size	current_size	reference_count	reference_evidence	old_cn_source	current_us_reference	product_target	old_sha256	current_sha256	reason	required_action	authority	write_performed
SOURCE-IMG-0031	unresolved-actionable	resource/image_web/event/arenaMission/1006/matching/btn_change.png	same-geometry	184x42	184x42	1	totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\matching\btn_change.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\matching\btn_change.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\matching\btn_change.png	3da7f136b9a82f4156e0f858b691382506d1606b58b2622aa4b9bab6ebb99691	93e03813f8c71cb436f94115550133d14987f9067a67c9a53acc4510453b4e9f	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0032	unresolved-actionable	resource/image_web/event/arenaMission/1006/matching/btn_mirrors_formation.png	same-geometry	182x52	182x52	1	totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\matching\btn_mirrors_formation.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\matching\btn_mirrors_formation.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\matching\btn_mirrors_formation.png	bb52902fe6aa1f21ff275e513c7c6b72b39aee23d5a7802290a1a3c181927b08	aef4104a8877be8b4aec19aac1be3a68df5eb5021bb6d13c9d7749a9df58168b	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0033	unresolved-actionable	resource/image_web/event/arenaMission/1006/matching/enemy_icon_equal.png	same-geometry	82x30	82x30	2	totentanz:css/event/arenaMission/EventArenaMissionStage.css | totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\matching\enemy_icon_equal.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\matching\enemy_icon_equal.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\matching\enemy_icon_equal.png	1234b8e2dac4fa13e5de015bfecffd98190e40522aee35756105faf067185d10	867d1d52887d424abdf0427d5bf42bbf08a709570d9c2ed5ba1715532b04ab90	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0034	unresolved-actionable	resource/image_web/event/arenaMission/1006/matching/enemy_icon_lower.png	same-geometry	82x30	82x30	2	totentanz:css/event/arenaMission/EventArenaMissionStage.css | totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\matching\enemy_icon_lower.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\matching\enemy_icon_lower.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\matching\enemy_icon_lower.png	b76cfb7dd8965598422df03f03ad61753272736b1ecf02e4cb3c858dcf3831aa	1b1a4c4f9a987af18867738b71252e8bf2f2b1af77b74346965d9291af9f341e	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0035	unresolved-actionable	resource/image_web/event/arenaMission/1006/matching/enemy_icon_upper.png	same-geometry	82x30	82x30	2	totentanz:css/event/arenaMission/EventArenaMissionStage.css | totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\matching\enemy_icon_upper.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\matching\enemy_icon_upper.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\matching\enemy_icon_upper.png	a74c0ed46f9daf6618b9df1e6ca0b75e82b9bcec9f87cfe8bbb02fc290e2153b	aaebf0fd0f31072a7b69c562766e4de9d232234cdf807d169961db4b38218def	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0036	unresolved-actionable	resource/image_web/event/arenaMission/1006/matching/infinite_enemy_pt.png	same-geometry	284x48	284x48	1	totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\matching\infinite_enemy_pt.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\matching\infinite_enemy_pt.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\matching\infinite_enemy_pt.png	179818a394701d9f608ef94acf7c1863e83b7ecbb35ef446209f8040c6b644a5	f44d63ea721560fda8b444769e63c2c08de48b2cc292b9c0ff257fbadb59fe66	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0037	unresolved-actionable	resource/image_web/event/arenaMission/1006/matching/infinite_pt_base.png	same-geometry	380x28	380x28	1	totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\matching\infinite_pt_base.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\matching\infinite_pt_base.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\matching\infinite_pt_base.png	b8c1da2578c90c6983ba95e6f1149183f5c02ddff1b9e77c8296ebbe98cdaf5c	dad8810affbc6dbd2ef6d0cfe3bf6442b88770955d0808205e431150f2e36975	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0038	unresolved-actionable	resource/image_web/event/arenaMission/1006/matching/team_pt_base.png	same-geometry	380x28	380x28	1	totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\matching\team_pt_base.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\matching\team_pt_base.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\matching\team_pt_base.png	a473a5ad09f0fb8c50afc7c3501cf68cc80ec2382d33931fd1eb1057058bf63a	e4aa81b7ef1603deb600bce02613b3955f7ec219128db6944ed611c029e8944b	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0039	unresolved-actionable	resource/image_web/event/arenaranking/common/bg_battle_count.png	same-geometry	176x98	176x98	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\bg_battle_count.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\bg_battle_count.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\bg_battle_count.png	24f1e7e17d20594940e65e68876da13326164faf7f3fa31a7514c8a5562cbedd	f1d1e2d8eb8b482d3fa018bb68320e94b8598a2ca604dc395dda740c569da787	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0040	unresolved-actionable	resource/image_web/event/arenaranking/common/btn_event_history.png	same-geometry	146x50	146x50	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\btn_event_history.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\btn_event_history.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\btn_event_history.png	55779ce310b471ff0f5047c148ab0cba51d2a579e2155b795ca2c10250695501	50628f4190422819b999563b86f1e776d1e6fbca8db7dba9b129aced1e4d0731	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0041	unresolved-actionable	resource/image_web/event/arenaranking/common/btn_ranking.png	same-geometry	344x344	344x344	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\btn_ranking.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\btn_ranking.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\btn_ranking.png	0b2e2243a52c9801ddaa2988d219d8fbc2862cc085b16c88e54ea479aa5347a9	2e00719d860db39d3f03ea46ec222c422cf710ab20995d13723c645f134da376	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0042	unresolved-actionable	resource/image_web/event/arenaranking/common/btn_ranking_gray.png	same-geometry	344x344	344x344	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\btn_ranking_gray.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\btn_ranking_gray.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\btn_ranking_gray.png	fcc18c8bf2f495be2937f840ac40291bb048d8d74296e02a4a11bb416d522eb7	4549ae80a71c9d4222b97f44ac97a7a5258f323b113d6a39d254e124630196a4	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0043	unresolved-actionable	resource/image_web/event/arenaranking/common/confirm/enemy_bonus_team_bg.png	same-geometry	496x42	496x42	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\confirm\enemy_bonus_team_bg.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\confirm\enemy_bonus_team_bg.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\confirm\enemy_bonus_team_bg.png	2099aed219e994dd9838a40827fb1ee88fbc62881c9572504eaf2809ff2b6a4c	8c6086f778dbc9502e2aba07c6b681a290851cc98229d924845b957495d1ca04	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0044	unresolved-actionable	resource/image_web/event/arenaranking/common/match/bg_break.png	same-geometry	230x60	230x60	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\match\bg_break.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\match\bg_break.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\match\bg_break.png	0718ce00fe1694a81ea51bb06e6dbee59ce79409bbbf74f483014d17125a2336	a1f82db64759664ea79e8f057207efe3f27ef948c09c29f8b4405795acb4b347	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0045	unresolved-actionable	resource/image_web/event/arenaranking/common/match/btn_change_free.png	same-geometry	202x42	202x42	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\match\btn_change_free.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\match\btn_change_free.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\match\btn_change_free.png	2523c6e8df9325dede71de90dd334625a2058b7cc142ae73086bdc2c381ae232	3c531f11418e693e98c8a529f589891f6d799dff617d0ca37a8ca607e98b8e69	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0046	unresolved-actionable	resource/image_web/event/arenaranking/common/match/enemy_select_header.png	same-geometry	598x28	598x28	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\match\enemy_select_header.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\match\enemy_select_header.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\match\enemy_select_header.png	8aa8b6a3f02f43daaeb194a6ccc25b29871e62d0e625a318c335c946e472979d	221ab7aa5d53c768feff44afad5176fd992fbc660f266bc527e17757a977549d	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0047	unresolved-actionable	resource/image_web/event/arenaranking/common/match/icon_bonus_point.png	same-geometry	75x24	75x24	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\match\icon_bonus_point.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\match\icon_bonus_point.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\match\icon_bonus_point.png	bd9f5f1cf18c7f2d75b8e14956ba625fef6fd4f951d5fa96eb1b9a66716df520	738cf87d46d76aa2d5fd53ff650104644a4f17240f79ffebcb5ecc749a4c6c81	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0048	unresolved-actionable	resource/image_web/event/arenaranking/common/status_counting.png	same-geometry	162x36	162x36	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\status_counting.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\status_counting.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\status_counting.png	fa0c2b52bb200fce28449e90c4c031a7e50617e40f6210b9dea6a73359ee3daf	06697f6ec3f5fedf0c0af6f46bd29b840c477300a40e1f60c0e7fb4f76438ede	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0049	unresolved-actionable	resource/image_web/event/arenaranking/common/status_ongoing.png	same-geometry	162x36	162x36	1	totentanz:css/arena/ArenaCommon.css	A:\magicaOLD\resource\image_web\event\arenaranking\common\status_ongoing.png	A:\totentanz-frontend\resource\image_web\event\arenaranking\common\status_ongoing.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaranking\common\status_ongoing.png	65607192ab3a3481a26296025729dc46527c45642df33b7ef246090239af4ec6	7099b1788d0939b41f36edf76752af7aa2d1f170aa4232101ec0288e16f274bd	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0050	unresolved-actionable	resource/image_web/event/branch/common/story_clear_b.png	same-geometry	344x52	344x52	1	totentanz:css/event/branch/EventBranch.css	A:\magicaOLD\resource\image_web\event\branch\common\story_clear_b.png	A:\totentanz-frontend\resource\image_web\event\branch\common\story_clear_b.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\branch\common\story_clear_b.png	badb00a118001476628f6cf6566c6f06b9dabb2fc5d6e55ee8d1ae637ab9e3fb	0aa8ce3e8dcac1e11dfcbb6e01787be868354f21af10f98707644805b3281e2b	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0051	unresolved-actionable	resource/image_web/event/dungeon/common/btn_close.png	same-geometry	138x44	138x44	1	totentanz:css/event/dungeon/EventDungeonMap.css	A:\magicaOLD\resource\image_web\event\dungeon\common\btn_close.png	A:\totentanz-frontend\resource\image_web\event\dungeon\common\btn_close.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\dungeon\common\btn_close.png	944f3865a76656b32294c025e4b8e135dc090f832062fd39c5fac04dc0b3dd29	4c4b25021c97efe0c67b2f2c375ec49b1ee7d7898dba659d926b086dc251f23e	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0052	unresolved-actionable	resource/image_web/event/dungeon/common/btn_cure.png	same-geometry	130x48	130x48	1	totentanz:css/event/dungeon/EventDungeonMap.css	A:\magicaOLD\resource\image_web\event\dungeon\common\btn_cure.png	A:\totentanz-frontend\resource\image_web\event\dungeon\common\btn_cure.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\dungeon\common\btn_cure.png	9cb25408e715cd964707991fe2eb764892e17e84addde8e8394331eccae0e755	92631734f65b20a57b38cdef06ec37087e7477c58986fd2303fbd4d67e83bf88	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0053	unresolved-actionable	resource/image_web/event/dungeon/common/btn_cure_gray.png	same-geometry	130x48	130x48	1	totentanz:css/event/dungeon/EventDungeonMap.css	A:\magicaOLD\resource\image_web\event\dungeon\common\btn_cure_gray.png	A:\totentanz-frontend\resource\image_web\event\dungeon\common\btn_cure_gray.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\dungeon\common\btn_cure_gray.png	a597dd343c2f3afe80ab3c14a94dbcbc43d6978ead0321c581df81dff7e12c48	d7331821c9ed7cb24b7c7807a488ed387aab01d7f9973d6324e6b2d08ab4f5bf	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0054	unresolved-actionable	resource/image_web/event/dungeon/common/icon_chara_list_die.png	same-geometry	80x24	80x24	1	totentanz:css/event/dungeon/EventDungeonMap.css	A:\magicaOLD\resource\image_web\event\dungeon\common\icon_chara_list_die.png	A:\totentanz-frontend\resource\image_web\event\dungeon\common\icon_chara_list_die.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\dungeon\common\icon_chara_list_die.png	903516100a9f901cb731a551ef306ef9a6f22c05a171cc0e329ff788a69e6ba7	fd3a6495d571d8fbb8c1b3ae9385226a7c863695ec79d34e76b75c198cfe85c6	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0055	unresolved-actionable	resource/image_web/event/dungeon/common/top/get.png	same-geometry	96x26	96x26	1	totentanz:css/event/dungeon/EventDungeonTop.css	A:\magicaOLD\resource\image_web\event\dungeon\common\top\get.png	A:\totentanz-frontend\resource\image_web\event\dungeon\common\top\get.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\dungeon\common\top\get.png	b8cb600388d49fd4858aa13922df6586446d67ce5a0f78d0f5b74d71b8c1af31	cb2a9fff827e79e051c7eb9c561301f421b1c3d0761009012be181ca40b703db	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0056	unresolved-actionable	resource/image_web/event/dungeon/common/top/header_mission.png	same-geometry	290x27	290x27	1	totentanz:css/event/dungeon/EventDungeonTop.css	A:\magicaOLD\resource\image_web\event\dungeon\common\top\header_mission.png	A:\totentanz-frontend\resource\image_web\event\dungeon\common\top\header_mission.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\dungeon\common\top\header_mission.png	e29f8becd26b71f1633d758f9af99a06315bc83c2b77ca6073a764ac98f59dfa	bf613881a7c6ceafaa55ebae2e8184073f1b71d98729bb075ca47d3ac3a831f6	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0057	unresolved-actionable	resource/image_web/event/dungeon/common/top/header_tips.png	same-geometry	290x27	290x27	1	totentanz:css/event/dungeon/EventDungeonTop.css	A:\magicaOLD\resource\image_web\event\dungeon\common\top\header_tips.png	A:\totentanz-frontend\resource\image_web\event\dungeon\common\top\header_tips.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\dungeon\common\top\header_tips.png	81afb83ddc96c8b276cef0c2c0c1329b3eb570dc2a66f6e7973bf2ab5a683cce	1f7bc258a5750f11d2f5bc0535244d3768154db688f96c3ac90c5bbeb28e4a9c	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0058	unresolved-actionable	resource/image_web/event/singleraid/common/animation/raid_mission_tx01.png	same-geometry	436x97	436x97	1	totentanz:css/test/RaidAnimationTest.css	A:\magicaOLD\resource\image_web\event\singleraid\common\animation\raid_mission_tx01.png	A:\totentanz-frontend\resource\image_web\event\singleraid\common\animation\raid_mission_tx01.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\singleraid\common\animation\raid_mission_tx01.png	5b617a173ef334a40b76cc80369956ba9d3a90882f81111e5917c4ce8f1973e4	e2f7444672f9957f3e1ae68c27ed25c45212665bf8e2c897a516de79b981ab5e	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0059	unresolved-actionable	resource/image_web/event/storyraid/common/boss/bg_comment.png	same-geometry	190x29	190x29	1	totentanz:css/event/storyraid/EventStoryRaidTop.css	A:\magicaOLD\resource\image_web\event\storyraid\common\boss\bg_comment.png	A:\totentanz-frontend\resource\image_web\event\storyraid\common\boss\bg_comment.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\storyraid\common\boss\bg_comment.png	8ab2ec415f9f775e12eddd9c3553a842b6a8a2508c996196f5dd4e60566d0d14	4b8626c29a45eb5e97c972447013fcf98fef99f69264e7d7305ca233fa4b2c6f	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0060	unresolved-actionable	resource/image_web/event/storyraid/common/boss/bg_quest_ap.png	same-geometry	190x29	190x29	1	totentanz:css/event/storyraid/EventStoryRaidTop.css	A:\magicaOLD\resource\image_web\event\storyraid\common\boss\bg_quest_ap.png	A:\totentanz-frontend\resource\image_web\event\storyraid\common\boss\bg_quest_ap.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\storyraid\common\boss\bg_quest_ap.png	5dc39edfc44b6abba67d9d00b6b28272a3cf4cd56b1ad15b15d9a534c90a979c	fa3544e3abb36c720fce3863d0df7d010bc2881367fbf8005b100f0578f1fcb9	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
