stable_key	group_type	col_id	field	upstream_value	official_cn_value	source_tier	match	source_path	target_path
help/05/06/text	05	06	text	■同じメモリア同士を合成すると、レベル上限を上げることができます。<br>メモリア限界突破は1枚あたり4回可能で、レベル上限を4段階まで上昇することができます。<br/>4回限界突破をおこなうと、スキル・アビリティが強化されるメモリアも存在します。	■合成相同记忆结晶后，即可提升等级上限。<br>1枚记忆结晶可进行4次界限突破，可将等级上限上升至4阶段。<br/>也存在进行4次界限突破后，技能与能力得到强化的记忆结晶。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/05/07/title	05	07	title	売却	出售	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/05/07/text	05	07	text	■必要のないメモリアを売却し、カースチップ（CC）に変換することができます。売却したメモリアはなくなってしまいますのでご注意ください。	■可出售不需要的记忆结晶，将其变换为诅咒晶片（CC）。注意，出售的记忆结晶会消失。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/05/08/title	05	08	title	メモリア上限数	记忆结晶上限数	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/05/08/text	05	08	text	■メモリアは最大で400枚まで所持することができます。上限数を超えた状態ではガチャを引くことができません。<br>上限数を拡張することはできませんので、メモリア強化や売却などで上限以下にしてください。	■记忆结晶最多可持有400枚。在超出上限数的状态之下不可抽取扭蛋。<br>上限数是不可扩张的，因此，请用记忆结晶强化或出售等手段来将数量控制在上限以下。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/05/09/title	05	09	title	メモリアアーカイブ	记忆结晶档案	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/05/09/text	05	09	text	■メモリアアーカイブでは、今までに獲得したメモリアを閲覧できます。<br>メモリアをタップすることで、メモリアの詳細情報を確認することができます。	■可在记忆结晶档案中阅览至今为止获得的记忆结晶。<br>点击记忆结晶，即可查看记忆结晶的详细信息。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/05/10/title	05	10	title	メモリア保管庫	记忆结晶保管库	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/05/10/text	05	10	text	■売却せずに保管しておきたいメモリアをメモリア保管庫へ移すことができます。<br>保管中のメモリアを強化や限界突破、売却することはできません。	■若有不想出售的记忆结晶，可以将其移动到记忆结晶保管库中进行保管。<br>保管中的记忆结晶将无法进行强化、界限突破、出售等操作。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/@title	06		title	ストーリー	剧情	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/01/title	06	01	title	メインストーリー	主线剧情	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/01/text	06	01	text	■主人公「環いろは」を中心とした、マギアレコードのメインストーリーとなります。<br>メインストーリーのクエストをクリアするとチャレンジクエストが解放されます。<br>チャレンジクエストでは通常より高難度のバトルを楽しめます。<br>※チャレンジクエストはアップデートにて順次解放されていきます。	■魔法纪录的主线剧情将以主人公「环彩羽」为中心进行展开。<br>通关主线剧情副本可解放挑战副本<br>在挑战副本中可享玩比通常难度更高的战斗。<br>※挑战副本将通过升级依次解放。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/02/title	06	02	title	アナザーストーリー	支线剧情	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/02/text	06	02	text	■主人公とは別の、見滝原市から来た魔法少女たちの視点でストーリーを楽しむことができるクエストです。<br>アナザーストーリーは2章から存在し、メインストーリー2章をクリアすることで解放されます。	■在此副本中可观看从见泷原市来的魔法少女们所经历的故事。<br>支线剧情从第2章开始，主线剧情第2章通关后即可解放。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/03/title	06	03	title	魔法少女ストーリー	魔法少女剧情	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/03/text	06	03	text	■マギアレコードに登場する魔法少女たちのエピソードが楽しめるクエストです。<br>魔法少女ストーリーは以下の条件で解放されます。<br><br>・魔法少女を獲得する<br>・メインストーリーを特定のクエストまでクリアする<br>・そのキャラクターのエピソードレベルを上昇させる	■在此副本中可观看在魔法纪录中登场的魔法少女们的事件。<br>魔法少女剧情在达成以下条件后解放。<br><br>·获得魔法少女<br>·将主线剧情完成至特定副本<br>·提升该角色的事件等级。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/04/title	06	04	title	衣装ストーリー	衣装剧情	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/04/text	06	04	text	■仲間にした魔法少女の衣装にまつわるストーリーが楽しめるクエストです。衣装ストーリーは以下の条件で解放されます。<br><br>・魔法少女を獲得する<br>・ストーリー付きホーム衣装を獲得する<br>※魔法少女の初期衣装、魔法少女ストーリーのクリア報酬、クエストミッション報酬の衣装は<br>衣装ストーリーの対象外です。<br>イベント・キャンペーン報酬でストーリー付きの衣装を獲得してお楽しみください。	■在该副本中，可以欣赏关于已成为伙伴的魔法少女的衣装剧情。满足以下条件即可解锁衣装剧情：<br><br>・获得魔法少女<br>・获得附带剧情的主页衣装<br>※魔法少女的初始衣装、通关魔法少女剧情的报酬、副本任务报酬的衣装<br>皆不附带衣装剧情。<br>在活动・推广活动的报酬中获取附带剧情的衣装，尽情享受衣装剧情的故事吧。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/05/title	06	05	title	覚醒強化クエスト	觉醒强化副本	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/05/text	06	05	text	■魔法少女の成長に使う強化ジェムや、覚醒、マギア強化用の一部の素材が獲得できるクエストです。	■可以获得魔法少女成长所需的强化宝石，以及觉醒、Magia强化用的一部分素材的副本。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/06/title	06	06	title	ストーリーアーカイブ	剧情档案	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/06/text	06	06	text	■ストーリーアーカイブでは、今までに閲覧したストーリーを閲覧できます。	■剧情档案中，可以阅览迄今为止所有已读的剧情。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/07/title	06	07	title	未読イベントストーリー解放機能	解锁未读活动剧情	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/06/07/text	06	07	text	■追想の欠片を1個消費することで、未読イベントのストーリーを解放することができます。<br>・解放に必要な追想の欠片はミラーズコインショップ等で獲得できます。<br>・解放されるストーリーについては、そのイベントに含まれる全てのストーリーが解放されます。	■消费1枚追忆的碎片，可以解锁未阅读的活动剧情。<br>・解锁剧情所需的追忆的碎片可通过镜币商店等获得。<br>・解锁剧情时，会解锁该活动包含的所有剧情。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/@title	07		title	クエスト	副本	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/01/title	07	01	title	クエスト	副本	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/01/text	07	01	text	■クエストには必要APが設定されています。クエストを実行すると勝利しても敗北しても設定されたAPが消費されます。<br><br>戦闘は、プレイヤーが選択した結果に応じて、魔法少女が攻撃を行います。<br>その後、敵側の攻撃があり、1ターンが終了となります。	■副本中设有所需的AP。开始副本后，无论胜负都将花费已设定的AP。<br><br>战斗中，魔法少女将根据玩家的选择结果来进行攻击。<br>在敌方进行攻击后，1回合结束。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/02/title	07	02	title	戦闘（ディスク）	战斗（行动盘）	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/02/text	07	02	text	■戦闘では5枚のディスクから3枚を選択して魔法少女に指示を出します。<br>それぞれのディスクには魔法少女の絵柄が付いており、ディスクをタップすることで、その対象の魔法少女が攻撃を行います。<br>またディスクには、3種のコマンド効果（Accele／Blast／Charge）があります。<br><br>・Accele<br>攻撃時に得られるMPにボーナスが付きます。<br><br>・Blast<br>縦一列もしくは横一列の敵に範囲攻撃を行います。<br><br>・Charge<br>次の攻撃（チャージ以外の攻撃）がAcceleだった場合、マギアゲージ獲得量を上昇させます。<br/>次の攻撃（チャージ以外の攻撃）がBlastだった場合、与えるダメージ量を上昇させます。<br/>Chargeは続けて使用すればするほど、その効果は大きくなります。	■战斗中，从5枚行动盘中选择3枚，来对魔法少女作出指示。<br>每一枚行动盘上都带有魔法少女的纹饰，点击行动盘，与之对应的魔法少女将发动攻击。<br>此外，行动盘拥有3种指令效果（Accele／Blast／Charge）。<br><br>·Accele<br>附带攻击时可获得的MP。<br><br>·Blast<br>对一纵列或一横列的敌人实行范围攻击。<br><br>·Charge<br>下一次攻击（Charge以外的攻击）为Accele时，可使Magia蓄能条上升。<br/>下一次攻击（Charge以外的攻击）为Blast时，可使施加的伤害值上升。<br/>使用Charge次数越多，其效果就越大。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/03/title	07	03	title	コンボ	连击	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/03/text	07	03	text	■3枚のディスクを選択する際に、コマンド効果を合わせることでComboが発生します。<br><br>・Accele Combo<br>3枚すべて「Accele」で揃えることで発生します。<br>魔法少女全員のMPにボーナスが付き、マギアゲージがたまりやすくなります。<br><br>・Blast Combo<br>3枚すべて「Blast」で揃えることで発生します。<br>範囲攻撃のダメージにボーナスが付きます。<br>攻撃範囲は縦、横問わずどちらでも発生します。<br><br>・Charge Combo<br>3枚すべて「Charge」で揃えることで発生します。<br>Charge数を2増加させます。<br><br>・Puella Combo<br>3枚すべて同一の魔法少女で揃えることで発生します。<br>与えるダメージ量が大幅にアップします。<br><br>※Accele／Blast／ChargeのComboとPuella Comboが同時に発生した場合、効果は重複されます。	■选择3枚行动盘时，连击与指令效果一同发生。<br><br>·Accele连击<br>3枚「Accele」一齐发动即生效。<br>给魔法少女全员附赠MP奖励，Magia蓄能条的积攒速度变快。<br><br>·Blast连击<br>3枚「Blast」一齐发动即生效。<br>附赠攻击范围内的伤害奖励。<br>不分横纵进行大范围攻击。<br><br>·Charge连击<br>3枚「Charge」一齐发动即生效。<br>Charge数增加2。<br><br>·Puella连击<br>3枚行动盘的纹饰为同一魔法少女时即生效。<br>施加的伤害量大幅上升。<br><br>※当Accele／Blast／Charge连击与Puella连击同时发生的情况下，效果将进行叠加。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/04/title	07	04	title	HPゲージ	HP蓄能条	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/04/text	07	04	text	■HPゲージとは、各キャラクターの頭上に表示されているゲージです。<br>ダメージを受けHPがゼロになると、戦闘不能状態になります。	■HP蓄能条指各角色头顶上方表示的蓄能条。<br>受到伤害后当HP变为0时，即无法战斗。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/05/title	07	05	title	マギアゲージ	Magia蓄能条	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/05/text	07	05	text	■マギアゲージとは魔法少女のマギアが使用可能になるためのゲージです。<br>攻撃や被ダメージでMPが増加し、マギアゲージがたまります。<br/>ゲージを100%までためることでマギアが使用可能になります。<br/>ゲージを150%までためることでドッペルが使用可能になります。	■Magia蓄能条指魔法少女使用Magia的蓄能条。<br>攻击或受到伤害时MP增加，Magia蓄能条积攒能量。<br/>蓄能条积攒至100%即可使用Magia。<br/>蓄能条积攒至200%即可使用魔女化身。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/06/title	07	06	title	コネクト	Connect	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/06/text	07	06	text	■コネクトは、魔法少女が持つ固有の能力です。<br>コネクトを発動するには、以下の手順が必要です。<br><br>１、コネクトゲージを3までためる（コネクトゲージは、ディスクを使用することで増加します）<br>２、コネクトゲージが3たまっている魔法少女のディスクを、別の魔法少女にドラッグ&ドロップする<br>３、ディスクをドロップした魔法少女が攻撃する際に、絵柄の魔法少女のコネクトスキルが発動します。	■Connect指魔法少女持有的固有能力。<br>发动Connect需要进行以下步骤。<br><br>1.Connect蓄能条积攒至3（使用行动盘可使Connect蓄能槽增加）<br>2.将Connect蓄能条积攒至3的魔法少女的行动盘拖放至其他魔法少女上<br>3.被行动盘拖放到的魔法少女在进行攻击时，印有魔法少女纹饰的Connect技能会随即发动。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/07/title	07	07	title	スキル	技能	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/07/text	07	07	text	■魔法少女がスキルタイプのメモリアを装備していると戦闘中にスキルを使用することが可能です。<br>スキルは一度使用すると、一定ターン数が経過するまで再使用できません。	■魔法少女装备技能类型的记忆结晶后，可在战斗中使用技能。<br>使用1次技能之后，在经过一定的回合数之前无法再次使用。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/08/title	07	08	title	マギア	Magia	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/08/text	07	08	text	■魔法少女が持つ必殺技です。マギアゲージを100%ためることで発動できるようになります。	■魔法少女持有的必杀技。Magia蓄能条积攒至100%即可发动。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/09/title	07	09	title	ドッペル	魔女化身	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/09/text	07	09	text	■ドッペルとは、魔女の力を使って攻撃する最強の切り札です。<br>ドッペルが解放されている魔法少女のマギアゲージを150%ためることで発動できるようになります。	■魔女化身是指使用魔女之力进行攻击的最强王牌。<br>解放了魔女化身的魔法少女，其Magia蓄能条在积攒至200%时即可发动。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/10/title	07	10	title	状態異常	状态异常	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/10/text	07	10	text	■マギアレコードには、状態異常が数種類存在します。<br/>状態異常になると回避のスキル、アビリティが働かなくなります。また、それぞれに以下の効果があります。<br/><br/>・毒<br/>特定ターンの間、ダメージを受けます。<br/>・やけど<br/>特定ターンの間、ダメージを受け、不利な属性からのダメージが上昇します。<br/>・呪い<br/>特定ターンの間、ダメージを受け、不利な属性からのダメージが上昇します。<br/>また、HPが回復しなくなります。<br/><br/>・魅了<br/>特定ターンの間、行動不能になります。<br/>・スタン<br/>特定ターンの間、行動不能になり、不利な属性からのダメージが上昇します。<br/>・拘束<br/>特定ターンの間、行動不能になり、不利な属性からのダメージが上昇します。<br/>また、HPが回復しなくなります。<br/><br/>・霧<br/>攻撃が当たりにくくなります。<br/>・暗闇<br/>攻撃が当たりにくくなり、不利な属性からのダメージが上昇します。<br/>・幻惑<br/>攻撃が当たりにくくなり、不利な属性からのダメージが上昇します。<br/>また、HPが回復しなくなります。<br/><br/>・スキル不可<br/>メモリアによるスキルを使用できなくなります。<br/>・マギア不可<br/>マギア、ドッペルを放てなくなります。<br/><br/>・HP回復禁止<br/>HPが回復しなくなります。<br/>・MP回復禁止<br/>MPが回復しなくなります。(攻撃時のMP獲得には影響ありません。)	■魔法纪录中存在多种异常状态。<br/>处于异常状态后，回避技能和能力将无法奏效。此外，各异常状态拥有以下效果。<br/><br/>·毒<br/>在特定回合之内受到伤害。<br/>·灼伤<br/>在特定回合之内受到伤害，属性不利时伤害上升。<br/>·诅咒<br/>在特定回合之内受到伤害，属性不利时伤害上升。<br/>此外，HP将无法回复。<br/><br/>·诱惑<br/>在特定回合之内将无法行动。<br/>·麻痹<br/>在特定回合之内将无法行动，属性不利时伤害上升。<br/>·束缚<br/>在特定回合之内将无法行动，属性不利时伤害上升。<br/>此外，HP将无法回复。<br/><br/>·雾<br/>攻击将很难命中。<br/>·黑暗<br/>攻击将很难命中，属性不利时伤害上升。<br/>·迷惑<br/>攻击将很难命中，属性不利时伤害上升。<br/>此外，HP将无法回复。<br/><br/>·技能不可用<br/>记忆结晶的技能将无法使用。<br/>・Magia不可用<br/>Magia与魔女化身将无法释放。<br/><br/>・禁止回复HP<br/>HP将无法回复。<br/>・禁止回复MP<br/>MP将无法回复。(通过攻击获得MP不会受到影响。)	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/11/title	07	11	title	回避・クリティカル	闪避・暴击	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/11/text	07	11	text	■マギア・ドッペル・コネクト・メモリアスキルによって、「回避」「クリティカル」の<br />スキル効果が複数付与された場合は、効果が高い方のスキル効果が適用されます。	■通过Magia、魔女化身、Connect、记忆结晶等，同时获得多重<br />例如「闪避」和「暴击」这样的技能效果时，将会发动效果更强的那一个技能效果。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/12/title	07	12	title	コンティニュー	回到战斗	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/12/text	07	12	text	■戦闘で全滅したとき、マギアストーンを使用してコンティニューすることができます。<br>HPが全回復し、戦闘中に取得したアイテムも保持した状態で再開します。	■战斗中全员阵亡时，可使用魔法石来回到战斗。<br>回到战斗后，HP将全部回复，在战斗中获得的道具也不会丢失。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/13/title	07	13	title	クエストミッション	副本任务	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/13/text	07	13	text	■クエストごとに指定されている条件を満たすと、ミッションクリアとなりアイテムを獲得することができます。<br>ミッションの内容は、クエストバトル中のメニューもしくはクエスト選択画面で確認できます。	■满足副本所指定的条件后，即可完成任务并获得道具。<br>任务内容可在副本战斗中的菜单或副本选择画面中进行查看。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/14/title	07	14	title	オートバトル	自动战斗	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/07/14/text	07	14	text	■一度クリアしたクエストは、オートバトルをおこなえるようになります。<br/>クエスト画面右上の「AUTO」ボタンを押すことでオートバトルが始まります。<br/>クエストバトル中のメニュー内「オート設定」から、オートバトル中の<br/>コネクト・マギア・スキル使用について詳細設定が行えます。<br/><br/>※メインストーリー9章までの各クエストは初回プレイからオートバトルが行えます。<br/>&nbsp;&nbsp;ただし、特殊なバトルとなる以下のクエストは対象外となります。<br/>&nbsp;&nbsp;&nbsp;&nbsp;・3章7話BATTLE4<br/>&nbsp;&nbsp;&nbsp;&nbsp;・6章4話BATTLE2<br/>&nbsp;&nbsp;&nbsp;&nbsp;・6章4話BATTLE4	■在通关过一次的副本中可以开启自动战斗。<br/>按下副本画面右上角的「AUTO」按钮即可开始自动战斗。<br/>在副本战斗菜单的「自动设置」中，可以对<br/>自动战斗中的Connect、Magia及技能使用进行详细设置。<br/><br/>※至主线剧情第9章为止的各个副本可以在初次游玩时进行自动战斗。<br/>&nbsp;&nbsp;但是以下作为特殊战斗的副本不包含在内：<br/>&nbsp;&nbsp;&nbsp;&nbsp;・第3章7话BATTLE4<br/>&nbsp;&nbsp;&nbsp;&nbsp;・第6章4话BATTLE2<br/>&nbsp;&nbsp;&nbsp;&nbsp;・第6章4话BATTLE4	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/@title	08		title	チーム	队伍	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/01/title	08	01	title	チーム	队伍	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/01/text	08	01	text	■クエストに連れて行く魔法少女を設定します。<br>チームは、クエスト用とサポート編成、ミラーズ用の3種類設定することができます。<br><br>・クエスト編成<br>クエストに参加できる魔法少女を最大4人まで編成できます。<br>クエストチームは最大9種類まで設定でき、クエスト出撃前に選択することができます。<br>クエストは、編成した4人＋サポート1人の最大5人でバトルをおこないます。<br><br>・サポート編成<br>他ユーザーのサポートに使用される魔法少女を設定できます。<br>各属性につき、1人の魔法少女を設定することができます。<br><br>・ミラーズ編成<br>ミラーズに参加できる魔法少女を最大5人まで編成できます。	■设定带去执行副本的魔法少女。<br>可在队伍中设定副本专用、协助编成与镜界专用3种类型。<br><br>·副本编成<br>参加副本的魔法少女最多可编成4人。<br>最多设定9种副本编队，可在副本出击前进行选择。<br>副本中，最多由5人——已编成的4人+协助1人来进行战斗。<br/><br>·协助编成<br>可以设定用于协助其他玩家的魔法少女。<br/>每个属性可设定1名魔法少女。<br/><br/>·镜界编成<br>最多可编成5名魔法少女参与镜界。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/02/title	08	02	title	チーム編成	队伍编成	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/02/text	08	02	text	■「チーム」>「クエスト編成」もしくは「ミラーズ編成」で魔法少女を入れ替えることができます。<br>画面中のスロットをタッチすることで魔法少女を指定できます。<br>すでに指定されているメンバーをはずす場合はその魔法少女をタッチして「はずす」を選択してください。<br>クエスト編成では最大4人、ミラーズ編成では最大5人までの魔法少女をチームとして編成することができます。	■在「队伍」>「副本编成」或「镜界编成」中可替换魔法少女。<br>点击画面中的狭槽即可指定魔法少女。<br>将已指定的成员卸下时，请点击该魔法少女并选择「卸下」。<br>在副本中最多可编成4名魔法少女，在镜界中最多可编成5名魔法少女。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/03/title	08	03	title	魔法陣形	魔法阵型	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/03/text	08	03	text	■チームを編成する際に、魔法陣形を設定します。<br>魔法陣形には複数の種類が存在し、配置する場所によって魔法少女のパラメータが増減します。<br>魔法陣形はイベント報酬やショップなどで入手することができます。	■在编成队伍时，设定魔法阵形。<br>魔法阵形中存在多种类型，根据配置位置的不同，魔法少女的参数将有所增减。<br>魔法阵形可在活动报酬或商店获得。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/04/title	08	04	title	リーダー	队长	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/04/text	08	04	text	■チームの中から魔法少女を1人選択し、リーダーに設定することができます。<br>リーダーに設定した魔法少女は、エピソードPtにボーナスが得られるほか、クエストバトル時にディスクが出やすくなります。	■可在队伍中选择1名魔法少女，将其设定为队长。<br>设定为队长的魔法少女，可获得事件Pt的奖励，在战斗时行动盘的出现几率也将变大。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/05/title	08	05	title	サポート	协助	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/05/text	08	05	text	■所持している魔法少女から属性ごとに1人ずつサポートに設定することができます。<br>サポートに設定した魔法少女は、他のプレイヤーのクエストに助っ人として参戦します。<br/>NPC、相互フォローのサポートを選択した場合は30Pt、その他ユーザーのサポートを選択した場合は10PtサポートPtが獲得できます。	■可从已持有的魔法少女中选出助战，每种属性可设置一人。<br>设定为协助的魔法少女将在其他玩家的副本中作为助手参战。<br/>在选择NPC或是互为好友的玩家进行协助时可获得30Pt，选择其他用户可获得10Pt的协助Pt。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/06/title	08	06	title	メモリア	记忆结晶	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/06/text	08	06	text	■チーム単位で魔法少女にメモリアを装備させることができます。<br />メモリアの枚数はチーム単位でカウントされます。<br />例)1枚しか所持していないメモリアでも、チームが異なる場合は1枚を上限とし、複数のチームで装備することができます。	■能够以队伍为单位给魔法少女装备记忆结晶<br />记忆结晶的数量将以队伍为单位进行计算。<br />例)即使只拥有1枚记忆结晶，在每个队伍的上限为1枚时，也可以给复数的队伍装备。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/07/title	08	07	title	お任せ編成	自动编成	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/07/text	08	07	text	■チームに魔法少女とメモリアを自動で編成することができます。<br />・編成する魔法少女について、属性や編成の際に重視したい項目を指定することができます。<br />・メモリアについては、アビリティタイプ＞スキルタイプの順番で装備されます。<br />※装備されるメモリアについては、スキルやアビリティの内容に関係なく能力値を基準に装備されます。	■队伍中可以自动编成魔法少女和记忆结晶。<br />・在编成魔法少女时，可以指定属性或者编成时重视的项目。<br />・记忆结晶会按照能力类型＞技能类型的顺序进行装备。<br />※记忆结晶在装备时无关技能或能力，以属性值为基准进行装备。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/08/title	08	08	title	編成コピー	复制编队	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/08/08/text	08	08	text	■既に編成されているチームを編集中のチームへ呼び出しコピーすることができます。<br />・コピーされた編成は未確定の状態です。決定ボタンをタップすることで編成が保存されます。<br />・コピーされるのは陣形・魔法少女・メモリアになります。<br />&nbsp;&nbsp;チーム名についてはコピーされません。	■可以将已经编成的队伍召唤至正在编排的队伍进行复制。<br />・复制后的编队处于未确定的状态。点击确定按钮即可保存编队。<br />・复制内容为阵型、魔法少女、记忆结晶。<br />&nbsp;&nbsp;无法复制队伍名称。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/09/@title	09		title	フレンド	好友	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/09/01/title	09	01	title	フレンド	好友	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
