sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
40	pass17_official_override	cardMagiaMap.json	dict_key	90101	name	激情的最急板	激情的最急板	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/20044/name;cardMagiaMap.json/20045/name;cardMagiaMap.json/200455/name	882bd9c0dfa0c86285f6e0eacc685d6b42aa581dd8e8457d7e55f9354b773c47;5d714b5f3ed8ed641833db1bb0bcae2d7469b6cf9077417380b9d93d54f0136c;5b415f76f92085f94c1c47a20c9b4cf2b4da46bb4e3699804d968889e5d68e62	templates.jsonl.gz::Template:角色数据表/美樹 さやか#magia中文	e6dba4dceee53968a8a1ef5a8e0734285fcb2b6c604b5027e76b969760a60d17	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
41	pass17_first_authority	cardMagiaMap.json	dict_key	90104	name	时间停止Special	时间停止Special	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/20034/name;cardMagiaMap.json/20035/name;cardMagiaMap.json/200355/name	4dd315c27ff490e621bac3e5d2231ff8c9be42add815d7ac2582f1469aa40ee3;48cde1ba0457130da743a1dce907636b2ae849c71b1325db11a47568ffbcba5b;032c06ae2f0bde5b0d63d848e6b6ffe8fdfbf5a21edd6a03d66eca45e8278f9e	templates.jsonl.gz::Template:角色数据表/暁美 ほむら（眼鏡ver.）#magia中文	fa12ce79ee479fdde1ac3f7cd272fe301acc0fa3e747d7c90bf695cb6eb36d51	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
42	pass17_official_override	cardMagiaMap.json	dict_key	90108	name	激情的最急板	激情的最急板	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/20044/name;cardMagiaMap.json/20045/name;cardMagiaMap.json/200455/name	882bd9c0dfa0c86285f6e0eacc685d6b42aa581dd8e8457d7e55f9354b773c47;5d714b5f3ed8ed641833db1bb0bcae2d7469b6cf9077417380b9d93d54f0136c;5b415f76f92085f94c1c47a20c9b4cf2b4da46bb4e3699804d968889e5d68e62	templates.jsonl.gz::Template:角色数据表/美樹 さやか#magia中文	e6dba4dceee53968a8a1ef5a8e0734285fcb2b6c604b5027e76b969760a60d17	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
43	pass17_official_override	cardMagiaMap.json	dict_key	90111	name	通往未来的道路	通往未来的道路	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10011/name;cardMagiaMap.json/10012/name;cardMagiaMap.json/10013/name;cardMagiaMap.json/10014/name;cardMagiaMap.json/10015/name;cardMagiaMap.json/100155/name	59584ea694fee877bdd7e6ee155a261786cea08078edff83ca8777e0440a722c;2bb3b1d1215bdf7612e1cb546e82849e4df8b19d24485f1806cf4e7377a76bd2;1ef356471760d915b8443bcf0f8c13254ff424380b3677df1ac56f3f382f62cd;20a9b342676a464343e358873244af02b2760e6cda581d0376e9332973d6e3af;249857a74ad0363580e1cea7f628ec9b6694ef35325bd7e8f30b69c46834cbf6;99874db95d27c80e7491f5a9b5a5325e3cd6fe97e3d095d7b84551605c14a0fa	templates.jsonl.gz::Template:角色数据表/環 いろは#magia中文	8501d4d5dffdcbeda6bc6e4e5fef0b61339f91701fd6887c149e304805177b78	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
44	pass17_first_authority	cardMagiaMap.json	dict_key	90116	name	时间停止Special	时间停止Special	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/20034/name;cardMagiaMap.json/20035/name;cardMagiaMap.json/200355/name	4dd315c27ff490e621bac3e5d2231ff8c9be42add815d7ac2582f1469aa40ee3;48cde1ba0457130da743a1dce907636b2ae849c71b1325db11a47568ffbcba5b;032c06ae2f0bde5b0d63d848e6b6ffe8fdfbf5a21edd6a03d66eca45e8278f9e	templates.jsonl.gz::Template:角色数据表/暁美 ほむら（眼鏡ver.）#magia中文	fa12ce79ee479fdde1ac3f7cd272fe301acc0fa3e747d7c90bf695cb6eb36d51	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
45	pass17_official_override	cardMagiaMap.json	dict_key	90118	name	死亡糖果暴风	死亡糖果暴风	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10124/name;cardMagiaMap.json/10125/name;cardMagiaMap.json/101255/name	2715d3e20156df39a6abf08193f91db2d01ebfc3666ee93ca7e5861158c54739;45e7413804a11741b8c4875df7bfbde79a7a3a62aad5bb715133ce7a1f1c3149;fdd1612c2da88b2a42e9602502320efdb879d2f8aa5a8ca776a221376f460234	templates.jsonl.gz::Template:角色数据表/御園 かりん#magia中文	e98c4b2744c1c10dc396e55bf497a23aa6ad00ab1e0bc9ef2ea5cda219e2ec73	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
46	pass17_first_authority	cardMagiaMap.json	dict_key	90120	name	樱隐	樱隐	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10184/name;cardMagiaMap.json/10185/name;cardMagiaMap.json/101855/name	76ee3ca51e9d6600cc494e1b4ceed2afc05734d0832c24a6918c3088a0823713;ff8f8b2b52be7d037ff6f2c7f9684e543109f8f4eb6f4093d38af1c1cfabb0cf;eb0fe99e31e0ee9936db6dd329bb789ee0e5333082e0f95ce12cd3dfb48c6d3b	templates.jsonl.gz::Template:角色数据表/天音 月夜#magia中文	059b6b723e1458f8143b38ede2dc0e4a430be77122bb20d60c7b30d84a9e9ad8	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
47	pass17_first_authority	cardMagiaMap.json	dict_key	90121	name	樱语	樱语	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10193/name;cardMagiaMap.json/10194/name;cardMagiaMap.json/10195/name	7211f57b6e7e92dffd6888521f1a06cea8290aae9ee95cedd68bc33eafe3f924;e3d36481f49e434dd5113a565fecc6f7854b95e73b3466d4e623b623052ad49d;dd25746a8287314ef4f718e7210144d512a804370c5306ccc692a88efec5a69a	templates.jsonl.gz::Template:角色数据表/天音 月咲#magia中文	2570ba796e046c9b6ac0f64c9f213d1b248b02232c086702f03bd9a47e850af0	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
48	pass17_official_override	cardMagiaMap.json	dict_key	90134	name	光辉万丈	光辉万丈	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/40214/name;cardMagiaMap.json/40215/name;cardMagiaMap.json/402155/name	850729487d2191399f35d26bdb4daf44808ce143d3f3bf5e50f3416131fbf0d6;8c25ea65cee79a56830eaf71a12defb2f271d59687751ce41b8946a5611c01e0;ec4c2efff67938a5ada072d713ca3d03346170e39392974d9db80ffa557d6838	templates.jsonl.gz::Template:角色数据表/タルト#magia中文	df4ca45880d340e9f8ec079eb713e024fe999645d58f6f21faefeb29fbeb184a	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
49	pass17_first_authority	cardMagiaMap.json	dict_key	90138	name	宠爱的魔女化身	宠爱的魔女化身	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	doppelList.json/303200/name	6faaac783c79903ff810a0c54b976fb91ce82fd1228994853dbd33e6857fe820	templates.jsonl.gz::Template:角色数据表/梢 麻友#doppel中文	3932981b56a55482fc3e6414368f9a014e4ee1b6bc11f40e091383fbd8648ac8	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
50	pass17_official_override	cardMagiaMap.json	dict_key	90140	name	通向辉煌路的书页	通向辉煌路的书页	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30112/name;cardMagiaMap.json/30113/name;cardMagiaMap.json/30114/name;cardMagiaMap.json/30115/name	20750cafb349e3c484f8c738e1d18a070fbf10db1f6319aef7bb05ced410c043;27818055493fffa44f51fae3ec562a17615920f1fc3d4f228f87aefa83f31bfe;f8e9a21c134a3b7857d98749247a76b5c5533803ec9b2f496c7a27c45672c9fc;da538e4ee5eaf798cdf17d8452eebd8d4193811cabaf8d48c7321c15e72d048f	templates.jsonl.gz::Template:角色数据表/夏目 かこ#magia中文	fed2ca68f4f48389b8726d3a2732e10118df0a3713cdd20b8e8e754f13cd1162	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
51	pass17_official_override	cardMagiaMap.json	dict_key	90144	name	通往未来的道路	通往未来的道路	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10011/name;cardMagiaMap.json/10012/name;cardMagiaMap.json/10013/name;cardMagiaMap.json/10014/name;cardMagiaMap.json/10015/name;cardMagiaMap.json/100155/name	59584ea694fee877bdd7e6ee155a261786cea08078edff83ca8777e0440a722c;2bb3b1d1215bdf7612e1cb546e82849e4df8b19d24485f1806cf4e7377a76bd2;1ef356471760d915b8443bcf0f8c13254ff424380b3677df1ac56f3f382f62cd;20a9b342676a464343e358873244af02b2760e6cda581d0376e9332973d6e3af;249857a74ad0363580e1cea7f628ec9b6694ef35325bd7e8f30b69c46834cbf6;99874db95d27c80e7491f5a9b5a5325e3cd6fe97e3d095d7b84551605c14a0fa	templates.jsonl.gz::Template:角色数据表/環 いろは#magia中文	8501d4d5dffdcbeda6bc6e4e5fef0b61339f91701fd6887c149e304805177b78	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
52	pass17_official_override	cardMagiaMap.json	dict_key	90159	name	激情的最急板	激情的最急板	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/20044/name;cardMagiaMap.json/20045/name;cardMagiaMap.json/200455/name	882bd9c0dfa0c86285f6e0eacc685d6b42aa581dd8e8457d7e55f9354b773c47;5d714b5f3ed8ed641833db1bb0bcae2d7469b6cf9077417380b9d93d54f0136c;5b415f76f92085f94c1c47a20c9b4cf2b4da46bb4e3699804d968889e5d68e62	templates.jsonl.gz::Template:角色数据表/美樹 さやか#magia中文	e6dba4dceee53968a8a1ef5a8e0734285fcb2b6c604b5027e76b969760a60d17	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
53	pass17_first_authority	cardMagiaMap.json	dict_key	90160	name	樱隐	樱隐	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10184/name;cardMagiaMap.json/10185/name;cardMagiaMap.json/101855/name	76ee3ca51e9d6600cc494e1b4ceed2afc05734d0832c24a6918c3088a0823713;ff8f8b2b52be7d037ff6f2c7f9684e543109f8f4eb6f4093d38af1c1cfabb0cf;eb0fe99e31e0ee9936db6dd329bb789ee0e5333082e0f95ce12cd3dfb48c6d3b	templates.jsonl.gz::Template:角色数据表/天音 月夜#magia中文	059b6b723e1458f8143b38ede2dc0e4a430be77122bb20d60c7b30d84a9e9ad8	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
54	pass17_first_authority	cardMagiaMap.json	dict_key	90161	name	樱语	樱语	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10193/name;cardMagiaMap.json/10194/name;cardMagiaMap.json/10195/name	7211f57b6e7e92dffd6888521f1a06cea8290aae9ee95cedd68bc33eafe3f924;e3d36481f49e434dd5113a565fecc6f7854b95e73b3466d4e623b623052ad49d;dd25746a8287314ef4f718e7210144d512a804370c5306ccc692a88efec5a69a	templates.jsonl.gz::Template:角色数据表/天音 月咲#magia中文	2570ba796e046c9b6ac0f64c9f213d1b248b02232c086702f03bd9a47e850af0	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
55	pass17_official_override	cardMagiaMap.json	dict_key	90163	name	超越极限	超越极限	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/40114/name;cardMagiaMap.json/40115/name	237ac126d9bc2d633ac704c6f4570bccec9d8f51b3771663577f3979d22d43e0;53b7f24816c57ec3151fce852bcbeb11df6d982fc70b7b39ebc80e9b5759a2bf	templates.jsonl.gz::Template:角色数据表/かずみ#magia中文	2804a008223053e8607acfa8860d50e97eb98d15267e4e8adeca18bb46e6c415	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
56	pass17_official_override	cardMagiaMap.json	dict_key	90170	name	继承之炎	继承之炎	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/40314/name;cardMagiaMap.json/40315/name	55f60dc46ecb5f6f96272ed28bd549e0f3f85e5248a1b55aa0ae6dd45ba46871;3661d4ea1a8307094eba6f198580f1eea3045d09e489dde021313d438a413f77	templates.jsonl.gz::Template:角色数据表/天乃 鈴音#magia中文	4c85887793db6bdc53096992ae61af8db83b9ab4b4ced4d543cc769032e75885	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
57	pass17_official_override	cardMagiaMap.json	dict_key	90172	name	连环巨拳	连环巨拳	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30082/name;cardMagiaMap.json/30083/name;cardMagiaMap.json/30084/name	7d0263e894263f2c7c7c3433e1574c03e0650eb683ca393e9cf5bb1a5a48c81b;ef80049cb58ec3a52ebad1e8e7201a665f05e9771d11dbc238fd1d5bc92f29c7;8be789cd1e64fbec53b9cb4a73eece4e42d3fbdf72e48cf6ff45302a0fa186c2	templates.jsonl.gz::Template:角色数据表/志伸 あきら#magia中文	33dcf6030a0a26e9406506c4c6e7c2f09c5d16b11be46e87b5a97ee7663c6d93	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
58	pass17_official_override	cardMagiaMap.json	dict_key	90177	name	最大输出战斗	最大输出战斗	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/40333/name;cardMagiaMap.json/40334/name;cardMagiaMap.json/40335/name;cardMagiaMap.json/403355/name	0d078aa500df4913de61dcbada940fbdd1f26a29775a1e5954a90c90efe89e1f;e38eabfe589596e3d115e34fad76f09ba190e89656445f9af838de252eca1550;69a030b40ebd773c1ad9832e3e1e58cc1907f6bfea26e2de770c8ea53dc8141a;acd98eb9ea7e4bb2df21bd20567033d5b4a00d80d902e889c55ccbeb60927de2	templates.jsonl.gz::Template:角色数据表/成見 亜里紗#magia中文	839bbcb39fd009414d589920b157bab0aa3e8b5de83c4b3cc7ede68a8488de58	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
59	pass17_first_authority	cardMagiaMap.json	dict_key	90178	name	漆黑的阿卡纳	漆黑的阿卡纳	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30373/name;cardMagiaMap.json/30374/name	d4ccf38a66ec079962b047810e511e302dad7e3c3bd6b81f09a5c083c807a583;c572c8ad27eb47cdfddca50cbea750578668a16e2d428723f472f07e7775900a	templates.jsonl.gz::Template:角色数据表/安名 メル#magia中文	ea3d746d3ba46da6708cd80dab8684fcd89af63419f1dbcba1232d72ee74ce0b	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
60	pass17_official_override	cardMagiaMap.json	dict_key	90182	name	真龙闪光爪牙	真龙闪光爪牙	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10133/name;cardMagiaMap.json/10134/name;cardMagiaMap.json/10135/name;cardMagiaMap.json/101355/name	4717764a2d13c9ce0e58447d9f885db5c919c3317168bf908172f195c28f4f36;d19c1065246f0747a7ddf07a4c3cfa90893146dc36ce40e9da07bb7cd8219279;b94377b553bab4d610244255682d97115841241841ac97ba1855475334ccccad;fdffd2993cf5c832842799d4ed3f501ae7ae2f883b797b56872592151154c91c	templates.jsonl.gz::Template:角色数据表/竜城 明日香#magia中文	2a9899a398076686186c967a65f5c4fd5f1b543adf17c3063199ca44acb57448	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
61	pass17_official_override	cardMagiaMap.json	dict_key	90184	name	通往未来的道路	通往未来的道路	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10011/name;cardMagiaMap.json/10012/name;cardMagiaMap.json/10013/name;cardMagiaMap.json/10014/name;cardMagiaMap.json/10015/name;cardMagiaMap.json/100155/name	59584ea694fee877bdd7e6ee155a261786cea08078edff83ca8777e0440a722c;2bb3b1d1215bdf7612e1cb546e82849e4df8b19d24485f1806cf4e7377a76bd2;1ef356471760d915b8443bcf0f8c13254ff424380b3677df1ac56f3f382f62cd;20a9b342676a464343e358873244af02b2760e6cda581d0376e9332973d6e3af;249857a74ad0363580e1cea7f628ec9b6694ef35325bd7e8f30b69c46834cbf6;99874db95d27c80e7491f5a9b5a5325e3cd6fe97e3d095d7b84551605c14a0fa	templates.jsonl.gz::Template:角色数据表/環 いろは#magia中文	8501d4d5dffdcbeda6bc6e4e5fef0b61339f91701fd6887c149e304805177b78	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
62	pass17_official_override	cardMagiaMap.json	dict_key	90185	name	终极大锤	终极大锤	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10052/name;cardMagiaMap.json/10053/name;cardMagiaMap.json/10054/name;cardMagiaMap.json/10055/name;cardMagiaMap.json/100555/name	0e06cdeafea900ae2f87fe3541b238d85f7f6a04950276d63e1ce1ba4662fb9f;3b63f879e787b9495d8930cb98b1afc9e2627283f1a4af90e93f7bb62d849377;c63f39762d17206d964759b1ec70b384abae5e7681d113f3878dcb96888318d7;1fa7715e05fbd0739a86b9143e994afc301891faa2420241658e8055cc3bb4b5;bf80385ec8c742d2333009bfdc0c0657704fd5568b24aba306777dd3692d3bf2	templates.jsonl.gz::Template:角色数据表/深月 フェリシア#magia中文	5eac553c47edbf4f5cba4578bc7eb11ada573efec8b8fb0bdc50c807f44719a5	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
63	pass17_official_override	cardMagiaMap.json	dict_key	90188	name	激情的最急板	激情的最急板	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/20044/name;cardMagiaMap.json/20045/name;cardMagiaMap.json/200455/name	882bd9c0dfa0c86285f6e0eacc685d6b42aa581dd8e8457d7e55f9354b773c47;5d714b5f3ed8ed641833db1bb0bcae2d7469b6cf9077417380b9d93d54f0136c;5b415f76f92085f94c1c47a20c9b4cf2b4da46bb4e3699804d968889e5d68e62	templates.jsonl.gz::Template:角色数据表/美樹 さやか#magia中文	e6dba4dceee53968a8a1ef5a8e0734285fcb2b6c604b5027e76b969760a60d17	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
64	pass17_first_authority	cardMagiaMap.json	dict_key	90190	name	时间停止Special	时间停止Special	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/20034/name;cardMagiaMap.json/20035/name;cardMagiaMap.json/200355/name	4dd315c27ff490e621bac3e5d2231ff8c9be42add815d7ac2582f1469aa40ee3;48cde1ba0457130da743a1dce907636b2ae849c71b1325db11a47568ffbcba5b;032c06ae2f0bde5b0d63d848e6b6ffe8fdfbf5a21edd6a03d66eca45e8278f9e	templates.jsonl.gz::Template:角色数据表/暁美 ほむら（眼鏡ver.）#magia中文	fa12ce79ee479fdde1ac3f7cd272fe301acc0fa3e747d7c90bf695cb6eb36d51	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
65	pass17_official_override	cardMagiaMap.json	dict_key	90191	name	Nine Phases	Nine Phases	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10084/name;cardMagiaMap.json/10085/name	a086f67809c21f79c4a0b5b8cc45299277a52fad9f04a79823e8a18ac10b7b5b;2de982279d20e199e16c3e8968f044bb4dd076face7ff832ae187ab2667ae3d1	templates.jsonl.gz::Template:角色数据表/アリナ・グレイ#magia中文	21fe0ce1be2bea018712762fb042397b0a840953e8c7c5d4bf1fed34afcfb74a	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
66	pass17_first_authority	cardMagiaMap.json	dict_key	90193	name	樱隐	樱隐	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10184/name;cardMagiaMap.json/10185/name;cardMagiaMap.json/101855/name	76ee3ca51e9d6600cc494e1b4ceed2afc05734d0832c24a6918c3088a0823713;ff8f8b2b52be7d037ff6f2c7f9684e543109f8f4eb6f4093d38af1c1cfabb0cf;eb0fe99e31e0ee9936db6dd329bb789ee0e5333082e0f95ce12cd3dfb48c6d3b	templates.jsonl.gz::Template:角色数据表/天音 月夜#magia中文	059b6b723e1458f8143b38ede2dc0e4a430be77122bb20d60c7b30d84a9e9ad8	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
67	pass17_first_authority	cardMagiaMap.json	dict_key	90195	name	樱语	樱语	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10193/name;cardMagiaMap.json/10194/name;cardMagiaMap.json/10195/name	7211f57b6e7e92dffd6888521f1a06cea8290aae9ee95cedd68bc33eafe3f924;e3d36481f49e434dd5113a565fecc6f7854b95e73b3466d4e623b623052ad49d;dd25746a8287314ef4f718e7210144d512a804370c5306ccc692a88efec5a69a	templates.jsonl.gz::Template:角色数据表/天音 月咲#magia中文	2570ba796e046c9b6ac0f64c9f213d1b248b02232c086702f03bd9a47e850af0	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
68	pass17_official_override	cardMagiaMap.json	dict_key	90196	name	火焰之环	火焰之环	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30133/name;cardMagiaMap.json/30134/name	d597c70699812381ae2921a7f682dab6e603b97455f6d3d26601ed3946f9077b;167f119f0de97b08ef0e8d6a12fa8b88b45ecb20218f348d21fcb5e1f3476728	templates.jsonl.gz::Template:角色数据表/伊吹 れいら#magia中文	c4faf2596620d374ffedc13f23bdbcd3c85f3ea66fb7074a0b66859e6017dfde	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
69	pass17_official_override	cardMagiaMap.json	dict_key	90197	name	召唤之波	召唤之波	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30142/name;cardMagiaMap.json/30143/name;cardMagiaMap.json/30144/name	fb40a1d35a45f542cc8b7b3daf97883e8cc5d386023b0b7dade0deb11ce7fe15;f9dd186ef308da0eafb8f77607ec967194021a2ae39e2592c3768e66854fde34;91ab19fac08c97a9139af7df241b3226087e0fdfc46d6073aa2d4a161df037d4	templates.jsonl.gz::Template:角色数据表/桑水 せいか#magia中文	e4cbf9baab066a090eb9be6e35574047f1bae85f72c72bde8134b148a3b52d29	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
70	pass17_official_override	cardMagiaMap.json	dict_key	90198	name	突刺荆棘之箭	突刺荆棘之箭	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30154/name;cardMagiaMap.json/30155/name;cardMagiaMap.json/301555/name	1706f028b881d85ab9786ed6d2424fc9d6da239c3ac7871ec63eb78d0bbb0b97;1c166968d239089915ebfb8b1cabec43f74b354e4d239490d04d7a70ab9d471f;21feda1747acc16ab2471be9c47d566f928250f94fcee52fbe2440fcd7ea4a8b	templates.jsonl.gz::Template:角色数据表/相野 みと#magia中文	e6b386ad61d6c9bbaacaa3f7d4ee4e1a08082ca3064a61ba18b43205fd2eae88	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
71	pass17_official_override	cardMagiaMap.json	dict_key	90202	name	通向辉煌路的书页	通向辉煌路的书页	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30112/name;cardMagiaMap.json/30113/name;cardMagiaMap.json/30114/name;cardMagiaMap.json/30115/name	20750cafb349e3c484f8c738e1d18a070fbf10db1f6319aef7bb05ced410c043;27818055493fffa44f51fae3ec562a17615920f1fc3d4f228f87aefa83f31bfe;f8e9a21c134a3b7857d98749247a76b5c5533803ec9b2f496c7a27c45672c9fc;da538e4ee5eaf798cdf17d8452eebd8d4193811cabaf8d48c7321c15e72d048f	templates.jsonl.gz::Template:角色数据表/夏目 かこ#magia中文	fed2ca68f4f48389b8726d3a2732e10118df0a3713cdd20b8e8e754f13cd1162	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
72	pass17_official_override	cardMagiaMap.json	dict_key	90211	name	真龙闪光爪牙	真龙闪光爪牙	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10133/name;cardMagiaMap.json/10134/name;cardMagiaMap.json/10135/name;cardMagiaMap.json/101355/name	4717764a2d13c9ce0e58447d9f885db5c919c3317168bf908172f195c28f4f36;d19c1065246f0747a7ddf07a4c3cfa90893146dc36ce40e9da07bb7cd8219279;b94377b553bab4d610244255682d97115841241841ac97ba1855475334ccccad;fdffd2993cf5c832842799d4ed3f501ae7ae2f883b797b56872592151154c91c	templates.jsonl.gz::Template:角色数据表/竜城 明日香#magia中文	2a9899a398076686186c967a65f5c4fd5f1b543adf17c3063199ca44acb57448	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
73	pass17_official_override	cardMagiaMap.json	dict_key	90213	name	魂之救赎	魂之救赎	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30254/name;cardMagiaMap.json/30255/name;cardMagiaMap.json/302555/name	c2b8261c83dd37942f8d36512fc8d97ac2af2a41ecc9e24d0da96a5c683245ce;ae0f6637a852cafe23b8873461aba721cc7afde3f29a2133b1f8784daac2ff76;36d94c990cbdf0c0b35bffcbef255b42db48ba85a8aa780bbac03df70ea4ce03	templates.jsonl.gz::Template:角色数据表/五十鈴 れん#magia中文	3427f44c5bf8b858ce4e3d30c161bc07c805ce092a4e469b0365af7fa9b2ff79	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
74	pass17_official_override	cardMagiaMap.json	dict_key	90214	name	闪耀光束	闪耀光束	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30313/name;cardMagiaMap.json/30314/name;cardMagiaMap.json/303145/name	579f771ee2bb79f71190e0d207b4087ecbb42e492da03ff5a695938f74325aef;8309530e8bee56a66dabee85d9bbaf5076856f950c390b280277d850cb6a2858;ca55fc1da3c86b0f0d51226cb3cf7be91cd6ff41b1f3c52e22edac87163971a9	templates.jsonl.gz::Template:角色数据表/綾野 梨花#magia中文	70ef28f66ff659809a150b67714b88fc2832ca5697cce35e1fb6313a949e2d5e	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
75	pass17_official_override	cardMagiaMap.json	dict_key	90225	name	火焰之环	火焰之环	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30133/name;cardMagiaMap.json/30134/name	d597c70699812381ae2921a7f682dab6e603b97455f6d3d26601ed3946f9077b;167f119f0de97b08ef0e8d6a12fa8b88b45ecb20218f348d21fcb5e1f3476728	templates.jsonl.gz::Template:角色数据表/伊吹 れいら#magia中文	c4faf2596620d374ffedc13f23bdbcd3c85f3ea66fb7074a0b66859e6017dfde	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
