file	key	field	baseline	pass8	current	normalized_baseline	normalized_current	numeric_roman_signature_baseline	numeric_roman_signature_current	target_signature_baseline	target_signature_current	turn_signature_baseline	turn_signature_current	direction_signature_baseline	direction_signature_current	closed_normalization_equal	numeric_roman_equal	target_equal	turn_equal	direction_equal	failure_reasons	authority_type	source_locator	source_record_sha256	original_pass9_residual	pass14_residual	existing_ledger_overlap	runtime_byte_change	reason
cardMagiaMap.json	90206	shortDescription	对全体敌人造成伤害[Ⅳ] & 解除状态异常（全体） & HP回复（全体）	对敌方全体造成伤害[Ⅳ] & 解除异常状态(我方全体) & HP回复(我方全体)	对敌方全体造成伤害[Ⅳ] & 解除异常状态(我方全体) & HP回复(我方全体)	敌全伤害[iv]解除状态异常(味全)hp回复(味全)	敌全伤害[iv]解除状态异常(味全)hp回复(味全)	Ⅳ	Ⅳ	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL					true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90206/shortDescription/baseline	80afe4c5559ec645d0af87e8f5922656cb9a3330edf2499eee1dc59e88516d1d	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90214	shortDescription	对全体敌人造成伤害[Ⅰ] & 一定几率魅惑(全体敌人/1T)	对敌方全体造成伤害[Ⅰ] & 概率赋予诱惑(敌方全体/1T)	对敌方全体造成伤害[Ⅰ] & 概率赋予诱惑(敌方全体/1T)	敌全伤害[i]概率魅惑(敌全/1t)	敌全伤害[i]概率魅惑(敌全/1t)	Ⅰ|1	Ⅰ|1	ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL	1	1			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90214/shortDescription/baseline	6f2c9fee0979caf0ab49767199fcf8db8404bf0a759062e90e30aabaa02557c2	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90225	shortDescription	对单个敌人造成伤害[Ⅴ] & 解除状态异常（全体） 	对敌方单体造成伤害[Ⅴ] & 解除异常状态(我方全体)	对敌方单体造成伤害[Ⅴ] & 解除异常状态(我方全体)	敌单伤害[v]解除状态异常(味全)	敌单伤害[v]解除状态异常(味全)	Ⅴ	Ⅴ	ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL					true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90225/shortDescription/baseline	2730fbfe6d2690b3eb69f9fe2f3dba42209c4e15afd347be4fe4ed01dca8eb55	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90235	shortDescription	必定诅咒 & 必定毒 & 必定禁用Magia(全体敌人/1T) & 攻击力UP(全体/1T) & 对自己诅咒(1T)	必定赋予诅咒 & 必定赋予毒 & 必定Magia封印(敌方全体/1T) & 攻击力提升(我方全体/1T) & 诅咒自身(1T)	必定赋予诅咒 & 必定赋予毒 & 必定Magia封印(敌方全体/1T) & 攻击力提升(我方全体/1T) & 诅咒自身(1T)	必定诅咒必定毒必定禁用magia(敌全/1t)攻击力up(味全/1t)诅咒自(1t)	必定诅咒必定毒必定禁用magia(敌全/1t)攻击力up(味全/1t)诅咒自(1t)	1|1|1	1|1|1	ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ALLY_ALL|SELF	1|1|1	1|1|1	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90235/shortDescription/baseline	0f176a0553ccab0a02ee4855fcab932af854b47b79d87e3e6ba6ad3b790c2bc6	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90239	shortDescription	对全体敌人造成伤害[Ⅴ] & 一定几率暴击(全体/3T) & MP回复（全体） 	对敌方全体造成伤害[Ⅴ] & 概率暴击(我方全体/3T) & MP回复(我方全体)	对敌方全体造成伤害[Ⅴ] & 概率暴击(我方全体/3T) & MP回复(我方全体)	敌全伤害[v]概率暴击(味全/3t)mp回复(味全)	敌全伤害[v]概率暴击(味全/3t)mp回复(味全)	Ⅴ|3	Ⅴ|3	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL	3	3			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90239/shortDescription/baseline	5f83312837cee1d97683a17f71965729170dc615ce4984cb3761d3f39f5b5870	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90251	shortDescription	对全体敌人造成伤害[Ⅵ] & 拘束(全体敌人/1T) 	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T)	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T)	敌全伤害[vi]束缚(敌全/1t)	敌全伤害[vi]束缚(敌全/1t)	Ⅵ|1	Ⅵ|1	ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL	1	1			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90251/shortDescription/baseline	5e390c27745fec5117b9b6c81137afcae90e96ce05e121ba5098b0836f69532f	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90254	shortDescription	对单个敌人造成伤害[Ⅶ] & 必定魅惑 & 诅咒 ＆ 黑暗(单个敌人/1T) ＆ 解除状态强化 ＆ 攻击力UP(全体/1T)	对敌方单体造成伤害[Ⅶ] & 必定赋予诱惑 & 诅咒 & 黑暗(敌方单体/1T) & 解除状态强化 & 攻击力提升(我方全体/1T)	对敌方单体造成伤害[Ⅶ] & 必定赋予诱惑 & 诅咒 & 黑暗(敌方单体/1T) & 解除状态强化 & 攻击力提升(我方全体/1T)	敌单伤害[vii]必定魅惑诅咒黑暗(敌单/1t)解除状态强化攻击力up(味全/1t)	敌单伤害[vii]必定魅惑诅咒黑暗(敌单/1t)解除状态强化攻击力up(味全/1t)	Ⅶ|1|1	Ⅶ|1|1	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	1|1	1|1	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90254/shortDescription/baseline	547e5c189fb70e49c389aa3185ee3734af6b21bd8ab2f96f4253440e15b35eed	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90255	shortDescription	对单个敌人造成伤害[Ⅷ] & 必定魅惑 & 诅咒 ＆ 黑暗(单个敌人/1T) ＆ 解除状态强化 ＆ 攻击力UP(全体/1T)	对敌方单体造成伤害[Ⅷ] & 必定赋予诱惑 & 诅咒 & 黑暗(敌方单体/1T) & 解除状态强化 & 攻击力提升(我方全体/1T)	对敌方单体造成伤害[Ⅷ] & 必定赋予诱惑 & 诅咒 & 黑暗(敌方单体/1T) & 解除状态强化 & 攻击力提升(我方全体/1T)	敌单伤害[viii]必定魅惑诅咒黑暗(敌单/1t)解除状态强化攻击力up(味全/1t)	敌单伤害[viii]必定魅惑诅咒黑暗(敌单/1t)解除状态强化攻击力up(味全/1t)	Ⅷ|1|1	Ⅷ|1|1	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	1|1	1|1	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90255/shortDescription/baseline	1578034ef00a889c98fb25a0d4fcff50a7869d50a174311758577a0bce4d4b8b	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90271	shortDescription	对单个敌人造成属性强化伤害[Ⅶ] & 必定禁用技能（单体/2T) & Accele MP UP & 回避无效(全体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 必定技能封印(单个/2T) & Accele MP提升 & 回避无效(我方全体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 必定技能封印(单个/2T) & Accele MP提升 & 回避无效(我方全体/3T)	敌单属性强化伤害[vii]必定禁用技能(敌单/2t)accelempup回避无效(味全/3t)	敌单属性强化伤害[vii]必定禁用技能(敌单/2t)accelempup回避无效(味全/3t)	Ⅶ|2|3	Ⅶ|2|3	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	2|3	2|3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90271/shortDescription/baseline	da38b83f33a4bd5ab6d6f0ff947a11052935156167d2299c97ac51079471e9b5	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90276	shortDescription	对全体敌人造成伤害[Ⅶ] & 一定几率幻惑(全体敌人/1T) & 解除DEBUFF（全体）	对敌方全体造成伤害[Ⅶ] & 概率赋予迷惑(敌方全体/1T) & 解除Debuff(我方全体)	对敌方全体造成伤害[Ⅶ] & 概率赋予迷惑(敌方全体/1T) & 解除Debuff(我方全体)	敌全伤害[vii]概率幻惑(敌全/1t)解除debuff(味全)	敌全伤害[vii]概率幻惑(敌全/1t)解除debuff(味全)	Ⅶ|1	Ⅶ|1	ENEMY_ALL|ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ENEMY_ALL|ALLY_ALL	1	1			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90276/shortDescription/baseline	725c0629d71e27b5aef1f54b7fa7e0e6d380c3f392b36877806d68806cea1a7d	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90277	shortDescription	对单个敌人造成伤害[Ⅴ] & MP获得量DOWN & 防御力DOWN(单个敌人/3T) & HP回复(自己)	对敌方单体造成伤害[Ⅴ] & MP获得量下降 & 防御力下降(敌方单体/3T) & HP回复(自身)	对敌方单体造成伤害[Ⅴ] & MP获得量下降 & 防御力下降(敌方单体/3T) & HP回复(自身)	敌单伤害[v]mp获得量down防御力down(敌单/3t)hp回复(自)	敌单伤害[v]mp获得量down防御力down(敌单/3t)hp回复(自)	Ⅴ|3	Ⅴ|3	ENEMY_SINGLE|ENEMY_SINGLE|SELF	ENEMY_SINGLE|ENEMY_SINGLE|SELF	3	3	DOWN|DOWN	DOWN|DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90277/shortDescription/baseline	f1fce885cab58178f55ac39ffbe97b2a89ee641c89c3b2884c86cc9b6c2b7029	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90281	shortDescription	对全体敌人造成伤害 & Accele MP UP(全体/3T)	对敌方全体造成伤害 & Accele MP提升(我方全体/3T)	对敌方全体造成伤害 & Accele MP提升(我方全体/3T)	敌全伤害accelempup(味全/3t)	敌全伤害accelempup(味全/3t)	3	3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90281/shortDescription/baseline	11044efdb3b967271097916b444b02306d2dd2ed83dbec24fd764056f30e9e42	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90304	shortDescription	对单个敌人造成伤害[Ⅱ] & HP自动回复(全体/3T)& 解除状态异常（全体）	对敌方单体造成伤害[Ⅱ] & HP自动回复(我方全体/3T) & 解除异常状态(我方全体)	对敌方单体造成伤害[Ⅱ] & HP自动回复(我方全体/3T) & 解除异常状态(我方全体)	敌单伤害[ii]hp自动回复(味全/3t)解除状态异常(味全)	敌单伤害[ii]hp自动回复(味全/3t)解除状态异常(味全)	Ⅱ|3	Ⅱ|3	ENEMY_SINGLE|ALLY_ALL|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL|ALLY_ALL	3	3			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90304/shortDescription/baseline	6c40b841a645cdd41dd7047dbf6ad229006f6ee4850278c21bd9b8c4db354692	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90307	shortDescription	对单个敌人造成伤害[Ⅴ] & 必定禁用技能（单体/2T) & Accele MP UP & 一定几率回避无效(全体/3T)	对敌方单体造成伤害[Ⅴ] & 必定技能封印(单个/2T) & Accele MP提升 & 概率回避无效(我方全体/3T)	对敌方单体造成伤害[Ⅴ] & 必定技能封印(单个/2T) & Accele MP提升 & 概率回避无效(我方全体/3T)	敌单伤害[v]必定禁用技能(敌单/2t)accelempup概率回避无效(味全/3t)	敌单伤害[v]必定禁用技能(敌单/2t)accelempup概率回避无效(味全/3t)	Ⅴ|2|3	Ⅴ|2|3	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	2|3	2|3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90307/shortDescription/baseline	9580cc1c275275b0abd033c010c56dd8cd7e90468b3875fd7d1decba20f2ae91	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90311	shortDescription	纵向伤害[Ⅴ] & 防御力DOWN(敌方纵向/3T) & Accele MP UP(全体/3T)	纵向伤害[Ⅴ] & 防御力下降(纵向敌人/3T) & Accele MP提升(我方全体/3T)	纵向伤害[Ⅴ] & 防御力下降(纵向敌人/3T) & Accele MP提升(我方全体/3T)	纵向伤害[v]防御力down(敌纵/3t)accelempup(味全/3t)	纵向伤害[v]防御力down(敌纵/3t)accelempup(味全/3t)	Ⅴ|3|3	Ⅴ|3|3	ENEMY_VERTICAL|ENEMY_VERTICAL|ALLY_ALL	ENEMY_VERTICAL|ENEMY_VERTICAL|ALLY_ALL	3|3	3|3	DOWN|UP	DOWN|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90311/shortDescription/baseline	b751e36f4e23d10fb51de52f8b8eb5e8c7fd2802650acb52c8013a696eda2d65	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90324	shortDescription	对全体敌人造成伤害[Ⅶ] & HP越低威力越高 & 必定暴击(自己/2T) & HP回复(自己)	对敌方全体造成伤害[Ⅶ] & HP越低威力越大 & 必定暴击(自身/2T) & HP回复(自身)	对敌方全体造成伤害[Ⅶ] & HP越低威力越大 & 必定暴击(自身/2T) & HP回复(自身)	敌全伤害[vii]hp越低威力越高必定暴击(自/2t)hp回复(自)	敌全伤害[vii]hp越低威力越高必定暴击(自/2t)hp回复(自)	Ⅶ|2	Ⅶ|2	ENEMY_ALL|SELF|SELF	ENEMY_ALL|SELF|SELF	2	2			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90324/shortDescription/baseline	471024eca3e16ad56419d9d965a14e3d3ed602bf7e3c187573d43c151daeeaf4	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90329	shortDescription	对单个敌人造成伤害[Ⅴ] & 攻击力DOWN（单体/3T) & 伤害削减(自己/3T) & 必定挑衅(自己/1T) 	对敌方单体造成伤害[Ⅴ] & 攻击力下降(单个/3T) & 伤害削减(自身/3T) & 必定挑衅(自身/1T)	对敌方单体造成伤害[Ⅴ] & 攻击力下降(单个/3T) & 伤害削减(自身/3T) & 必定挑衅(自身/1T)	敌单伤害[v]攻击力down(敌单/3t)伤害削减(自/3t)必定挑衅(自/1t)	敌单伤害[v]攻击力down(敌单/3t)伤害削减(自/3t)必定挑衅(自/1t)	Ⅴ|3|3|1	Ⅴ|3|3|1	ENEMY_SINGLE|ENEMY_SINGLE|SELF|SELF	ENEMY_SINGLE|ENEMY_SINGLE|SELF|SELF	3|3|1	3|3|1	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90329/shortDescription/baseline	3762777e0bb592c18bfaa450a0c0df4dcf85f8c175916e8b78ff12ef9157a941	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90330	shortDescription	对单个敌人造成属性强化伤害[Ⅶ] & 解除BUFF(单个敌人) & 必定拘束(单个敌人/1T)	对敌方单体造成属性强化伤害[Ⅶ] & 解除Buff(敌方单体) & 必定赋予束缚(敌方单体/1T)	对敌方单体造成属性强化伤害[Ⅶ] & 解除Buff(敌方单体) & 必定赋予束缚(敌方单体/1T)	敌单属性强化伤害[vii]解除buff(敌单)必定束缚(敌单/1t)	敌单属性强化伤害[vii]解除buff(敌单)必定束缚(敌单/1t)	Ⅶ|1	Ⅶ|1	ENEMY_SINGLE|ENEMY_SINGLE|ENEMY_SINGLE	ENEMY_SINGLE|ENEMY_SINGLE|ENEMY_SINGLE	1	1			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90330/shortDescription/baseline	630fa659a92a6aec3b588a73921759c15283acdbf6ae3b136f928bf7957644a3	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90333	shortDescription	对全体敌人造成属性强化伤害[Ⅷ] & 解除DEBUFF（全体） & 攻击力UP & HP自动回复(全体/3T)	对敌方全体造成属性强化伤害[Ⅷ] & 解除Debuff(我方全体) & 攻击力提升 & HP自动回复(我方全体/3T)	对敌方全体造成属性强化伤害[Ⅷ] & 解除Debuff(我方全体) & 攻击力提升 & HP自动回复(我方全体/3T)	敌全属性强化伤害[viii]解除debuff(味全)攻击力uphp自动回复(味全/3t)	敌全属性强化伤害[viii]解除debuff(味全)攻击力uphp自动回复(味全/3t)	Ⅷ|3	Ⅷ|3	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90333/shortDescription/baseline	36088b6ccf5ec0e1ff950fed159b922faf8e50e34d71c89762cfe2181c94e5d3	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90334	shortDescription	对全体敌人造成伤害[Ⅴ] & 一定几率魅惑(全体敌人/1T)	对敌方全体造成伤害[Ⅴ] & 概率赋予诱惑(敌方全体/1T)	对敌方全体造成伤害[Ⅴ] & 概率赋予诱惑(敌方全体/1T)	敌全伤害[v]概率魅惑(敌全/1t)	敌全伤害[v]概率魅惑(敌全/1t)	Ⅴ|1	Ⅴ|1	ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL	1	1			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90334/shortDescription/baseline	edcdee82a1e648f2899f62704ae8c6cb720e7d17e4cf2ebe46f27ccc83846bac	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90335	shortDescription	对全体敌人造成伤害[Ⅶ] & 一定几率暴击 & 状态异常耐性UP(全体/3T)	对敌方全体造成伤害[Ⅶ] & 概率暴击 & 异常状态耐性提升(我方全体/3T)	对敌方全体造成伤害[Ⅶ] & 概率暴击 & 异常状态耐性提升(我方全体/3T)	敌全伤害[vii]概率暴击状态异常耐性up(味全/3t)	敌全伤害[vii]概率暴击状态异常耐性up(味全/3t)	Ⅶ|3	Ⅶ|3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90335/shortDescription/baseline	55aefe6d215814cdc3ecc56d0470d2af768ecb24532916ec8fd1a7829486df4a	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90339	shortDescription	对全体敌人造成伤害[Ⅶ] & 造成伤害DOWN(全体敌人/3T) & 幻惑(全体敌人/1T)	对敌方全体造成伤害[Ⅶ] & 伤害下降(敌方全体/3T) & 迷惑(敌方全体/1T)	对敌方全体造成伤害[Ⅶ] & 伤害下降(敌方全体/3T) & 迷惑(敌方全体/1T)	敌全伤害[vii]伤害down(敌全/3t)幻惑(敌全/1t)	敌全伤害[vii]伤害down(敌全/3t)幻惑(敌全/1t)	Ⅶ|3|1	Ⅶ|3|1	ENEMY_ALL|ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL|ENEMY_ALL	3|1	3|1	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90339/shortDescription/baseline	dc53166154e3fab3dcfeb72eae370730aa1bb2bb3ff0a4831e4c71f444154f48	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90341	shortDescription	纵向伤害[Ⅶ] & 防御力DOWN(敌方纵向/3T) & Accele MP UP(全体/3T) & HP回复（全体）	纵向伤害[Ⅶ] & 防御力下降(纵向敌人/3T) & Accele MP提升(我方全体/3T) & HP回复(我方全体)	纵向伤害[Ⅶ] & 防御力下降(纵向敌人/3T) & Accele MP提升(我方全体/3T) & HP回复(我方全体)	纵向伤害[vii]防御力down(敌纵/3t)accelempup(味全/3t)hp回复(味全)	纵向伤害[vii]防御力down(敌纵/3t)accelempup(味全/3t)hp回复(味全)	Ⅶ|3|3	Ⅶ|3|3	ENEMY_VERTICAL|ENEMY_VERTICAL|ALLY_ALL|ALLY_ALL	ENEMY_VERTICAL|ENEMY_VERTICAL|ALLY_ALL|ALLY_ALL	3|3	3|3	DOWN|UP	DOWN|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90341/shortDescription/baseline	50b0229bae3e2d2486c40da0de4d8087b0a7b8639d0185048828e397eea95d86	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90343	shortDescription	对单个敌人造成属性强化伤害[Ⅶ] & 攻击力DOWN & Magia伤害DOWN(单个敌人/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 攻击力下降 & Magia伤害下降(敌方单体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 攻击力下降 & Magia伤害下降(敌方单体/3T)	敌单属性强化伤害[vii]攻击力downmagia伤害down(敌单/3t)	敌单属性强化伤害[vii]攻击力downmagia伤害down(敌单/3t)	Ⅶ|3	Ⅶ|3	ENEMY_SINGLE|ENEMY_SINGLE	ENEMY_SINGLE|ENEMY_SINGLE	3	3	DOWN|DOWN	DOWN|DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90343/shortDescription/baseline	345754a7eef58e85515b63035ac66b5df027c38309dcbefe19f754f61652aea3	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90348	shortDescription	对单个敌人造成伤害[Ⅶ] & 防御力DOWN(单个敌人/3T) & Charge后伤害UP(全体/3T)	对敌方单体造成伤害[Ⅶ] & 防御力降低(敌方单体/3T) & Charge后伤害提升(我方全体/3T)	对敌方单体造成伤害[Ⅶ] & 防御力降低(敌方单体/3T) & Charge后伤害提升(我方全体/3T)	敌单伤害[vii]防御力down(敌单/3t)charge后伤害up(味全/3t)	敌单伤害[vii]防御力down(敌单/3t)charge后伤害up(味全/3t)	Ⅶ|3|3	Ⅶ|3|3	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	3|3	3|3	DOWN|UP	DOWN|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90348/shortDescription/baseline	ebf298648e75d2c3e59935b8f47775e9c44d1885f1708cf05426023d7fe39d7c	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90350	shortDescription	对全体敌人造成伤害[Ⅶ] & HP越低威力越高 & 必定暴击(自己/2T)	对敌方全体造成伤害[Ⅶ] & HP越低威力越大 & 必定暴击(自身/2T)	对敌方全体造成伤害[Ⅶ] & HP越低威力越大 & 必定暴击(自身/2T)	敌全伤害[vii]hp越低威力越高必定暴击(自/2t)	敌全伤害[vii]hp越低威力越高必定暴击(自/2t)	Ⅶ|2	Ⅶ|2	ENEMY_ALL|SELF	ENEMY_ALL|SELF	2	2			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90350/shortDescription/baseline	305a102dc176a6d9eb1f2579c924a212fcf1777ba39c95bf62b670453224b447	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90351	shortDescription	对全体敌人造成伤害[Ⅶ] & HP回复 & 解除DEBUFF（全体）	对敌方全体造成伤害[Ⅶ] & HP回复 & 解除Debuff(我方全体)	对敌方全体造成伤害[Ⅶ] & HP回复 & 解除Debuff(我方全体)	敌全伤害[vii]hp回复解除debuff(味全)	敌全伤害[vii]hp回复解除debuff(味全)	Ⅶ	Ⅶ	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL					true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90351/shortDescription/baseline	8e5220afbe0ea1ffb83113ad081e9fa765fcc8b9845dc2861b38913d6ee0a5ac	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
