item_id	chara_id	record_index	current_name	current_title	current_kana	recommended_kana	decision	source_class	source_tier	wiki_pages	wiki_nameZh	runtime_location	target_path	target_field	evidence	review_status	product_write_allowed
CHARA-KANA-CN-2104	2104	106	圆·彩羽		Madoka・Iroha	圆·彩羽	replace-kana-with-same-record-chinese-name	stable-id-same-record-name-inheritance	current-stable-id-name+wiki-component-evidence	圆_伊吕波	圆·伊吕波	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	charaList.json#id=2104;same-record-name=圆·彩羽;same-record-title=;characters.json#圆_伊吕波;charaId=2104;nameZh=圆·伊吕波	authority-structural-ready	true
CHARA-KANA-CN-2105	2105	107	鹿目圆	scene0 ver.	Kaname Madoka	鹿目圆	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	鹿目圆	鹿目圆	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#鹿目圆;charaId=2001;nameZh=鹿目圆	authority-structural-ready	true
CHARA-KANA-CN-2106	2106	108	鹿目圆	泳装ver.	Kaname Madoka	鹿目圆	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	鹿目圆	鹿目圆	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#鹿目圆;charaId=2001;nameZh=鹿目圆	authority-structural-ready	true
CHARA-KANA-CN-2107	2107	109	小圆前辈·小彩羽		Madoka Senpai·Iroha Chan	小圆前辈·小彩羽	replace-kana-with-same-record-chinese-name	stable-id-same-record-name-inheritance	current-stable-id-name+wiki-component-evidence	小圆前辈_小伊吕波	小圆前辈·小伊吕波	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	charaList.json#id=2107;same-record-name=小圆前辈·小彩羽;same-record-title=;characters.json#小圆前辈_小伊吕波;charaId=2107;nameZh=小圆前辈·小伊吕波	authority-structural-ready	true
CHARA-KANA-CN-2201	2201	110	恶魔小焰		Akuma Homura Chan	恶魔小焰	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	恶魔小焰	恶魔小焰	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#恶魔小焰;charaId=2201;nameZh=恶魔小焰	authority-structural-ready	true
CHARA-KANA-CN-2202	2202	111	恶魔焰		Akuma Homura	恶魔焰	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	恶魔焰	恶魔焰	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#恶魔焰;charaId=2202;nameZh=恶魔焰	authority-structural-ready	true
CHARA-KANA-CN-2203	2203	112	晓美焰	晴着ver.	Akemi Homura	晓美焰	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	晓美焰	晓美焰	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#晓美焰;charaId=2002;nameZh=晓美焰	authority-structural-ready	true
CHARA-KANA-CN-2301	2301	114	晓美焰	scene0 ver.	Akemi Homura	晓美焰	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	晓美焰	晓美焰	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#晓美焰;charaId=2002;nameZh=晓美焰	authority-structural-ready	true
CHARA-KANA-CN-2400	2400	115	美树沙耶香	晴着ver.	Miki Sayaka	美树沙耶香	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	美树沙耶香	美树沙耶香	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#美树沙耶香;charaId=2004;nameZh=美树沙耶香	authority-structural-ready	true
CHARA-KANA-CN-2401	2401	116	美树沙耶香	冲浪ver.	Miki Sayaka	美树沙耶香	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	美树沙耶香	美树沙耶香	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#美树沙耶香;charaId=2004;nameZh=美树沙耶香	authority-structural-ready	true
CHARA-KANA-CN-2402	2402	117	美树沙耶香	scene0 ver.	Miki Sayaka	美树沙耶香	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	美树沙耶香	美树沙耶香	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#美树沙耶香;charaId=2004;nameZh=美树沙耶香	authority-structural-ready	true
CHARA-KANA-CN-2501	2501	119	巴麻美	泳装ver.	Tomoe Mami	巴麻美	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	巴麻美	巴麻美	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#巴麻美;charaId=2005;nameZh=巴麻美	authority-structural-ready	true
CHARA-KANA-CN-2502	2502	120	圣麻美	动画ver.	Holy Mami	圣麻美	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	圣麻美	圣麻美	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#圣麻美;charaId=2500;nameZh=圣麻美	authority-structural-ready	true
CHARA-KANA-CN-2503	2503	121	巴麻美	scene0 ver.	Tomoe Mami	巴麻美	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	巴麻美	巴麻美	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#巴麻美;charaId=2005;nameZh=巴麻美	authority-structural-ready	true
CHARA-KANA-CN-2601	2601	123	佐仓杏子	scene0 ver.	Sakura Kyoko	佐仓杏子	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	佐仓杏子	佐仓杏子	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#佐仓杏子;charaId=2006;nameZh=佐仓杏子	authority-structural-ready	true
CHARA-KANA-CN-2602	2602	124	佐仓杏子	魔女化身ver.	Sakura Kyoko	佐仓杏子	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	佐仓杏子	佐仓杏子	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#佐仓杏子;charaId=2006;nameZh=佐仓杏子	authority-structural-ready	true
CHARA-KANA-CN-2700	2700	125	百江渚	情人节ver.	Momoe Nagisa	百江渚	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	百江渚	百江渚	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#百江渚;charaId=2007;nameZh=百江渚	authority-structural-ready	true
CHARA-KANA-CN-2701	2701	126	百江渚	泳装ver.	Momoe Nagisa	百江渚	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	百江渚	百江渚	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#百江渚;charaId=2007;nameZh=百江渚	authority-structural-ready	true
CHARA-KANA-CN-3017	3017	143	七濑幸佳		Nanase Yukika	七濑幸佳	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	七濑幸佳	七濑幸佳	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#七濑幸佳;charaId=3017;nameZh=七濑幸佳	authority-structural-ready	true
CHARA-KANA-CN-3021	3021	147	铃鹿朔夜		Suzuka Sakuya	铃鹿朔夜	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	铃鹿朔夜	铃鹿朔夜	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#铃鹿朔夜;charaId=3021;nameZh=铃鹿朔夜	authority-structural-ready	true
CHARA-KANA-CN-3022	3022	148	伊并满		Inami Man	伊并满	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	伊并满	伊并满	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#伊并满;charaId=3022;nameZh=伊并满	authority-structural-ready	true
CHARA-KANA-CN-3024	3024	150	若菜纺		Wakana Tsumugi	若菜纺	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	若菜纺	若菜纺	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#若菜纺;charaId=3024;nameZh=若菜纺	authority-structural-ready	true
CHARA-KANA-CN-3034	3034	160	惠萌花		Megumi Moka	惠萌花	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	惠萌花	惠萌花	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#惠萌花;charaId=3034;nameZh=惠萌花	authority-structural-ready	true
CHARA-KANA-CN-3036	3036	162	由贵真里爱		Yuki Maria	由贵真里爱	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	由贵真里爱	由贵真里爱	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#由贵真里爱;charaId=3036;nameZh=由贵真里爱	authority-structural-ready	true
CHARA-KANA-CN-3038	3038	164	古町美仓		Komachi Mikura	古町美仓	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	古町美仓	古町美仓	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#古町美仓;charaId=3038;nameZh=古町美仓	authority-structural-ready	true
CHARA-KANA-CN-3039	3039	165	三穗野星罗		Mihono Seira	三穗野星罗	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	三穗野星罗	三穗野星罗	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#三穗野星罗;charaId=3039;nameZh=三穗野星罗	authority-structural-ready	true
CHARA-KANA-CN-3040	3040	166	吉良手鞠		Kira Temari	吉良手鞠	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	吉良手鞠	吉良手鞠	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#吉良手鞠;charaId=3040;nameZh=吉良手鞠	authority-structural-ready	true
CHARA-KANA-CN-3041	3041	167	柚希步鸟		Yuzuki Hotori	柚希步鸟	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	柚希步鸟	柚希步鸟	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#柚希步鸟;charaId=3041;nameZh=柚希步鸟	authority-structural-ready	true
CHARA-KANA-CN-3042	3042	168	枇枇木巡		Hibiki Meguru	枇枇木巡	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	枇枇木巡	枇枇木巡	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#枇枇木巡;charaId=3042;nameZh=枇枇木巡	authority-structural-ready	true
CHARA-KANA-CN-3044	3044	170	智珠兰华		Chizu Ranka	智珠兰华	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	智珠兰华	智珠兰华	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#智珠兰华;charaId=3044;nameZh=智珠兰华	authority-structural-ready	true
CHARA-KANA-CN-3045	3045	171	柚希理音		Yuzuki Rion	柚希理音	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	柚希理音	柚希理音	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#柚希理音;charaId=3045;nameZh=柚希理音	authority-structural-ready	true
CHARA-KANA-CN-3047	3047	173	青叶知花		Aoba Chika	青叶知花	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	青叶知花	青叶知花	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#青叶知花;charaId=3047;nameZh=青叶知花	authority-structural-ready	true
CHARA-KANA-CN-3048	3048	174	由良萤		Yura Hotaru	由良萤	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	由良萤	由良萤	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#由良萤;charaId=3048;nameZh=由良萤	authority-structural-ready	true
CHARA-KANA-CN-3050	3050	176	香春优奈		Kaharu Yuuna	香春优奈	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	香春优奈	香春优奈	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#香春优奈;charaId=3050;nameZh=香春优奈	authority-structural-ready	true
CHARA-KANA-CN-3051	3051	177	饰利润		Kazari Jun	饰利润	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	饰利润	饰利润	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#饰利润;charaId=3051;nameZh=饰利润	authority-structural-ready	true
CHARA-KANA-CN-3052	3052	178	阿什莉·泰勒		Ashley Taylor	阿什莉·泰勒	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	阿什莉_泰勒	阿什莉·泰勒	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#阿什莉_泰勒;charaId=3052;nameZh=阿什莉·泰勒	authority-structural-ready	true
CHARA-KANA-CN-3054	3054	180	三轮光音		Miwa Mitsune	三轮光音	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	三轮光音	三轮光音	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#三轮光音;charaId=3054;nameZh=三轮光音	authority-structural-ready	true
CHARA-KANA-CN-3055	3055	181	桐野纱枝		Kirino Sae	桐野纱枝	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	桐野纱枝	桐野纱枝	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#桐野纱枝;charaId=3055;nameZh=桐野纱枝	authority-structural-ready	true
CHARA-KANA-CN-3056	3056	182	水树垒		Mizuki Rui	水树垒	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	水树垒	水树垒	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#水树垒;charaId=3056;nameZh=水树垒	authority-structural-ready	true
CHARA-KANA-CN-3057	3057	183	真井灯		Mai Aakari	真井灯	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	真井灯	真井灯	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#真井灯;charaId=3057;nameZh=真井灯	authority-structural-ready	true
CHARA-KANA-CN-3058	3058	184	南津凉子		Natsu Ryoko	南津凉子	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	南津凉子	南津凉子	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#南津凉子;charaId=3058;nameZh=南津凉子	authority-structural-ready	true
CHARA-KANA-CN-3059	3059	185	入名库什		Irina Kush	入名库什	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	入名库什	入名库什	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#入名库什;charaId=3059;nameZh=入名库什	authority-structural-ready	true
CHARA-KANA-CN-3501	3501	186	梨花·怜	圣诞ver.	Rika·Ren	梨花·怜	replace-kana-with-same-record-chinese-name	stable-id-same-record-name-inheritance	current-stable-id-name+wiki-component-evidence	梨花_怜_圣诞ver	梨花·怜（圣诞ver.）	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	charaList.json#id=3501;same-record-name=梨花·怜;same-record-title=圣诞ver.;characters.json#梨花_怜_圣诞ver;charaId=3501;nameZh=梨花·怜（圣诞ver.）	authority-structural-ready	true
CHARA-KANA-CN-3502	3502	187	万年樱的传闻	泳装ver.	Mannenzakura no Uwasa	万年樱的传闻	replace-kana-with-same-record-chinese-name	stable-id-same-record-name-inheritance	current-stable-id-name+wiki-component-evidence	万年樱之谣_泳装ver	万年樱之谣（泳装ver.）	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	charaList.json#id=3502;same-record-name=万年樱的传闻;same-record-title=泳装ver.;characters.json#万年樱之谣_泳装ver;charaId=3502;nameZh=万年樱之谣（泳装ver.）	authority-structural-ready	true
CHARA-KANA-CN-3503	3503	188	木叶·叶月		Konoha・Hazuki	木叶·叶月	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	木叶_叶月	木叶·叶月	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#木叶_叶月;charaId=3503;nameZh=木叶·叶月	authority-structural-ready	true
CHARA-KANA-CN-3504	3504	189	真良·心	花嫁ver.	Masara・Kokoro	真良·心	replace-kana-with-same-record-chinese-name	stable-id-same-record-name-inheritance	current-stable-id-name+wiki-component-evidence	真良_心_花嫁ver	真良·心（花嫁ver.）	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	charaList.json#id=3504;same-record-name=真良·心;same-record-title=花嫁ver.;characters.json#真良_心_花嫁ver;charaId=3504;nameZh=真良·心（花嫁ver.）	authority-structural-ready	true
CHARA-KANA-CN-3505	3505	190	丽良·清佳		Reira・Seika	丽良·清佳	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	丽良_清佳	丽良·清佳	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#丽良_清佳;charaId=3505;nameZh=丽良·清佳	authority-structural-ready	true
CHARA-KANA-CN-3901	3901	192	夕		Yu	夕	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	夕	夕	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#夕;charaId=3901;nameZh=夕	authority-structural-ready	true
CHARA-KANA-CN-3902	3902	193	椎		Shi	椎	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	椎	椎	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#椎;charaId=3902;nameZh=椎	authority-structural-ready	true
CHARA-KANA-CN-4004	4004	197	美国织莉子	ver.Final	Mikuni Oriko	美国织莉子	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	美国织莉子	美国织莉子	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#美国织莉子;charaId=4001;nameZh=美国织莉子	authority-structural-ready	true
CHARA-KANA-CN-4014	4014	201	昴和美		Subaru Kazumi	昴和美	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	昴和美	昴和美	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#昴和美;charaId=4014;nameZh=昴和美	authority-structural-ready	true
CHARA-KANA-CN-4024	4024	205	米诺		Minou	米诺	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	米诺	米诺	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#米诺;charaId=4024;nameZh=米诺	authority-structural-ready	true
CHARA-KANA-CN-4027	4027	208	拉皮努		Lapine	拉皮努	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	拉皮努	拉皮努	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#拉皮努;charaId=4027;nameZh=拉皮努	authority-structural-ready	true
CHARA-KANA-CN-4028	4028	209	塔鲁特	ver.Final	Tart	塔鲁特	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	塔鲁特	塔鲁特	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#塔鲁特;charaId=4021;nameZh=塔鲁特	authority-structural-ready	true
CHARA-KANA-CN-4029	4029	210	佩尔内勒		Pernelle	佩尔内勒	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	佩尔内勒	佩尔内勒	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#佩尔内勒;charaId=4029;nameZh=佩尔内勒	authority-structural-ready	true
CHARA-KANA-CN-4032	4032	212	日向茉莉		Hinata Matsuri	日向茉莉	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	日向茉莉	日向茉莉	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#日向茉莉;charaId=4032;nameZh=日向茉莉	authority-structural-ready	true
CHARA-KANA-CN-4035	4035	215	奏遥香		Kanade Haruka	奏遥香	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	奏遥香	奏遥香	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#奏遥香;charaId=4035;nameZh=奏遥香	authority-structural-ready	true
CHARA-KANA-CN-4036	4036	216	美琴椿		Mikoto Tsubaki	美琴椿	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	美琴椿	美琴椿	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#美琴椿;charaId=4036;nameZh=美琴椿	authority-structural-ready	true
CHARA-KANA-CN-4041	4041	217	战场原黑仪		Senjyougahara Hitagi	战场原黑仪	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	战场原黑仪	战场原黑仪	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#战场原黑仪;charaId=4041;nameZh=战场原黑仪	authority-structural-ready	true
CHARA-KANA-CN-4042	4042	218	八九寺真宵		Hachikuji Mayoi	八九寺真宵	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	八九寺真宵	八九寺真宵	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#八九寺真宵;charaId=4042;nameZh=八九寺真宵	authority-structural-ready	true
CHARA-KANA-CN-4043	4043	219	神原骏河		Kanba Suruga	神原骏河	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	神原骏河	神原骏河	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#神原骏河;charaId=4043;nameZh=神原骏河	authority-structural-ready	true
CHARA-KANA-CN-4044	4044	220	千石抚子		Sengoku Nadeko	千石抚子	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	千石抚子	千石抚子	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#千石抚子;charaId=4044;nameZh=千石抚子	authority-structural-ready	true
CHARA-KANA-CN-4045	4045	221	羽川翼		Hanekawa Tsubasa	羽川翼	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	羽川翼	羽川翼	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#羽川翼;charaId=4045;nameZh=羽川翼	authority-structural-ready	true
CHARA-KANA-CN-4046	4046	222	忍野忍		Oshino Shinobu	忍野忍	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	忍野忍	忍野忍	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#忍野忍;charaId=4046;nameZh=忍野忍	authority-structural-ready	true
CHARA-KANA-CN-4051	4051	223	高町奈叶		Takamachi Nanoka	高町奈叶	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	高町奈叶	高町奈叶	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#高町奈叶;charaId=4051;nameZh=高町奈叶	authority-structural-ready	true
CHARA-KANA-CN-4052	4052	224	菲特		Fate	菲特	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	菲特	菲特	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#菲特;charaId=4052;nameZh=菲特	authority-structural-ready	true
CHARA-KANA-CN-4053	4053	225	八神疾风		Yagami Hayate	八神疾风	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	八神疾风	八神疾风	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#八神疾风;charaId=4053;nameZh=八神疾风	authority-structural-ready	true
CHARA-KANA-CN-4061	4061	226	锦木千束		Nishikigi Chisato	锦木千束	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	锦木千束	锦木千束	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#锦木千束;charaId=4061;nameZh=锦木千束	authority-structural-ready	true
CHARA-KANA-CN-4062	4062	227	井之上泷奈		Inoue Takina	井之上泷奈	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	井之上泷奈	井之上泷奈	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#井之上泷奈;charaId=4062;nameZh=井之上泷奈	authority-structural-ready	true
CHARA-KANA-CN-4121	4121	228	伊莎贝拉	魔女ver.	Isabeau	伊莎贝拉	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	伊莎贝拉	伊莎贝拉	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#伊莎贝拉;charaId=4122;nameZh=伊莎贝拉	authority-structural-ready	true
CHARA-KANA-CN-4122	4122	229	伊莎贝拉		Isabeau	伊莎贝拉	replace-kana-with-same-record-chinese-name	wiki-nameZh-literal-exact	wiki	伊莎贝拉	伊莎贝拉	magica/template/chara/CharaDetail.html:13 model.chara.kana	magica/js/libs/charaList.json	kana	characters.json#伊莎贝拉;charaId=4122;nameZh=伊莎贝拉	authority-structural-ready	true
