peer_rule_id	audit_index	path	line	slot	kind	scope_class	old	proposed_new	anchor_before	anchor_after	decision	confidence	evidence_type	evidence	structure_preserved	structure_note	application_mode	placeholder_status	production_status	repeated_old_count	repeated_old_indexes	context_variant	main_value	main_relation	exclusion_class	risk
peer_static_051	50	magica/js/test/SoundTest.js	55	105	js_string	test_or_backdoor	ディスクセット（コネクトされた）	行动盘选择（接受连携）	ディスクセット（コネクトされた）	行动盘选择（接受连携）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	磁盘组（连携）	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_052	51	magica/js/test/SoundTest.js	56	107	js_string	test_or_backdoor	1回目攻撃時①（長い台詞）	第1次攻击时①（长台词）	1回目攻撃時①（長い台詞）	第1次攻击时①（长台词）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	第一次攻击①（长线）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_053	52	magica/js/test/SoundTest.js	57	109	js_string	test_or_backdoor	1回目攻撃時②（長い台詞）	第1次攻击时②（长台词）	1回目攻撃時②（長い台詞）	第1次攻击时②（长台词）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	第一次攻击②（长线）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_054	53	magica/js/test/SoundTest.js	58	111	js_string	test_or_backdoor	1回目攻撃時③（長い台詞）	第1次攻击时③（长台词）	1回目攻撃時③（長い台詞）	第1次攻击时③（长台词）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	第一次攻击③（长线）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_055	54	magica/js/test/SoundTest.js	62	119	js_string	test_or_backdoor	2回目攻撃時①（同一キャラ）	第2次攻击时①（同一角色）	2回目攻撃時①（同一キャラ）	第2次攻击时①（同一角色）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	第二次攻击①（同角色）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_056	55	magica/js/test/SoundTest.js	63	121	js_string	test_or_backdoor	2回目攻撃時②（同一キャラ）	第2次攻击时②（同一角色）	2回目攻撃時②（同一キャラ）	第2次攻击时②（同一角色）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	第二次攻击②（同角色）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_057	56	magica/js/test/SoundTest.js	64	123	js_string	test_or_backdoor	3回目攻撃時①（同一キャラ）	第3次攻击时①（同一角色）	3回目攻撃時①（同一キャラ）	第3次攻击时①（同一角色）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	第三次攻击①（同角色）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_058	57	magica/js/test/SoundTest.js	65	125	js_string	test_or_backdoor	3回目攻撃時②（同一キャラ）	第3次攻击时②（同一角色）	3回目攻撃時②（同一キャラ）	第3次攻击时②（同一角色）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	第三次攻击②（同角色）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_059	58	magica/js/test/SoundTest.js	66	127	js_string	test_or_backdoor	マギア時①（★１、２、３）	发动Magia时①（★１、２、３）	マギア時①（★１、２、３）	发动Magia时①（★１、２、３）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	Magia 时间① (★1,2,3)	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_060	59	magica/js/test/SoundTest.js	67	129	js_string	test_or_backdoor	マギア時②（マギア★４）	发动Magia时②（Magia★４）	マギア時②（マギア★４）	发动Magia时②（Magia★４）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	Magia时间②（Magia★4）	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_061	60	magica/js/test/SoundTest.js	68	131	js_string	test_or_backdoor	マギア時③（マギア★５）	发动Magia时③（Magia★５）	マギア時③（マギア★５）	发动Magia时③（Magia★５）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	Magia时间③（Magia★5）	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_062	61	magica/js/test/SoundTest.js	69	133	js_string	test_or_backdoor	マギア時④（マギア★６）	发动Magia时④（Magia★６）	マギア時④（マギア★６）	发动Magia时④（Magia★６）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	Magia时间④（Magia★6）	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_063	62	magica/js/test/SoundTest.js	71	137	js_string	test_or_backdoor	攻撃時（コネクトした）	攻击时（发起连携）	攻撃時（コネクトした）	攻击时（发起连携）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	攻击时（连携）	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_064	63	magica/js/test/SoundTest.js	72	139	js_string	test_or_backdoor	攻撃時（コネクトされた）	攻击时（接受连携）	攻撃時（コネクトされた）	攻击时（接受连携）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	受到攻击时（连携）	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_065	64	magica/js/test/SoundTest.js	73	141	js_string	test_or_backdoor	スキル(対象：自分)	技能（目标：自身）	スキル(対象：自分)	技能（目标：自身）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	技能（目标：自身）	matches_current_main	none	low: direct UI translation
peer_static_066	65	magica/js/test/SoundTest.js	74	143	js_string	test_or_backdoor	スキル(対象：味方)	技能（目标：我方）	スキル(対象：味方)	技能（目标：我方）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	技能（目标：我方）	matches_current_main	none	low: direct UI translation
peer_static_067	66	magica/js/test/SoundTest.js	75	145	js_string	test_or_backdoor	スキル(対象：敵)	技能（目标：敌方）	スキル(対象：敵)	技能（目标：敌方）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	技能（目标：敌方）	matches_current_main	none	low: direct UI translation
peer_static_068	67	magica/js/test/SoundTest.js	76	147	js_string	test_or_backdoor	ダメージ(通常)	受伤时（通常）	ダメージ(通常)	受伤时（通常）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	伤害（正常）	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_069	68	magica/js/test/SoundTest.js	77	149	js_string	test_or_backdoor	ダメージ（瀕死)	受伤时（濒死）	ダメージ（瀕死)	受伤时（濒死）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	伤害（垂死）	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_070	69	magica/js/view/memoria/PieceArchiveView.js	23	260	js_string	production	所持枠	持有格	"void 0==this.name&&(this.name=""所持枠"")"	"void 0==this.name&&(this.name=""持有格"")"	translate	high	baseline_same_feature_exact_term	baseline magica/template/memoria/{PieceArchive,MemoriaTop}.html uses 持有格	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	exact_context_anchor	production_completion_target_1_of_4	1		unique_old	所持枠	current_main_untranslated	none	low: production completion target; apply by exact contextual anchor
peer_static_089	88	magica/js/view/memoria/PieceArchiveView.js	34	341	js_string	production	保管庫	保管库	"a.doc.getElementById(""commentInput"").value=""保管庫""+c.setNum"	"a.doc.getElementById(""commentInput"").value=""保管库""+c.setNum"	translate	high	same_feature_exact_term	generated default archive name; 保管库 matches surrounding simplified-Chinese UI	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	exact_context_anchor	production_completion_target_1_of_4	2	88,89	same_translation_across_contexts	保管庫	current_main_untranslated	generated_ui_value_and_length_not_debug_log	low: production completion target; apply by exact contextual anchor
peer_static_090	89	magica/js/view/memoria/PieceArchiveView.js	35	343	js_string	production	保管庫	保管库	"String(""保管庫""+c.setNum).length"	"String(""保管库""+c.setNum).length"	translate	high	same_feature_exact_term	generated default archive name; 保管库 matches surrounding simplified-Chinese UI	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	exact_context_anchor	production_completion_target_1_of_4	2	88,89	same_translation_across_contexts	保管庫	current_main_untranslated	generated_ui_value_and_length_not_debug_log	low: production completion target; apply by exact contextual anchor
peer_static_091	90	magica/template/purchase/PurchaseTemps.html	3	4	html_text	production	"
	未成年の方は保護者の同意を得て下さい。"	"
	未成年人请先征得监护人同意。"	未成年の方は保護者の同意を得て下さい。<br><br>	未成年人请先征得监护人同意。<br><br>	translate	high	baseline_cross_page_legal_term	baseline magica/template/etc/LawPopup.html uses 未成年人 / 监护人	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	exact_context_anchor	production_completion_target_1_of_4	1		unique_old	"
	未成年の方は保護者の同意を得て下さい。"	current_main_untranslated	none	low: production completion target; apply by exact contextual anchor
peer_static_092	91	magica/template/test/Backdoor.html	5	1	html_text	test_or_backdoor	ガチャ	扭蛋	ガチャ	扭蛋	translate	high	frozen_project_terminology	frozen terms: ガチャ=扭蛋; ボックスガチャ=箱子扭蛋; デッキ=队伍; フォーメーション=魔法阵型; エピソードLv=剧情等级	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	抽卡	peer_differs_from_current_main	none	low: direct UI translation
peer_static_094	93	magica/template/test/Backdoor.html	10	6	html_text	test_or_backdoor	便利なセット	便捷套装	便利なセット	便捷套装	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	方便的设置	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_095	94	magica/template/test/Backdoor.html	11	7	html_text	test_or_backdoor	報酬コード入力	输入奖励代码	報酬コード入力	输入奖励代码	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	输入奖励代码	matches_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_096	95	magica/template/test/Backdoor.html	21	10	html_attr:placeholder	test_or_backdoor	メモリアID	记忆结晶ID	メモリアID	记忆结晶ID	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	记忆结晶ID	matches_current_main	none	low: direct UI translation
peer_static_097	96	magica/template/test/Backdoor.html	41	16	html_text	test_or_backdoor	精神強化素材 × 999	精神强化素材 × 999	精神強化素材 × 999	精神强化素材 × 999	translate	medium	project_glossary_alignment	aligned to established baseline/current-candidate terms such as 回复、精神强化素材、支援角色、魔女化身、行动盘、魔女之夜、魔法石	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	精神強化素材 × 999	current_main_untranslated	none	medium: internal/debug terminology has no direct authority entry
peer_static_098	97	magica/template/test/Backdoor.html	64	23	html_text	test_or_backdoor	全てが手に入る	获得全部内容	全てが手に入る	获得全部内容	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	一切都可用	peer_differs_from_current_main	none	low: direct UI translation
peer_static_099	98	magica/template/test/Backdoor.html	68	25	html_text	test_or_backdoor	メモリア以外が手に入る	获得记忆结晶以外的全部内容	メモリア以外が手に入る	获得记忆结晶以外的全部内容	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	您可以获得除 记忆结晶 以外的任何内容	peer_differs_from_current_main	none	low: direct UI translation
peer_static_100	99	magica/template/test/Backdoor.html	72	27	html_text	test_or_backdoor	強化アイテム一式	全套强化道具	強化アイテム一式	全套强化道具	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	强化道具 全套	peer_differs_from_current_main	none	low: direct UI translation
peer_static_101	100	magica/template/test/Backdoor.html	76	29	html_text	test_or_backdoor	全ステッカーが手に入る	获得全部贴纸	全ステッカーが手に入る	获得全部贴纸	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	获取所有贴纸	peer_differs_from_current_main	none	low: direct UI translation
peer_static_102	101	magica/template/test/Backdoor.html	79	31	html_text	test_or_backdoor	活动のセット	活动套装	活动<%= model.eventId %>のセット	活动<%= model.eventId %>套装	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	underscore_template_preserved	test_or_backdoor	1		unique_old	活动的设置	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_103	102	magica/template/test/Backdoor.html	79	32	html_text	test_or_backdoor	※背景、ステッカーは含まれない	※不含背景和贴纸	※背景、ステッカーは含まれない	※不含背景和贴纸	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	*不包括背景和贴纸	peer_differs_from_current_main	none	low: direct UI translation
peer_static_104	103	magica/template/test/Backdoor.html	91	39	html_text	test_or_backdoor	フォーメーション	魔法阵型	フォーメーション	魔法阵型	translate	high	frozen_project_terminology	frozen terms: ガチャ=扭蛋; ボックスガチャ=箱子扭蛋; デッキ=队伍; フォーメーション=魔法阵型; エピソードLv=剧情等级	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	形成	peer_differs_from_current_main	none	low: direct UI translation
peer_static_105	104	magica/template/test/Backdoor.html	110	50	html_text	test_or_backdoor	受取り	领取	受取り	领取	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	4	104,105,106,107	same_translation_across_contexts	受取り	current_main_untranslated	none	low: direct UI translation
peer_static_106	105	magica/template/test/Backdoor.html	114	51	html_text	test_or_backdoor	受取り	领取	受取り	领取	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	4	104,105,106,107	same_translation_across_contexts	受取り	current_main_untranslated	none	low: direct UI translation
peer_static_107	106	magica/template/test/Backdoor.html	119	54	html_text	test_or_backdoor	受取り	领取	受取り	领取	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	4	104,105,106,107	same_translation_across_contexts	受取り	current_main_untranslated	none	low: direct UI translation
peer_static_108	107	magica/template/test/Backdoor.html	124	56	html_text	test_or_backdoor	受取り	领取	受取り	领取	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	4	104,105,106,107	same_translation_across_contexts	受取り	current_main_untranslated	none	low: direct UI translation
peer_static_109	108	magica/template/test/Backdoor.html	128	58	html_attr:placeholder	test_or_backdoor	個数を入力してください	请输入数量	個数を入力してください	请输入数量	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	请输入号码	peer_differs_from_current_main	none	low: direct UI translation
peer_static_110	109	magica/template/test/BackdoorLive2d.html	2	0	html_text	test_or_backdoor	キャラリスト表示	显示角色列表	キャラリスト表示	显示角色列表	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	角色列表显示	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_111	110	magica/template/test/BackdoorLive2d.html	14	5	html_text	test_or_backdoor	03:魔法少女ストーリー1話クリア	03:魔法少女剧情第1话通关	03:魔法少女ストーリー1話クリア	03:魔法少女剧情第1话通关	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	03:魔法少女剧情第一集通关	peer_differs_from_current_main	none	low: direct UI translation
peer_static_112	111	magica/template/test/BackdoorLive2d.html	15	6	html_text	test_or_backdoor	04:魔法少女ストーリー2話クリア	04:魔法少女剧情第2话通关	04:魔法少女ストーリー2話クリア	04:魔法少女剧情第2话通关	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	04:魔法少女剧情E第2集通关	peer_differs_from_current_main	none	low: direct UI translation
peer_static_113	112	magica/template/test/BackdoorLive2d.html	16	7	html_text	test_or_backdoor	05:魔法少女ストーリー3話クリア	05:魔法少女剧情第3话通关	05:魔法少女ストーリー3話クリア	05:魔法少女剧情第3话通关	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	05:魔法少女剧情E第3集通关	peer_differs_from_current_main	none	low: direct UI translation
peer_static_114	113	magica/template/test/BackdoorLive2d.html	20	9	html_text	test_or_backdoor	13:強化完了	13:强化完成	13:強化完了	13:强化完成	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	13:強化完了	current_main_untranslated	none	low: direct UI translation
peer_static_115	114	magica/template/test/BackdoorLive2d.html	21	10	html_text	test_or_backdoor	14:強化(Lv最大時)	14:强化（Lv达到上限时）	14:強化(Lv最大時)	14:强化（Lv达到上限时）	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	14:強化(Lv最大時)	current_main_untranslated	none	medium: internal/debug terminology has no direct authority entry
peer_static_116	115	magica/template/test/BackdoorLive2d.html	27	16	html_text	test_or_backdoor	20:魔法少女覚醒①	20:魔法少女觉醒①	20:魔法少女覚醒①	20:魔法少女觉醒①	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	20:魔法少女覚醒①	current_main_untranslated	none	low: direct UI translation
peer_static_117	116	magica/template/test/BackdoorLive2d.html	28	17	html_text	test_or_backdoor	21:魔法少女覚醒②	21:魔法少女觉醒②	21:魔法少女覚醒②	21:魔法少女觉醒②	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	21:魔法少女覚醒②	current_main_untranslated	none	low: direct UI translation
peer_static_118	117	magica/template/test/BackdoorLive2d.html	29	18	html_text	test_or_backdoor	22:魔法少女覚醒③	22:魔法少女觉醒③	22:魔法少女覚醒③	22:魔法少女觉醒③	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	22:魔法少女覚醒③	current_main_untranslated	none	low: direct UI translation
peer_static_119	118	magica/template/test/BackdoorLive2d.html	30	19	html_text	test_or_backdoor	23:魔法少女覚醒④	23:魔法少女觉醒④	23:魔法少女覚醒④	23:魔法少女觉醒④	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	23:魔法少女覚醒④	current_main_untranslated	none	low: direct UI translation
peer_static_121	120	magica/template/test/BackdoorLive2d.html	34	21	html_text	test_or_backdoor	24:ログイン①(初回ログイン時)	24:登录①（首次登录时）	24:ログイン①(初回ログイン時)	24:登录①（首次登录时）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	24：登录①（第一次登录）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_122	121	magica/template/test/BackdoorLive2d.html	35	22	html_text	test_or_backdoor	25:ログイン②(朝)	25:登录②（早晨）	25:ログイン②(朝)	25:登录②（早晨）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	25:登录②（上午）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_123	122	magica/template/test/BackdoorLive2d.html	36	23	html_text	test_or_backdoor	26:ログイン③(昼)	26:登录③（白天）	26:ログイン③(昼)	26:登录③（白天）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	26：登录③（午餐）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_124	123	magica/template/test/BackdoorLive2d.html	37	24	html_text	test_or_backdoor	27:ログイン④(夜)	27:登录④（夜晚）	27:ログイン④(夜)	27:登录④（夜晚）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	27：登录④（夜间）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_125	124	magica/template/test/BackdoorLive2d.html	38	25	html_text	test_or_backdoor	28:ログイン⑤(深夜)	28:登录⑤（深夜）	28:ログイン⑤(深夜)	28:登录⑤（深夜）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	28：登录⑤（深夜）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_126	125	magica/template/test/BackdoorLive2d.html	39	26	html_text	test_or_backdoor	29:ログイン⑥(その他)	29:登录⑥（其他）	29:ログイン⑥(その他)	29:登录⑥（其他）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	29：登录⑥（其他）	peer_differs_from_current_main	none	low: direct UI translation
