# 经逐项证据核验的高权重候选；四张迁移表之外的显式来源层，不得由低权重译文覆盖。
# scope	path_prefix	source_text	candidate_cn	status	authority	source_batch	source_locator	source_sha256	match_method	machine_translated	confidence	review_status	evidence
global		を配布しました。\\x3cbr\\x3e	已发放。\\x3cbr\\x3e	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00493		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00493; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		編成人数制限：	编成人数限制:	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00494		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00494; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		レビューする	去评价	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00496		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00496; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		まとめて	批量	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00497		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00497; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		報酬	奖励	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00499		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00499; final_origin=machine-current; provenance_mode=rough-production; target_status=maintenance-only-truncated-target-ambiguous
global		八雲 みたま	八云 御魂	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00500		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00500; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		最低1キャラは設定してください	请至少设置 1 名角色	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00502		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00502; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		送信	发送	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00503		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00503; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		移動する場所を選択	选择移动位置	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00504		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00504; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		新しいバージョンがあります。ストアで最新版をダウンロードしてください。	有新版本。请在应用商店下载最新版。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00505		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00505; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		マスの精神強化が解放されます。	格子的精神强化将解放。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00508		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00508; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		16〜17歳	16〜17岁	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00509		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00509; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		2枚め、3枚めのAcceleディスクほど@マギアゲージが溜まりやすくなります	越是第 2 张、第 3 张 Accele 圆盘@越容易积攒 Magia 槽	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00510		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00510; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		クリア\\x3cbr\\x3eで解放	通关\\x3cbr\\x3e后解放	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00511		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00511; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		DEF順	按 DEF	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00512		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00512; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		回復が完了しました	回复完成	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00513		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00513; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		中級	中级	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00514		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00514; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		RP回復薬がありません。	没有RP回复药。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00515		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00515; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		強化結果	强化结果	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00517		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00517; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		所持合計	持有合计	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00518		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00518; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		"\\x3cp class\\x3d""noMission""\\x3e挑戦できるミッションがありません\\x3c/p\\x3e"	"\\x3cp class\\x3d""noMission""\\x3e没有可以挑战的任务\\x3c/p\\x3e"	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00519		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00519; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		編集したいセットを選んでください	请选择要编辑的套装	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00520		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00520; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		チーム編成入れ替え	更换队伍编成	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00522		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00522; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		救援要請を送りました。	已发送救援请求。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00523		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00523; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		"<option value=""0"">▼ コメントを選ぶ</option>"	"<option value=""0"">▼ 选择留言</option>"	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00524		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00524; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		水曜限定	周三限定	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00525		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00525; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		まで	为止	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00528		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00528; final_origin=machine-current; provenance_mode=rough-production; target_status=maintenance-only-truncated-target-ambiguous
global		決定後のキャンセルはできません。	确定后无法取消。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00529		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00529; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		BATTLE◆中級	BATTLE◆中级	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00530		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00530; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		受け取り期限	领取期限	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00531		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00531; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		「みたまの撮影会」は終了しました。	「御魂的摄影会」已结束。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00532		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00532; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		オーブ・ブック一覧	宝玉·书一览	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00533		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00533; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		獲得できるEXP	可获得的EXP	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00534		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00534; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		【鏡:3】	【镜:3】	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00536		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00536; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		このチームでまとめてパトロールを開始します	以这个队伍批量开始巡逻	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00537		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00537; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		イベント『	活动『	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00538		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00538; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		所要時間	所需时间	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00541		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00541; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		限界突破回数	界限突破次数	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00542		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00542; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		コメントを入力してください。	请输入留言。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00543		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00543; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		現在、\\x3cspan class\\x3d'c_pink'\\x3e	当前\\x3cspan class\\x3d'c_pink'\\x3e	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00544		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00544; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		マギアストーン購入	购买魔法石	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00545		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00545; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		メインストーリー\\x26nbsp;	主线剧情\\x26nbsp;	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00547		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00547; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		魔法少女の編成が完了いたしました。\\x3cbr\\x3e\\x3cbr\\x3e\\x3cdiv class\\x3d'c_red'\\x3e※メモリアは特別な効果があるものが\\x3cbr\\x3e優先的に装備されます。\\x3c/div\\x3e	魔法少女编成完成。\\x3cbr\\x3e\\x3cbr\\x3e\\x3cdiv class\\x3d'c_red'\\x3e※记忆结晶会优先装备\\x3cbr\\x3e有特殊效果的。\\x3c/div\\x3e	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00548		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00548; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		バトル開始には、3人以上の魔法少女が\\x3cbr\\x3e編成に含まれている必要があります。	开始战斗需要队伍中\\x3cbr\\x3e编有3个以上的魔法少女。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00549		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00549; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		BPが不足しています。	BP 不足。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00551		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00551; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		\\x3cspan class\\x3d'c_pink popUserName'\\x3e\\x3c/span\\x3eをフォローしました。	\\x3cspan class\\x3d'c_pink popUserName'\\x3e\\x3c/span\\x3e已关注。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00552		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00552; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		戦力ボーナス	战力加成	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00553		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00553; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		1日1回「ランクメダル」が獲得できます。	每天可获得1次「段位奖章」。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00554		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00554; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		メモリア装備確認	记忆结晶装备确认	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00555		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00555; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		戦目	战	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00556		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00556; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		デイリーミッションは毎日0時に更新されます	每日任务于每天 0 点更新	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00557		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00557; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		◆ 百禍チャレンジクエスト	◆ 百祸挑战关卡	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00558		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00558; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		決定	确定	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00559		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00559; final_origin=machine-current; provenance_mode=rough-production; target_status=maintenance-only-truncated-target-ambiguous
global		コメント	留言	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00560		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00560; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		◆ チャレンジクエスト	◆ 挑战关卡	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00561		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00561; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		グループに所属していません	未加入任何小组	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00562		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00562; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		第二の結界	第二结界	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00563		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00563; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		合計費用	合计费用	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00564		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00564; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		編成中のチームで、	在编成中的队伍里，	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00565		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00565; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		希望の羽	希望之羽	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00567		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00567; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		リーダーに指定した魔法少女は@ディスクが出現しやすくなります	被指定为队长的魔法少女@圆盘更容易出现	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00568		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00568; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		RPが不足しています。	RP不足。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00571		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00571; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		です。	。	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00572		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00572; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		"この編成を殲滅戦の編成にコピーします。\\x3cbr\\x3e\\x3cbr\\x3e\\x3cspan class\\x3d""c_red""\\x3e※★4まで覚醒していない魔法少女、\\x3cbr\\x3e殲滅戦のチームに編成に編成されている魔法少女は\\x3cbr\\x3eコピーされません。\\x3c/span\\x3e"	"将这个编成复制到歼灭战编成。\\x3cbr\\x3e\\x3cbr\\x3e\\x3cspan class\\x3d""c_red""\\x3e※未觉醒至★4的魔法少女、\\x3cbr\\x3e已编入歼灭战队伍的魔法少女\\x3cbr\\x3e不会被复制。\\x3c/span\\x3e"	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00573		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00573; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		精神強化　能力解放確認	精神强化 能力解放确认	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00575		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00575; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
global		スキル	技能	present	new_proposal	pass20-rough-production-final-values-v1	magica/i18n_audit/release_v26_authority/pass20_human_final_values.tsv#rough-production:LOW-MT-00576		exact-semantic-key-user-directed-rough-production	unknown	user-directed-rough-production-unreviewed	rough-production-machine-current-retained	item_id=LOW-MT-00576; final_origin=machine-current; provenance_mode=rough-production; target_status=exact-current-runtime-literal
