record_id	evidence_kind	source	current_cn	official_cn	selected_cn	decision	source_tier	product_write_allowed	supporting_symbols	both_official_cn_abis	rationale
CN-NATIVE-0106	stable-object-slot	毎ターンHP回復	每回合回复HP	每回合回复HP	每回合回复HP	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0107	stable-object-slot	毎ターンMP回復	每回合回复MP	每回合回复MP	每回合回复MP	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0108	stable-object-slot	毎ターンダメージ	每回合受到伤害	每回合受到伤害	每回合受到伤害	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0109	stable-object-slot	毎ターンダメージ＋弱点からのダメージが上昇＋HP回復不能	每回合伤害＋受到弱点伤害提升＋HP无法回复	每回合受到伤害+弱点所属性造成的伤害提升＋无法回复HP	每回合受到伤害＋弱点属性造成的伤害提升＋无法回复HP	apply-official-normalized	official-cn-native-normalized	True	_ZN5QbDef19StatusInfoNameTableE	True	official semantics retained; residual English/Japanese/typo/label-shape normalized
CN-NATIVE-0110	stable-object-slot	毎ターンダメージ＋弱点属性からのダメージが上昇	每回合伤害＋受到弱点属性伤害提升	每回合受到伤害+弱点属性所造成的伤害提升	每回合受到伤害＋弱点属性造成的伤害提升	apply-official-normalized	official-cn-native-normalized	True	_ZN5QbDef19StatusInfoNameTableE	True	official semantics retained; residual English/Japanese/typo/label-shape normalized
CN-NATIVE-0111	stable-object-slot	水属性からのダメージが減少	受到水属性的伤害减少	来自水属性的伤害减少	来自水属性的伤害减少	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0112	stable-object-slot	水属性ダメージカット	水属性伤害削减	水属性伤害削减	水属性伤害削减	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0113	stable-object-slot	水属性攻撃による被ダメージが上昇	受到水属性攻击伤害提升	受到来自水属性攻击的伤害上升	受到来自水属性攻击的伤害上升	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0114	stable-object-slot	準備中	准备中	正在准备	正在准备	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbArt15ArtErrorMessageE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0115	stable-object-slot	火属性からのダメージが減少	受到火属性的伤害减少	来自火属性的伤害減少	来自火属性的伤害减少	apply-official-normalized	official-cn-native-normalized	True	_ZN5QbDef19StatusInfoNameTableE	True	official semantics retained; residual English/Japanese/typo/label-shape normalized
CN-NATIVE-0116	stable-object-slot	火属性ダメージカット 	火属性伤害削减	火属性伤害削减 	火属性伤害削减	apply-official-normalized	official-cn-native-normalized	True	_ZN5QbDef19StatusInfoNameTableE	True	official semantics retained; residual English/Japanese/typo/label-shape normalized
CN-NATIVE-0117	stable-object-slot	無属性からのダメージが減少	受到无属性的伤害减少	来自无属性的伤害减少	来自无属性的伤害减少	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0118	stable-object-slot	無属性ダメージカット	无属性伤害削减	无属性伤害削减	无属性伤害削减	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0119	stable-object-slot	状態異常ダメージアップ	异常状态伤害提升	异常状态伤害提升	异常状态伤害提升	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0120	stable-object-slot	状態異常中	状态异常中	此时状态异常	状态异常中	apply-official-normalized	official-cn-native-normalized	True	_ZN5QbArt15ArtErrorMessageE	True	official semantics retained; residual English/Japanese/typo/label-shape normalized
CN-NATIVE-0121	stable-object-slot	状態異常耐性Down	状态异常耐性下降	异常状态耐性下降	异常状态耐性下降	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0122	stable-object-slot	状態異常耐性Up	状态异常耐性提升	异常状态耐性提升	异常状态耐性提升	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0123	stable-object-slot	異常耐性	状态异常耐性	异常耐性	异常耐性	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbArt19DebugBuffObjectNameE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0124	stable-object-slot	発動不可	不可发动	不可发动	不可发动	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbArt15ArtErrorMessageE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0125	stable-object-slot	発動可能	可发动	可以发动	可以发动	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbArt15ArtErrorMessageE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0126	stable-object-slot	発動済み	已发动	已发动	已发动	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbArt15ArtErrorMessageE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0127	stable-object-slot	確率で与えるダメージが大きく上昇	一定概率使给予伤害大幅度提升	一定概率使给予伤害大幅度提升	一定概率使给予伤害大幅度提升	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0128	stable-object-slot	確率で味方の攻撃後に攻撃	概率在我方攻击后追击	一定概率在同伴攻击后进行追击	一定概率在同伴攻击后进行追击	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0129	stable-object-slot	確率で攻撃が失敗	概率攻击失败	一定概率攻击失败	一定概率攻击失败	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0130	stable-object-slot	確率で攻撃が失敗＋弱点属性からのダメージが上昇	概率攻击失败＋受到弱点属性伤害提升	一定概率攻击失败＋弱点属性所造成的伤害提升	一定概率攻击失败＋弱点属性所造成的伤害提升	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0131	stable-object-slot	確率で攻撃が失敗＋弱点属性からのダメージが上昇＋HP回復不能	概率攻击失败＋受到弱点属性伤害提升＋HP无法回复	一定概率攻击失效＋弱点属性所造成的伤害提升＋无法回复HP	一定概率攻击失败＋弱点属性造成的伤害提升＋无法回复HP	apply-official-normalized	official-cn-native-normalized	True	_ZN5QbDef19StatusInfoNameTableE	True	official semantics retained; residual English/Japanese/typo/label-shape normalized
CN-NATIVE-0132	stable-object-slot	確率で攻撃を回避	概率回避攻击	一定概率回避攻击	一定概率回避攻击	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0133	stable-object-slot	確率で攻撃対象の防御力を無視して攻撃	概率无视攻击目标的防御力进行攻击	一定概率在攻击时无视攻击对象的防御力	一定概率在攻击时无视攻击对象的防御力	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0134	stable-object-slot	確率で敵の攻撃後に反撃	概率在敌方攻击后反击	一定概率在敌人攻击后进行反击	一定概率在敌人攻击后进行反击	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0135	stable-object-slot	耐える	忍耐	忍耐	忍耐	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0136	stable-object-slot	致死ダメージを受けても1ターン生存、次ターンにHP回復	受到致命伤害也存活1回合，下回合回复HP	即使受到致死伤害也可生存1回合，下回合回复HP	即使受到致死伤害也可生存1回合，下回合回复HP	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0137	stable-object-slot	致死ダメージを受けてもHP1で生存	受到致死量伤害时，能够以HP1的状态存活	受到致死量伤害时，能够以HP1的状态存活	受到致死量伤害时，能够以HP1的状态存活	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0138	stable-object-slot	行動不能	无法行动	无法行动	无法行动	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0139	stable-object-slot	行動不能＋弱点属性からのダメージが上昇	无法行动＋受到弱点属性伤害提升	无法行动＋弱点属性所造成的伤害提升	无法行动＋弱点属性所造成的伤害提升	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0140	stable-object-slot	行動不能＋弱点属性からのダメージが上昇＋HP回復不能	无法行动＋受到弱点属性伤害提升＋HP无法回复	无法行动＋弱点属性所造成的伤害提升＋无法回复HP	无法行动＋弱点属性所造成的伤害提升＋无法回复HP	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0141	stable-object-slot	追撃		追击	追击	add-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs expose a missing player-facing source key
CN-NATIVE-0142	stable-object-slot	闇属性からのダメージが減少	受到暗属性的伤害减少	来自暗属性的伤害减少	来自暗属性的伤害减少	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0143	stable-object-slot	闇属性ダメージカット	暗属性伤害削减	暗属性伤害削减	暗属性伤害削减	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0144	stable-object-slot	防御力Down	防御力下降	防御力下降	防御力下降	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0145	stable-object-slot	防御力Up	防御力提升	防御力提升	防御力提升	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0146	stable-object-slot	防御力が減少	防御力下降	防御力降低	防御力降低	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0147	stable-object-slot	防御無視	无视防御	无视防御	无视防御	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0148	stable-object-slot	隣接してない	非相邻	非相邻	非相邻	adopt-existing-official-exact	official-cn-native-exact	True	_ZN5QbArt15ArtErrorMessageE	True	stable object slot and both CN ABIs exactly corroborate the current value
CN-NATIVE-0149	stable-object-slot	魅了		诱惑	诱惑	add-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs expose a missing player-facing source key
CN-NATIVE-0150	stable-object-slot	魔女へのダメージが上昇	对魔女伤害提升	对魔女造成的伤害上升	对魔女造成的伤害上升	replace-with-official-exact	official-cn-native-exact	True	_ZN5QbDef19StatusInfoNameTableE	True	stable object slot and both CN ABIs select the official value
CN-NATIVE-0151	common-named-function	スキル使用	使用技能	使用技能	使用技能	adopt-existing-official-exact	official-cn-native-exact	True	_ZN11QbUiManagerC1Ev | _ZN11QbUiManagerC2Ev	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0152	common-named-function	予期せぬエラーが発生しました。	发生了意外错误。	发生意外错误。	发生意外错误。	replace-with-official-exact	official-cn-native-exact	True	_ZN21QbSceneJsonSendServer7onErrorEPN5http212Http2SessionEi | _ZN25QuestStoredDataSceneLayer7onErrorEPN5http212Http2SessionEi	True	common named function selects the official CN value
CN-NATIVE-0153	common-named-function	-- ADVエディターを起動しているPCのIPアドレスを入力してください --		—— 请输入正在运行ADVeditor的PC的IP地址 ——		exclude-developer-debug	official-cn-native-debug-only	False	_ZN36StoryViewerInputConnectionPointState10initializeEv	True	developer selector/editor path; not player-facing game UI
CN-NATIVE-0154	common-named-function	APが全回復しました！	AP已全部回复！	AP已全部回复！	AP已全部回复！	adopt-existing-official-exact	official-cn-native-exact	True	_Z19NotificationMessage21NotificationAlarmType	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0155	common-named-function	※Wi-Fi環境でのダウンロードをお勧めします。	※建议在Wi-Fi环境下下载。	※建议在Wi-Fi环境中下载。	※建议在Wi-Fi环境中下载。	replace-with-official-exact	official-cn-native-exact	True	_ZN24DownloadWiFiConfirmState17openConfirmWindowEv	True	common named function selects the official CN value
CN-NATIVE-0156	common-named-function	※ゲーム開始後に変更、再ダウンロードすることも可能です。	※游戏开始后可以进行更改和再次下载。	※游戏开始后可以进行更改和再次下载。	※游戏开始后可以进行更改和再次下载。	adopt-existing-official-exact	official-cn-native-exact	True	_ZN25DownloadFirstConfirmState17openConfirmWindowEv	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0157	common-named-function	「ダウンロードしない」を選択した場合、ボイス、ムービーは再生されません。	如选择“不下载”，将无法播放语音和动画。	如选择“不下载”，将不会播放声音和动画，但仍需下载图像资源。	如选择“不下载”，将不会播放声音和动画，但仍需下载图像资源。	replace-with-official-exact	official-cn-native-exact	True	_ZN25DownloadFirstConfirmState17openConfirmWindowEv	True	common named function selects the official CN value
CN-NATIVE-0158	common-named-function	オート設定	自动设置	自动设定	自动设定	replace-with-official-exact	official-cn-native-exact	True	_ZN12QbWindowMenu18openWindowAutoMenuEPN7cocos2d3RefE	True	common named function selects the official CN value
CN-NATIVE-0159	common-named-function	クエスト再開	继续关卡	重新开始副本	重新开始副本	replace-with-official-exact	official-cn-native-exact	True	_ZN25QuestStoredDataSceneLayer16openResumeWindowEv	True	common named function selects the official CN value
CN-NATIVE-0160	common-named-function	コンテニューに失敗しました。	续关失败。	继续游戏失败。	继续游戏失败。	replace-with-official-exact	official-cn-native-exact	True	_ZN22QbSceneConfirmContinue10onResponseEPN5http212Http2SessionEPNS0_13Http2ResponseE	True	common named function selects the official CN value
CN-NATIVE-0161	common-named-function	スキップ確認	跳过确认	跳过确认	跳过确认	adopt-existing-official-exact	official-cn-native-exact	True	_ZN23StoryTurnBranchAdvQueue23createSkipConfirmWindowEv	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0162	common-named-function	ダウンロードしたファイルを保存できません。\n端末の空き容量などご確認ください。	无法保存已下载的文件。\n请检查设备的剩余空间。	已下载文件无法保存。\n请检查设备的空余存储空间。	无法保存已下载的文件。\n请检查设备的剩余空间。	apply-official-normalized	official-cn-native-normalized	True	_ZN24DownloadStoreFailedState10openWindowEv	True	named-function official semantics retained; visible residual/spacing defect normalized
CN-NATIVE-0163	common-named-function	ダウンロードエラー	下载错误	下载错误	下载错误	adopt-existing-official-exact	official-cn-native-exact	True	_ZN24DownloadStoreFailedState10openWindowEv	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0164	common-named-function	ディスク再配布	重新分配行动盘	重新分配行动盘	重新分配行动盘	adopt-existing-official-exact	official-cn-native-exact	True	_ZN10QbDiscPool10resetByArtEN5QbArt10DrawObjectEP6QbUnit	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0165	common-named-function	データダウンロード	数据下载	下载数据	下载数据	replace-with-official-exact	official-cn-native-exact	True	_ZN25DownloadFirstConfirmState17openConfirmWindowEv	True	common named function selects the official CN value
CN-NATIVE-0166	common-named-function	データ数が多いためWi-Fi環境でのダウンロードをお勧めします。\nプロローグ中もダウンロードを継続していますのでWi-Fi環境でのプレイをお勧めします。	数据量较大，建议在Wi-Fi环境下下载。\n序章期间也会继续下载，建议在Wi-Fi环境下游玩。	下载数据量较大，建议在Wi-Fi环境下进行下载。	数据量较大，建议在Wi-Fi环境下下载。\n序章期间也会继续下载，建议在Wi-Fi环境下游玩。	retain-reviewed-current	confirmed-human-retained-over-defective-official	False	_ZN25DownloadFirstConfirmState17openConfirmWindowEv	True	official CN omits the prologue download sentence
CN-NATIVE-0167	common-named-function	ネットワーク接続に失敗しました。	网络连接失败。	连接网络失败。	连接网络失败。	replace-with-official-exact	official-cn-native-exact	True	_ZN22NetworkErrorSceneLayer10getMessageEi	True	common named function selects the official CN value
CN-NATIVE-0168	common-named-function	ネットワーク接続に失敗しました。再接続しますか？	网络连接失败。要重新连接吗？	网络连接失败。要尝试再次连接吗？	网络连接失败。要尝试再次连接吗？	replace-with-official-exact	official-cn-native-exact	True	_ZN22NetworkErrorSceneLayer10getMessageEi	True	common named function selects the official CN value
CN-NATIVE-0169	common-named-function	プールシャッフル	行动盘池洗牌	初始Pool	行动盘池洗牌	retain-reviewed-current	confirmed-human-retained-over-defective-official	False	_ZN10QbDiscPool9resetPoolEv	True	official CN '初始Pool' does not express pool shuffle
CN-NATIVE-0170	common-named-function	ヘルプ	帮助	帮助	帮助	adopt-existing-official-exact	official-cn-native-exact	True	_ZN12QbWindowMenu14openWindowHelpEPN7cocos2d3RefE	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0171	common-named-function	ボス戦時のみON	仅首领战时开启	仅首领战斗时ON	仅首领战时开启	apply-official-normalized	official-cn-native-normalized	True	_ZN16QbWindowAutoMenu5setupEv	True	named-function official semantics retained; visible residual/spacing defect normalized
CN-NATIVE-0172	common-named-function	ミッション内容	任务内容	任务内容	任务内容	adopt-existing-official-exact	official-cn-native-exact	True	_ZN12QbWindowMenu5setupEv	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0173	common-named-function	リソースを削除しない		不删除资源		exclude-developer-debug	official-cn-native-debug-only	False	_ZN21SelectURLDisplayState14onDeleteButtonEPN7cocos2d3RefE	True	developer selector/editor path; not player-facing game UI
CN-NATIVE-0174	common-named-function	リソースを削除する		删除资源		exclude-developer-debug	official-cn-native-debug-only	False	_ZN21SelectURLDisplayState14onDeleteButtonEPN7cocos2d3RefE	True	developer selector/editor path; not player-facing game UI
CN-NATIVE-0175	common-named-function	リタイア	放弃	放弃	放弃	adopt-existing-official-exact	official-cn-native-exact	True	_ZN14QbWindowRetire5setupEP12QbWindowMenu	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0176	common-named-function	全バトルOFF	所有战斗均关闭	全部战斗OFF	所有战斗均关闭	apply-official-normalized	official-cn-native-normalized	True	_ZN16QbWindowAutoMenu5setupEv	True	named-function official semantics retained; visible residual/spacing defect normalized
CN-NATIVE-0177	common-named-function	全バトルON	所有战斗均开启	全部战斗ON	所有战斗均开启	apply-official-normalized	official-cn-native-normalized	True	_ZN16QbWindowAutoMenu5setupEv	True	named-function official semantics retained; visible residual/spacing defect normalized
CN-NATIVE-0178	common-named-function	再開しない	不继续	放弃战斗	放弃战斗	replace-with-official-exact	official-cn-native-exact	True	_ZN25QuestStoredDataSceneLayer16openResumeWindowEv	True	common named function selects the official CN value
CN-NATIVE-0179	common-named-function	再開する	继续	继续战斗	继续战斗	replace-with-official-exact	official-cn-native-exact	True	_ZN25QuestStoredDataSceneLayer16openResumeWindowEv	True	common named function selects the official CN value
CN-NATIVE-0180	common-named-function	戻る	返回	返回	返回	adopt-existing-official-exact	official-cn-native-exact	True	_ZN14QbWindowRetire5setupEP12QbWindowMenu	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0181	common-named-function	本当にリタイアしますか?	确定要放弃吗？	确认要放弃吗？	确认要放弃吗？	replace-with-official-exact	official-cn-native-exact	True	_ZN12QbWindowMenu16openWindowRetireEPN7cocos2d3RefE	True	common named function selects the official CN value
CN-NATIVE-0182	common-named-function	検索		搜索		exclude-developer-debug	official-cn-native-debug-only	False	_ZN16SelectModelState10initializeEv	True	developer selector/editor path; not player-facing game UI
CN-NATIVE-0183	common-named-function	次の選択肢までスキップします。\nよろしいですか？	将跳过至下一个选项。\n确定吗？	将跳至下一个选项。\n执行吗？	将跳至下一个选项。\n执行吗？	replace-with-official-exact	official-cn-native-exact	True	_ZN23StoryTurnBranchAdvQueue23createSkipConfirmWindowEv	True	common named function selects the official CN value
CN-NATIVE-0184	common-named-function	消費AP		消耗AP	消耗AP	add-official-exact	official-cn-native-exact	True	_ZN12QbWindowMenu5setupEv	True	common named function proves a missing player-facing source key
CN-NATIVE-0185	common-named-function	獲得したEXP・カースチップ(CC)・宝箱は\n入手できなくなります	得到的EXP·诅咒晶片（CC）·宝箱将\n无法获取。	得到的EXP·诅咒晶片（CC）·宝箱将\n无法获取。	得到的EXP·诅咒晶片（CC）·宝箱将\n无法获取。	adopt-existing-official-exact	official-cn-native-exact	True	_ZN14QbWindowRetire5setupEP12QbWindowMenu	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0186	common-named-function	通信エラー	通信错误	通信Error	通信错误	apply-official-normalized	official-cn-native-normalized	True	_ZN22QbSceneConfirmContinue10onResponseEPN5http212Http2SessionEPNS0_13Http2ResponseE	True	named-function official semantics retained; visible residual/spacing defect normalized
CN-NATIVE-0187	common-named-function	進行中のクエストを再開しますか？\n再開しない場合、APのみ消費されます。	要继续进行中的关卡吗？\n不继续将只消耗AP。	重新开始进行中的副本吗？\n 如果不重新开始，只会消耗AP。\n 若使用其他设备进行过战斗操作，请选择放弃战斗。	重新开始进行中的副本吗？\n如果不重新开始，只会消耗AP。\n若使用其他设备进行过战斗操作，请选择放弃战斗。	apply-official-normalized	official-cn-native-normalized	True	_ZN25QuestStoredDataSceneLayer16openResumeWindowEv	True	named-function official semantics retained; visible residual/spacing defect normalized
CN-NATIVE-0188	common-named-function	難易度	难度	难度	难度	adopt-existing-official-exact	official-cn-native-exact	True	_ZN12QbWindowMenu5setupEv	True	common named function and literal meaning exactly corroborate the current value
CN-NATIVE-0189	common-named-function	魔法少女の画像や音声、ムービー等、ゲームに必要なデータをダウンロードします。	下载魔法少女的图像，声音和动画等，游戏中必要的数据。	下载魔法少女的图像，声音和动画等，游戏中必要的数据。	下载魔法少女的图像，声音和动画等，游戏中必要的数据。	adopt-existing-official-exact	official-cn-native-exact	True	_ZN25DownloadFirstConfirmState17openConfirmWindowEv	True	common named function and literal meaning exactly corroborate the current value
